doc,summarizer,Q5,Q1,Q2,Q3,Q4
dm-test-8b51a10370a1219137e231192e65b9cd52238ea6,BanditSum,0.4397890865802765,0.5441561937332153,0.8210631012916565,0.49006715416908264,0.32427752017974854
dm-test-31114653cd606fd3f4b1035f98dedd71f8282cd2,BanditSum,0.36574938893318176,0.7135655879974365,0.2503986060619354,0.756658136844635,0.5722932815551758
dm-test-0cdd7cdb5d99c36f25f1f4fa0e962d558f7ff07b,BanditSum,0.49772512912750244,0.8058779239654541,0.8527113795280457,0.6297721862792969,0.4597097337245941
dm-test-f5fead94ee884800e84a212cc0edc78b11c4ba9f,BanditSum,0.4795873165130615,0.6857988834381104,0.7352971434593201,0.6291151642799377,0.4783260226249695
dm-test-36352fd1c61fd0c593ee7b84cbe213aa9b444439,BanditSum,0.29855749011039734,0.5539215207099915,0.2677996754646301,0.6172709465026855,0.6123920679092407
dm-test-a3b6201aca77b5bdaa5df02d6acee2be66233237,BanditSum,0.5518704652786255,0.9536040425300598,0.8636911511421204,0.8441916704177856,0.6018085479736328
cnn-test-c05bda9b387ec8ae43803170b6f59b4b82505db9,BanditSum,0.7320261001586914,0.7679666876792908,0.9102177023887634,0.5477567315101624,0.8519861698150635
dm-test-6c1341bedf92a304318545fbf1aad88651de7909,BanditSum,0.43442976474761963,0.7962616086006165,0.9266929030418396,0.633561909198761,0.47873517870903015
dm-test-1749a22e2b6facaa057213cb9b33261b319bbd2b,BanditSum,0.579902172088623,0.7740753293037415,0.7287288308143616,0.795314610004425,0.6173208951950073
dm-test-b255397ee863bd8faf9def57c0f76769153d905e,BanditSum,0.40394899249076843,0.748807430267334,0.38885003328323364,1.0270369052886963,0.8256925344467163
dm-test-e06ff0eb7c4fa4416fda84a9a239b15480c5a9d9,BanditSum,0.10832025855779648,0.13187050819396973,0.3412773013114929,0.2886996269226074,0.24506907165050507
dm-test-d680ebcdcd59fd5ee9b602a06bcd5230c212835b,BanditSum,0.6348978281021118,0.9905340671539307,0.7460386753082275,0.738585352897644,0.579071581363678
dm-test-155754e1f2bc83f6836af78703edd4d00f19f381,BanditSum,0.388898640871048,0.742917537689209,0.017194736748933792,0.5869595408439636,0.5530024766921997
dm-test-23e8c1d71474d239aa9ae37b9a05031b0054b8ce,BanditSum,0.5275461077690125,0.9444504976272583,1.0090826749801636,0.6248226165771484,0.5594756603240967
cnn-test-4761dc6d8bdf56b9ada97104113dd1bcf4aed3f1,BanditSum,0.39132004976272583,0.646914541721344,0.862097978591919,0.6689246892929077,0.6709321141242981
dm-test-8847383b72167c3f3dd2161b5b091b580c8f4da7,BanditSum,0.587196409702301,0.9101714491844177,1.0237640142440796,0.7649316787719727,0.4998636543750763
dm-test-801763443e6c73e3857039f2223798b2b58bef19,BanditSum,0.7468694448471069,0.841855525970459,0.8609594106674194,0.8251881003379822,0.5898939371109009
dm-test-c16c9fa34ccae7e2b9e29c3988ccb74974c4b3c0,BanditSum,-0.015442070551216602,0.19756107032299042,0.2833957076072693,0.7146984338760376,0.6121537685394287
dm-test-096e418a953af86df0d1560bec95bc7bfee2e34b,BanditSum,0.4324056804180145,0.7179681062698364,0.7606557011604309,0.6734939217567444,0.6552798748016357
dm-test-02c955067d00f38b6978b805d5a8701a787f78ac,BanditSum,0.7924267649650574,0.7330271005630493,0.9530105590820312,0.6928583383560181,0.724051833152771
dm-test-2cfc33d01364162579f46b2764914a03a29453ce,BanditSum,0.6224127411842346,1.0580124855041504,0.8195911645889282,0.7570773363113403,0.8947133421897888
dm-test-808a439a5d83fc47baaea934c8779a7ebc62470d,BanditSum,0.6661642789840698,0.9812629222869873,0.8435280323028564,0.8708074688911438,0.5314260125160217
dm-test-9b5a04b9879fe716a2dcd66dd331f99534603c16,BanditSum,0.7203400135040283,0.8601791858673096,0.5748462677001953,0.7798394560813904,0.5697433352470398
dm-test-d3c9ce137ba24a69253508b3416630465c050ae4,BanditSum,0.6426935791969299,0.8184248805046082,0.806908130645752,0.8276430368423462,0.6936769485473633
dm-test-26e4e19d945cedcb489f28808c730658139c9415,BanditSum,0.4751788377761841,0.7763307690620422,0.702053964138031,0.7380753755569458,0.45278090238571167
dm-test-4f3b35b540ba05f0f82d71a694ec23dde4dc3e01,BanditSum,0.6213970184326172,0.932627260684967,0.9797426462173462,0.6015053391456604,0.9116973876953125
dm-test-2abe0f81f5b22c8a406165717e3bd7fce6fe47c6,BanditSum,0.5904489755630493,0.7841196656227112,0.8672131896018982,0.7863291501998901,0.5773178935050964
cnn-test-5139ccfabee55ddb83e7937f5802c0a67aee8975,BanditSum,0.4842894673347473,0.5904834866523743,0.8009284734725952,0.8023855090141296,0.41590118408203125
dm-test-051db270afc32571a08c15124330efe89d80fea8,BanditSum,0.4095166325569153,0.7392962574958801,0.45058342814445496,0.7989190816879272,0.700795590877533
dm-test-b1f6faac3f406edca1e0cad8cce1319c83e62605,BanditSum,0.39593422412872314,0.5070673823356628,0.8354169726371765,0.5952499508857727,0.40491437911987305
dm-test-c6667409fcdea2c89ba9f0d3a72c50e3967b4b1b,BanditSum,0.7164289951324463,1.0194202661514282,0.8703193068504333,0.8296415209770203,0.5236178040504456
cnn-test-bcdb32ae644040a721da880fff9c1d502048cd8b,BanditSum,0.32418012619018555,0.43570372462272644,0.7790426015853882,0.504471480846405,0.5047016739845276
dm-test-46609841ffd23e9c22d1507edf7b176ecc4d834f,BanditSum,0.5021581649780273,0.8184158205986023,1.0022143125534058,0.6846463680267334,0.4048755466938019
dm-test-2a48112ddee712f2364f128076cb2db555a043b1,BanditSum,0.2570312023162842,0.6094468832015991,0.907200038433075,0.6495457887649536,0.5302188992500305
dm-test-fadabe346fe95d33eee71299e6596754768f5246,BanditSum,0.21561755239963531,0.5959222912788391,0.7407461404800415,0.3222774267196655,0.5461785197257996
dm-test-f468efac7b3c54f8c42c2c81dff108c52ebe0d7d,BanditSum,0.26114991307258606,0.8702492117881775,0.2598710358142853,0.9032047390937805,0.5965483784675598
cnn-test-88c2481234e763c9bbc68d0ab1be1d2375c1349a,BanditSum,0.46057435870170593,0.44182395935058594,0.9385911226272583,0.575402021408081,0.3753562271595001
dm-test-6372eff07fd3d6f578f90d6115e01747edccc095,BanditSum,0.417282372713089,0.6917431354522705,0.7636305689811707,0.5630611181259155,0.5907122492790222
dm-test-e7d8b6617691ea00d4ddc5fe2b7cbd105ba9a57e,BanditSum,0.5193156599998474,0.6383275985717773,0.7507724165916443,0.7564635276794434,0.6026152968406677
cnn-test-404f859482d47c127868964a9a39d1a7645dd2e9,BanditSum,0.4568237364292145,0.6361545920372009,0.7134161591529846,0.5283699631690979,0.5047287344932556
dm-test-d83b82a9cd504218e604616be3f3c3928e3428b8,BanditSum,0.4187592566013336,0.39525747299194336,0.8039976358413696,0.846309244632721,0.5708180665969849
dm-test-0cd10ad50ceef529d96a255ed12ac9cd001ba9db,BanditSum,0.6824837923049927,0.8725426197052002,0.9689260721206665,0.6738530993461609,0.6410717964172363
dm-test-632cfdb03aacd90a34a470f6a70b47eee62ec5f0,BanditSum,0.41923296451568604,0.8057214617729187,0.7823814153671265,0.8294810652732849,0.5262949466705322
dm-test-c50d33e9749e7bb484d9b69c4f5fca35a3a50cb5,BanditSum,0.20296433568000793,0.009553122334182262,0.4412586987018585,0.5739993453025818,0.36998268961906433
dm-test-2377095dda83df778e34304b7a09813808105d3b,BanditSum,0.31697121262550354,0.5579856634140015,1.0084011554718018,0.3322732746601105,0.3139229714870453
dm-test-e880fda4c25289f8325574246f0f8ed4ff5eb26b,BanditSum,0.4539978504180908,0.9897580742835999,0.8927197456359863,0.701118528842926,0.4970916211605072
dm-test-8764fb95bfad8ee849274873a92fb8d6b400eee2,LEAD-3,0.35191667079925537,0.5096666812896729,0.899791419506073,0.6004412770271301,0.25887781381607056
dm-test-f26d8400ae49b90d109c165d0f44b8f6ca253c08,LEAD-3,0.6486909985542297,0.9199686050415039,0.8140162229537964,0.8930277228355408,0.567071259021759
dm-test-207df192edc1836250b69d1bc5b9e6a38206eb78,LEAD-3,0.38148370385169983,0.8898504972457886,0.8812138438224792,0.5940517783164978,0.5902084708213806
dm-test-0f0789390d67698283cc87b2e046b5c5cd77edb7,LEAD-3,0.6305907368659973,0.8895885348320007,0.865907609462738,0.8262307643890381,0.5554044842720032
cnn-test-fbbafa743a8c2ecd2cedf65c6c61956b2db8ec5c,LEAD-3,0.2973692715167999,0.24892644584178925,0.8339450359344482,0.4803752899169922,0.2192474603652954
dm-test-f37fd6e9b6cc18a7132568e307ef3b130931e809,LEAD-3,0.30733558535575867,0.7963880896568298,1.0011361837387085,0.4289659261703491,0.3624776303768158
dm-test-14c813567696f4e63a39993c09d4edb454036179,LEAD-3,0.4259563088417053,0.8176012635231018,0.8913587927818298,0.7575582265853882,0.6408413052558899
dm-test-e470f0a87d7513bf880412524332047020422c3f,LEAD-3,0.7271333336830139,0.9401381015777588,0.7859532237052917,0.9693111181259155,0.6742480397224426
dm-test-2c37d44d03ce2e91310339d884d33ee5aabf9abc,LEAD-3,0.4655454754829407,0.7590376734733582,0.9911722540855408,0.8256223797798157,0.5905370712280273
dm-test-e428e25bbf8e06643154ce31b7c6fab64c81e857,LEAD-3,0.34163567423820496,0.8342300057411194,0.9300567507743835,0.4460705816745758,0.3794358968734741
dm-test-0783c68a744df6afa009d16e72709f2b4d90dea1,LEAD-3,0.47258543968200684,0.793175458908081,0.9064551591873169,0.707465648651123,0.5453956723213196
dm-test-eeef09d26cf30c2124c0399b08eedc6321fe5d20,LEAD-3,0.31783634424209595,0.7798890471458435,0.8996483087539673,0.6659391522407532,0.5653007626533508
cnn-test-b1c3fc03a2b74cf4c79844c1fe2fdce70a8a436e,LEAD-3,0.5285117626190186,0.5606192946434021,0.9636980891227722,0.6516734957695007,0.5211002826690674
dm-test-9afda3cde191a883d8c166ceb5765eb53205d8f4,LEAD-3,0.46769583225250244,0.9911102056503296,1.0332491397857666,0.6136522889137268,0.5462576746940613
dm-test-4fb64a2298e18626db776fccf834be87388827e0,LEAD-3,0.6960422992706299,0.8841782212257385,0.8840175271034241,0.9947230815887451,0.6988763213157654
dm-test-03e271b4305517e02c9ead82d57327d32b99102e,LEAD-3,0.4156494140625,0.8052184581756592,1.01242196559906,0.8596956729888916,0.5121669769287109
dm-test-bd4684a0f5af5dd6ac88d2fb50f902bd7f10217b,LEAD-3,0.5022273659706116,0.6049537062644958,0.8893017768859863,0.6720535755157471,0.5183399319648743
dm-test-9d0fcbd873927674d12aafce4ae7754fd591d4e2,LEAD-3,0.4816754162311554,0.8730626106262207,0.9055125713348389,0.5894705653190613,0.5694848299026489
dm-test-9b1af0f993d78353ebd56a1b180e882e751527b3,LEAD-3,0.5726677775382996,0.7624309062957764,0.9700849652290344,0.8645856976509094,0.5318083167076111
cnn-test-d75b043ebefc3098aea84d92bb8bec0f509b1563,LEAD-3,0.6535418629646301,0.721187949180603,0.9371122717857361,0.8610557317733765,0.7389902472496033
cnn-test-e2bccd4dec93c9bb7b327827dae004c2d494ec31,LEAD-3,0.5826466083526611,0.5651559829711914,0.8137643337249756,0.8536021709442139,0.47566044330596924
dm-test-54b857a66cbd8473d6732e5da52d48612e636a37,LEAD-3,0.8761430978775024,0.7110022306442261,0.9036110639572144,0.8473249673843384,0.7299274206161499
dm-test-2c6695b438980783754f7db28129ec2fbb3e6e21,LEAD-3,0.6279604434967041,0.722522497177124,0.45863062143325806,0.8493052124977112,0.5735195875167847
dm-test-2cf8c2d1d2ceb1980249f77e703f9039e63799d0,LEAD-3,0.3689994215965271,0.656715989112854,0.9934179186820984,0.7231141924858093,0.4322466254234314
dm-test-b5bc2ae78441e4ac08fb01823d5fc0f1627c3166,LEAD-3,0.5743617415428162,0.7914779186248779,0.9417017102241516,0.7645427584648132,0.6107913255691528
dm-test-130ff8f2dfb6ab67861d5924b0ff5acd63c7d8ce,LEAD-3,0.4896390438079834,0.7985697388648987,0.799014687538147,0.6484893560409546,0.4493272602558136
dm-test-4001b252a072ac149c70840b22299cc6cfab3bae,LEAD-3,0.6177278757095337,0.8346638679504395,0.9624419212341309,0.7226182818412781,0.5236342549324036
dm-test-cf4ba8f94f2dd5604eb8f8a4e655c10cf0996365,LEAD-3,0.6344681978225708,0.7950040102005005,1.048648715019226,0.8531213402748108,0.6857544779777527
dm-test-8e6c8aec6808f66ed0342e128a4e146f3ecd627d,LEAD-3,0.6299504637718201,0.7646597623825073,0.40489399433135986,1.0186392068862915,0.6694745421409607
dm-test-b5925c1a02fa9a8f6b1d5ad764c19a732deac0df,LEAD-3,0.7862170338630676,1.0046122074127197,0.866786777973175,0.938450276851654,0.7839792966842651
dm-test-3785743303ddb8b594be7c449a37458b99e83812,LEAD-3,0.46884623169898987,0.7939064502716064,0.8501135110855103,0.5228683352470398,0.5719353556632996
dm-test-6721edf88c95f480a4db2c63649dbb03736aeadf,LEAD-3,0.20487968623638153,0.6845493316650391,1.0067431926727295,0.3685790002346039,0.4431546926498413
dm-test-7cba80e83b222801fed8d6f96e8c0aa381c54b28,LEAD-3,0.7243747115135193,0.8468262553215027,0.8475639224052429,0.8230959177017212,0.6492720246315002
dm-test-97bbda7ec22a736cd174b51513c72a6372d13d35,LEAD-3,0.6273728013038635,1.0510119199752808,0.9577584266662598,0.628021776676178,0.5186768770217896
dm-test-3ba3bde4a1440134bb38ec22ba50db59986b544c,LEAD-3,0.46626800298690796,0.7574025392532349,0.9748168587684631,0.701981246471405,0.46452566981315613
dm-test-4e0de0ec6d5b9df174f54d03158de8f30aac861f,LEAD-3,0.5638320446014404,0.8569130301475525,0.8737034201622009,0.8357216119766235,0.46488362550735474
dm-test-8bc8f134bc3ceaeec0df8f29e96e13d319717ab8,LEAD-3,0.6758032441139221,0.9476735591888428,0.8877522945404053,0.6520906686782837,0.6291742324829102
dm-test-6f027d030f9ca86446dc893f1d10ced4c9a3561f,LEAD-3,0.4790000319480896,0.7650885581970215,0.8783116936683655,0.6917171478271484,0.47058096528053284
dm-test-e43eef75de38d246db9d80216ca9f5487215a78b,LEAD-3,0.4936453104019165,0.77742600440979,0.8119322061538696,0.679172933101654,0.47728490829467773
dm-test-81bd721b16cad47dfd8d24baca5b30b006291db2,LEAD-3,0.6546849608421326,0.773077666759491,0.9533832669258118,0.7313637137413025,0.6047841906547546
cnn-test-a02e362c5b8f049848ce718b37b96117485461cf,LEAD-3,0.5909726619720459,0.5072987079620361,0.8567882776260376,0.7838650345802307,0.431674987077713
dm-test-dea0ed2e587495e516ac85056e21a2076a9a993c,LEAD-3,0.460847407579422,0.6161067485809326,0.760517954826355,0.8693786263465881,0.5612517595291138
dm-test-5be0a9584b051175d9f4842a143b76385335d96a,LEAD-3,0.2657893896102905,0.7618764042854309,0.9437513947486877,0.7719212174415588,0.45161718130111694
dm-test-d89de9c2a76f2665560becfe5d761a4fc62b9926,LEAD-3,0.23069880902767181,0.5030153393745422,1.0397416353225708,0.4493654668331146,0.2979430854320526
dm-test-8b59fa7715418c4bcc0d50e3caeb239129de453e,LEAD-3,0.7054978609085083,0.8842923045158386,0.9609979391098022,0.9303977489471436,0.5838890671730042
dm-test-1747dcd6a007ee97954b6b10cde549bf82f6a4eb,LEAD-3,0.4406201243400574,0.9210829734802246,0.7723699808120728,0.6887565851211548,0.6080484986305237
cnn-test-e49792c337d3f4c13e22f710efa44cf6a4e59aba,LEAD-3,0.34589189291000366,0.4417446255683899,0.9770406484603882,0.5508177280426025,0.358504980802536
dm-test-d296270ab4a4cf20f2d9c1aae7514687806f2b35,LEAD-3,0.6370965242385864,0.8615809082984924,0.682182788848877,0.4184269309043884,0.8030421137809753
cnn-test-b8b6e729fff27c4eef87887e61d3448de9c063f6,LEAD-3,0.2977295517921448,0.4913683235645294,0.8844969272613525,0.4684916138648987,0.28093454241752625
dm-test-9beaaf73e4517d5bf1bc284f386485d571da96cf,LEAD-3,0.3866773545742035,0.8622683882713318,0.8216699361801147,0.6157987117767334,0.6286840438842773
dm-test-4a593dc4c7e0b4d09bfdc66bb315c47b54eb15df,LEAD-3,0.6546717286109924,0.9880889654159546,0.9338820576667786,0.8753422498703003,0.5895933508872986
dm-test-18243373494a1722ddcd162ec67b63dd749633ab,LEAD-3,0.5860738158226013,1.0163202285766602,0.9755070805549622,0.73174649477005,0.6322993040084839
dm-test-998cb27197db1fd299aff3322ac041ba4bf1148f,LEAD-3,0.4901140332221985,0.7917038202285767,1.0092395544052124,0.7056843638420105,0.3088160455226898
dm-test-2feca9acf532e33f1ab7442c442c8e19787d8d7b,LEAD-3,0.3892834186553955,0.8420194983482361,1.2542346715927124,0.678840160369873,0.5514805912971497
dm-test-8b51a10370a1219137e231192e65b9cd52238ea6,LEAD-3,0.2453823834657669,0.7399219870567322,1.010224461555481,0.4296613037586212,0.24725055694580078
dm-test-31114653cd606fd3f4b1035f98dedd71f8282cd2,LEAD-3,0.48186028003692627,0.807192325592041,1.0243645906448364,0.7083368301391602,0.7408120632171631
dm-test-0cdd7cdb5d99c36f25f1f4fa0e962d558f7ff07b,LEAD-3,0.5949345231056213,0.9586440324783325,1.0375703573226929,0.6161608099937439,0.5714777112007141
dm-test-f5fead94ee884800e84a212cc0edc78b11c4ba9f,LEAD-3,0.7420357465744019,0.920139729976654,1.0115834474563599,0.7818912863731384,0.6857534646987915
dm-test-36352fd1c61fd0c593ee7b84cbe213aa9b444439,LEAD-3,0.5624661445617676,0.7631665468215942,0.7905665636062622,0.7366980314254761,0.6963468194007874
dm-test-a3b6201aca77b5bdaa5df02d6acee2be66233237,LEAD-3,0.5518704652786255,0.9536040425300598,0.8636911511421204,0.8441916704177856,0.6018085479736328
cnn-test-c05bda9b387ec8ae43803170b6f59b4b82505db9,LEAD-3,0.5805506706237793,0.7401782870292664,0.9656099677085876,0.5165137052536011,0.6499876379966736
dm-test-6c1341bedf92a304318545fbf1aad88651de7909,LEAD-3,0.6792317032814026,0.8504194021224976,0.7603852152824402,0.8593337535858154,0.6149636507034302
dm-test-1749a22e2b6facaa057213cb9b33261b319bbd2b,LEAD-3,0.6626965999603271,0.7240772843360901,0.9486649036407471,0.8550801873207092,0.5702144503593445
dm-test-b255397ee863bd8faf9def57c0f76769153d905e,LEAD-3,0.40394899249076843,0.748807430267334,0.38885003328323364,1.0270369052886963,0.8256925344467163
dm-test-e06ff0eb7c4fa4416fda84a9a239b15480c5a9d9,LEAD-3,0.10892545431852341,0.40694907307624817,0.7336148619651794,0.5193023085594177,0.3307786285877228
dm-test-d680ebcdcd59fd5ee9b602a06bcd5230c212835b,LEAD-3,0.6348978281021118,0.9905340671539307,0.7460386753082275,0.738585352897644,0.579071581363678
dm-test-155754e1f2bc83f6836af78703edd4d00f19f381,LEAD-3,0.4629402756690979,0.7877931594848633,0.9951287508010864,0.6302158236503601,0.4783446490764618
