doc,summarizer,score
dm-test-0f0789390d67698283cc87b2e046b5c5cd77edb7,LEAD-3,-13.492548
cnn-test-fbbafa743a8c2ecd2cedf65c6c61956b2db8ec5c,LEAD-3,-11.969372
dm-test-f37fd6e9b6cc18a7132568e307ef3b130931e809,LEAD-3,-12.808951
dm-test-14c813567696f4e63a39993c09d4edb454036179,LEAD-3,-13.227993
dm-test-e470f0a87d7513bf880412524332047020422c3f,LEAD-3,-10.255888
dm-test-2c37d44d03ce2e91310339d884d33ee5aabf9abc,LEAD-3,-13.160248
dm-test-e428e25bbf8e06643154ce31b7c6fab64c81e857,LEAD-3,-11.794896
dm-test-0783c68a744df6afa009d16e72709f2b4d90dea1,LEAD-3,-9.340723
dm-test-eeef09d26cf30c2124c0399b08eedc6321fe5d20,LEAD-3,-12.61924
cnn-test-b1c3fc03a2b74cf4c79844c1fe2fdce70a8a436e,LEAD-3,-10.261238
dm-test-9afda3cde191a883d8c166ceb5765eb53205d8f4,LEAD-3,-9.794881
dm-test-4fb64a2298e18626db776fccf834be87388827e0,LEAD-3,-10.76651
dm-test-03e271b4305517e02c9ead82d57327d32b99102e,LEAD-3,-13.69284
dm-test-bd4684a0f5af5dd6ac88d2fb50f902bd7f10217b,LEAD-3,-12.900114
dm-test-9d0fcbd873927674d12aafce4ae7754fd591d4e2,LEAD-3,-14.143867
dm-test-9b1af0f993d78353ebd56a1b180e882e751527b3,LEAD-3,-12.793469
cnn-test-d75b043ebefc3098aea84d92bb8bec0f509b1563,LEAD-3,-12.611531
cnn-test-e2bccd4dec93c9bb7b327827dae004c2d494ec31,LEAD-3,-10.05701
dm-test-54b857a66cbd8473d6732e5da52d48612e636a37,LEAD-3,-12.391416
dm-test-2c6695b438980783754f7db28129ec2fbb3e6e21,LEAD-3,-11.244325
dm-test-2cf8c2d1d2ceb1980249f77e703f9039e63799d0,LEAD-3,-11.810117
dm-test-b5bc2ae78441e4ac08fb01823d5fc0f1627c3166,LEAD-3,-13.369909
dm-test-130ff8f2dfb6ab67861d5924b0ff5acd63c7d8ce,LEAD-3,-13.178724
dm-test-4001b252a072ac149c70840b22299cc6cfab3bae,LEAD-3,-12.1332035
dm-test-cf4ba8f94f2dd5604eb8f8a4e655c10cf0996365,LEAD-3,-10.482528
dm-test-8e6c8aec6808f66ed0342e128a4e146f3ecd627d,LEAD-3,-12.524343
dm-test-b5925c1a02fa9a8f6b1d5ad764c19a732deac0df,LEAD-3,-11.87577
dm-test-3785743303ddb8b594be7c449a37458b99e83812,LEAD-3,-13.105377
dm-test-6721edf88c95f480a4db2c63649dbb03736aeadf,LEAD-3,-12.751804
dm-test-7cba80e83b222801fed8d6f96e8c0aa381c54b28,LEAD-3,-13.225322
dm-test-97bbda7ec22a736cd174b51513c72a6372d13d35,LEAD-3,-13.034298
dm-test-3ba3bde4a1440134bb38ec22ba50db59986b544c,LEAD-3,-12.694623
dm-test-4e0de0ec6d5b9df174f54d03158de8f30aac861f,LEAD-3,-11.690528
dm-test-8bc8f134bc3ceaeec0df8f29e96e13d319717ab8,LEAD-3,-13.653158
dm-test-6f027d030f9ca86446dc893f1d10ced4c9a3561f,LEAD-3,-13.390342
dm-test-e43eef75de38d246db9d80216ca9f5487215a78b,LEAD-3,-10.193375
dm-test-81bd721b16cad47dfd8d24baca5b30b006291db2,LEAD-3,-13.098039
cnn-test-a02e362c5b8f049848ce718b37b96117485461cf,LEAD-3,-12.252032
dm-test-dea0ed2e587495e516ac85056e21a2076a9a993c,LEAD-3,-12.830919
dm-test-5be0a9584b051175d9f4842a143b76385335d96a,LEAD-3,-10.147541
dm-test-d89de9c2a76f2665560becfe5d761a4fc62b9926,LEAD-3,-13.138823
dm-test-8b59fa7715418c4bcc0d50e3caeb239129de453e,LEAD-3,-13.479691
dm-test-1747dcd6a007ee97954b6b10cde549bf82f6a4eb,LEAD-3,-11.255727
cnn-test-e49792c337d3f4c13e22f710efa44cf6a4e59aba,LEAD-3,-11.676676
dm-test-d296270ab4a4cf20f2d9c1aae7514687806f2b35,LEAD-3,-13.747625
cnn-test-b8b6e729fff27c4eef87887e61d3448de9c063f6,LEAD-3,-13.759115
dm-test-9beaaf73e4517d5bf1bc284f386485d571da96cf,LEAD-3,-12.6992035
dm-test-4a593dc4c7e0b4d09bfdc66bb315c47b54eb15df,LEAD-3,-10.712391
dm-test-18243373494a1722ddcd162ec67b63dd749633ab,LEAD-3,-13.430088
dm-test-998cb27197db1fd299aff3322ac041ba4bf1148f,LEAD-3,-13.798334
dm-test-2feca9acf532e33f1ab7442c442c8e19787d8d7b,LEAD-3,-13.2026005
dm-test-8b51a10370a1219137e231192e65b9cd52238ea6,LEAD-3,-12.847246
dm-test-31114653cd606fd3f4b1035f98dedd71f8282cd2,LEAD-3,-11.678041
dm-test-0cdd7cdb5d99c36f25f1f4fa0e962d558f7ff07b,LEAD-3,-12.970866
dm-test-f5fead94ee884800e84a212cc0edc78b11c4ba9f,LEAD-3,-13.467304
dm-test-36352fd1c61fd0c593ee7b84cbe213aa9b444439,LEAD-3,-11.472721
dm-test-a3b6201aca77b5bdaa5df02d6acee2be66233237,LEAD-3,-13.131491
cnn-test-c05bda9b387ec8ae43803170b6f59b4b82505db9,LEAD-3,-14.058029
dm-test-6c1341bedf92a304318545fbf1aad88651de7909,LEAD-3,-11.598294
dm-test-1749a22e2b6facaa057213cb9b33261b319bbd2b,LEAD-3,-12.921822
dm-test-b255397ee863bd8faf9def57c0f76769153d905e,LEAD-3,-11.853756
dm-test-e06ff0eb7c4fa4416fda84a9a239b15480c5a9d9,LEAD-3,-9.391029
dm-test-d680ebcdcd59fd5ee9b602a06bcd5230c212835b,LEAD-3,-13.301971
dm-test-155754e1f2bc83f6836af78703edd4d00f19f381,LEAD-3,-12.358122
dm-test-23e8c1d71474d239aa9ae37b9a05031b0054b8ce,LEAD-3,-12.883963
cnn-test-4761dc6d8bdf56b9ada97104113dd1bcf4aed3f1,LEAD-3,-11.060675
dm-test-8847383b72167c3f3dd2161b5b091b580c8f4da7,LEAD-3,-12.42925
dm-test-801763443e6c73e3857039f2223798b2b58bef19,LEAD-3,-12.030619
dm-test-c16c9fa34ccae7e2b9e29c3988ccb74974c4b3c0,LEAD-3,-11.845782
dm-test-096e418a953af86df0d1560bec95bc7bfee2e34b,LEAD-3,-13.912108
dm-test-02c955067d00f38b6978b805d5a8701a787f78ac,LEAD-3,-12.588968
dm-test-2cfc33d01364162579f46b2764914a03a29453ce,LEAD-3,-14.57253
dm-test-808a439a5d83fc47baaea934c8779a7ebc62470d,LEAD-3,-5.3661165
dm-test-9b5a04b9879fe716a2dcd66dd331f99534603c16,LEAD-3,-11.254031
dm-test-d3c9ce137ba24a69253508b3416630465c050ae4,LEAD-3,-13.815018
dm-test-26e4e19d945cedcb489f28808c730658139c9415,LEAD-3,-13.087996
dm-test-4f3b35b540ba05f0f82d71a694ec23dde4dc3e01,LEAD-3,-13.677588
dm-test-2abe0f81f5b22c8a406165717e3bd7fce6fe47c6,LEAD-3,-13.755072
cnn-test-5139ccfabee55ddb83e7937f5802c0a67aee8975,LEAD-3,-13.434063
dm-test-051db270afc32571a08c15124330efe89d80fea8,LEAD-3,-14.209998
dm-test-b1f6faac3f406edca1e0cad8cce1319c83e62605,LEAD-3,-10.179116
dm-test-c6667409fcdea2c89ba9f0d3a72c50e3967b4b1b,LEAD-3,-11.135631
cnn-test-bcdb32ae644040a721da880fff9c1d502048cd8b,LEAD-3,-12.372319
dm-test-46609841ffd23e9c22d1507edf7b176ecc4d834f,LEAD-3,-12.183164
dm-test-2a48112ddee712f2364f128076cb2db555a043b1,LEAD-3,-11.442997
dm-test-fadabe346fe95d33eee71299e6596754768f5246,LEAD-3,-13.348597
dm-test-f468efac7b3c54f8c42c2c81dff108c52ebe0d7d,LEAD-3,-13.91141
cnn-test-88c2481234e763c9bbc68d0ab1be1d2375c1349a,LEAD-3,-14.022428
dm-test-6372eff07fd3d6f578f90d6115e01747edccc095,LEAD-3,-11.8257065
dm-test-e7d8b6617691ea00d4ddc5fe2b7cbd105ba9a57e,LEAD-3,-13.575516
cnn-test-404f859482d47c127868964a9a39d1a7645dd2e9,LEAD-3,-13.160299
dm-test-d83b82a9cd504218e604616be3f3c3928e3428b8,LEAD-3,-12.667773
dm-test-0cd10ad50ceef529d96a255ed12ac9cd001ba9db,LEAD-3,-12.807823
dm-test-632cfdb03aacd90a34a470f6a70b47eee62ec5f0,LEAD-3,-12.18706
dm-test-c50d33e9749e7bb484d9b69c4f5fca35a3a50cb5,LEAD-3,-13.118935
dm-test-2377095dda83df778e34304b7a09813808105d3b,LEAD-3,-13.370989
dm-test-e880fda4c25289f8325574246f0f8ed4ff5eb26b,LEAD-3,-13.865254
dm-test-8764fb95bfad8ee849274873a92fb8d6b400eee2,Pegasus,-10.275496
dm-test-f26d8400ae49b90d109c165d0f44b8f6ca253c08,Pegasus,-13.887553
dm-test-207df192edc1836250b69d1bc5b9e6a38206eb78,Pegasus,-11.693379
dm-test-0f0789390d67698283cc87b2e046b5c5cd77edb7,Pegasus,-14.166857
cnn-test-fbbafa743a8c2ecd2cedf65c6c61956b2db8ec5c,Pegasus,-10.820773
dm-test-f37fd6e9b6cc18a7132568e307ef3b130931e809,Pegasus,-12.324656
dm-test-14c813567696f4e63a39993c09d4edb454036179,Pegasus,-10.553379
dm-test-e470f0a87d7513bf880412524332047020422c3f,Pegasus,-11.483679
dm-test-2c37d44d03ce2e91310339d884d33ee5aabf9abc,Pegasus,-11.987915
dm-test-e428e25bbf8e06643154ce31b7c6fab64c81e857,Pegasus,-7.3315377
dm-test-0783c68a744df6afa009d16e72709f2b4d90dea1,Pegasus,-5.843977
dm-test-eeef09d26cf30c2124c0399b08eedc6321fe5d20,Pegasus,-12.519889
cnn-test-b1c3fc03a2b74cf4c79844c1fe2fdce70a8a436e,Pegasus,-11.2310915
dm-test-9afda3cde191a883d8c166ceb5765eb53205d8f4,Pegasus,-11.262791
dm-test-4fb64a2298e18626db776fccf834be87388827e0,Pegasus,-12.880599
dm-test-03e271b4305517e02c9ead82d57327d32b99102e,Pegasus,-10.713787
dm-test-bd4684a0f5af5dd6ac88d2fb50f902bd7f10217b,Pegasus,-12.695028
dm-test-9d0fcbd873927674d12aafce4ae7754fd591d4e2,Pegasus,-9.487186
dm-test-9b1af0f993d78353ebd56a1b180e882e751527b3,Pegasus,-14.134854
cnn-test-d75b043ebefc3098aea84d92bb8bec0f509b1563,Pegasus,-11.486265
cnn-test-e2bccd4dec93c9bb7b327827dae004c2d494ec31,Pegasus,-13.907294
dm-test-54b857a66cbd8473d6732e5da52d48612e636a37,Pegasus,-10.29224
dm-test-2c6695b438980783754f7db28129ec2fbb3e6e21,Pegasus,-12.5624895
dm-test-2cf8c2d1d2ceb1980249f77e703f9039e63799d0,Pegasus,-12.251287
dm-test-b5bc2ae78441e4ac08fb01823d5fc0f1627c3166,Pegasus,-10.979136
dm-test-130ff8f2dfb6ab67861d5924b0ff5acd63c7d8ce,Pegasus,-11.928226
dm-test-4001b252a072ac149c70840b22299cc6cfab3bae,Pegasus,-11.061851
dm-test-cf4ba8f94f2dd5604eb8f8a4e655c10cf0996365,Pegasus,-11.554792
dm-test-8e6c8aec6808f66ed0342e128a4e146f3ecd627d,Pegasus,-12.849177
dm-test-b5925c1a02fa9a8f6b1d5ad764c19a732deac0df,Pegasus,-15.053842
dm-test-3785743303ddb8b594be7c449a37458b99e83812,Pegasus,-10.72492
dm-test-6721edf88c95f480a4db2c63649dbb03736aeadf,Pegasus,-10.6433735
dm-test-7cba80e83b222801fed8d6f96e8c0aa381c54b28,Pegasus,-11.503812
dm-test-97bbda7ec22a736cd174b51513c72a6372d13d35,Pegasus,-11.32488
dm-test-3ba3bde4a1440134bb38ec22ba50db59986b544c,Pegasus,-13.442737
dm-test-4e0de0ec6d5b9df174f54d03158de8f30aac861f,Pegasus,-11.812705
dm-test-8bc8f134bc3ceaeec0df8f29e96e13d319717ab8,Pegasus,-12.523778
dm-test-6f027d030f9ca86446dc893f1d10ced4c9a3561f,Pegasus,-8.991349
dm-test-e43eef75de38d246db9d80216ca9f5487215a78b,Pegasus,-10.472231
dm-test-81bd721b16cad47dfd8d24baca5b30b006291db2,Pegasus,-10.077531
cnn-test-a02e362c5b8f049848ce718b37b96117485461cf,Pegasus,-9.573716
dm-test-dea0ed2e587495e516ac85056e21a2076a9a993c,Pegasus,-15.135786
dm-test-5be0a9584b051175d9f4842a143b76385335d96a,Pegasus,-12.23262
dm-test-d89de9c2a76f2665560becfe5d761a4fc62b9926,Pegasus,-9.167554
dm-test-8b59fa7715418c4bcc0d50e3caeb239129de453e,Pegasus,-7.0567985
dm-test-1747dcd6a007ee97954b6b10cde549bf82f6a4eb,Pegasus,-6.321542
cnn-test-e49792c337d3f4c13e22f710efa44cf6a4e59aba,Pegasus,-11.729467
dm-test-d296270ab4a4cf20f2d9c1aae7514687806f2b35,Pegasus,-12.004656
cnn-test-b8b6e729fff27c4eef87887e61d3448de9c063f6,Pegasus,-9.822813
dm-test-9beaaf73e4517d5bf1bc284f386485d571da96cf,Pegasus,-7.7992125
dm-test-4a593dc4c7e0b4d09bfdc66bb315c47b54eb15df,Pegasus,-12.097938
dm-test-18243373494a1722ddcd162ec67b63dd749633ab,Pegasus,-12.605769
dm-test-998cb27197db1fd299aff3322ac041ba4bf1148f,Pegasus,-12.83502
dm-test-2feca9acf532e33f1ab7442c442c8e19787d8d7b,Pegasus,-9.832612
dm-test-8b51a10370a1219137e231192e65b9cd52238ea6,Pegasus,-9.536069
dm-test-31114653cd606fd3f4b1035f98dedd71f8282cd2,Pegasus,-10.684469
dm-test-0cdd7cdb5d99c36f25f1f4fa0e962d558f7ff07b,Pegasus,-13.439304
dm-test-f5fead94ee884800e84a212cc0edc78b11c4ba9f,Pegasus,-12.614674
dm-test-36352fd1c61fd0c593ee7b84cbe213aa9b444439,Pegasus,-12.011631
dm-test-a3b6201aca77b5bdaa5df02d6acee2be66233237,Pegasus,-10.793083
cnn-test-c05bda9b387ec8ae43803170b6f59b4b82505db9,Pegasus,-12.581979
dm-test-6c1341bedf92a304318545fbf1aad88651de7909,Pegasus,-13.199611
dm-test-1749a22e2b6facaa057213cb9b33261b319bbd2b,Pegasus,-11.642098
dm-test-b255397ee863bd8faf9def57c0f76769153d905e,Pegasus,-12.350466
dm-test-e06ff0eb7c4fa4416fda84a9a239b15480c5a9d9,Pegasus,-12.933751
dm-test-d680ebcdcd59fd5ee9b602a06bcd5230c212835b,Pegasus,-13.564605
dm-test-155754e1f2bc83f6836af78703edd4d00f19f381,Pegasus,-11.467934
dm-test-23e8c1d71474d239aa9ae37b9a05031b0054b8ce,Pegasus,-13.025905
cnn-test-4761dc6d8bdf56b9ada97104113dd1bcf4aed3f1,Pegasus,-11.508541
dm-test-8847383b72167c3f3dd2161b5b091b580c8f4da7,Pegasus,-14.154802
dm-test-801763443e6c73e3857039f2223798b2b58bef19,Pegasus,-11.981024
dm-test-c16c9fa34ccae7e2b9e29c3988ccb74974c4b3c0,Pegasus,-12.137283
dm-test-096e418a953af86df0d1560bec95bc7bfee2e34b,Pegasus,-13.024266
dm-test-02c955067d00f38b6978b805d5a8701a787f78ac,Pegasus,-13.039226
dm-test-2cfc33d01364162579f46b2764914a03a29453ce,Pegasus,-13.605054
dm-test-808a439a5d83fc47baaea934c8779a7ebc62470d,Pegasus,-11.826921
dm-test-9b5a04b9879fe716a2dcd66dd331f99534603c16,Pegasus,-12.9851265
dm-test-d3c9ce137ba24a69253508b3416630465c050ae4,Pegasus,-12.396779
dm-test-26e4e19d945cedcb489f28808c730658139c9415,Pegasus,-12.141824
dm-test-4f3b35b540ba05f0f82d71a694ec23dde4dc3e01,Pegasus,-13.153958
dm-test-2abe0f81f5b22c8a406165717e3bd7fce6fe47c6,Pegasus,-12.610689
cnn-test-5139ccfabee55ddb83e7937f5802c0a67aee8975,Pegasus,-8.6973915
dm-test-051db270afc32571a08c15124330efe89d80fea8,Pegasus,-12.561308
dm-test-b1f6faac3f406edca1e0cad8cce1319c83e62605,Pegasus,-13.462164
dm-test-c6667409fcdea2c89ba9f0d3a72c50e3967b4b1b,Pegasus,-13.450663
cnn-test-bcdb32ae644040a721da880fff9c1d502048cd8b,Pegasus,-12.338394
dm-test-46609841ffd23e9c22d1507edf7b176ecc4d834f,Pegasus,-11.808501
dm-test-2a48112ddee712f2364f128076cb2db555a043b1,Pegasus,-12.0724325
dm-test-fadabe346fe95d33eee71299e6596754768f5246,Pegasus,-9.3693495
dm-test-f468efac7b3c54f8c42c2c81dff108c52ebe0d7d,Pegasus,-9.737215
cnn-test-88c2481234e763c9bbc68d0ab1be1d2375c1349a,Pegasus,-11.170119
dm-test-6372eff07fd3d6f578f90d6115e01747edccc095,Pegasus,-11.368903
dm-test-e7d8b6617691ea00d4ddc5fe2b7cbd105ba9a57e,Pegasus,-12.197093
cnn-test-404f859482d47c127868964a9a39d1a7645dd2e9,Pegasus,-14.317813
dm-test-d83b82a9cd504218e604616be3f3c3928e3428b8,Pegasus,-12.529522
dm-test-0cd10ad50ceef529d96a255ed12ac9cd001ba9db,Pegasus,-12.807823
dm-test-632cfdb03aacd90a34a470f6a70b47eee62ec5f0,Pegasus,-10.379514
dm-test-c50d33e9749e7bb484d9b69c4f5fca35a3a50cb5,Pegasus,-12.913074
dm-test-2377095dda83df778e34304b7a09813808105d3b,Pegasus,-13.071574
dm-test-e880fda4c25289f8325574246f0f8ed4ff5eb26b,Pegasus,-11.763211
dm-test-8764fb95bfad8ee849274873a92fb8d6b400eee2,BART,-11.74715
dm-test-f26d8400ae49b90d109c165d0f44b8f6ca253c08,BART,-12.263916
dm-test-207df192edc1836250b69d1bc5b9e6a38206eb78,BART,-13.074293
dm-test-0f0789390d67698283cc87b2e046b5c5cd77edb7,BART,-11.627442
cnn-test-fbbafa743a8c2ecd2cedf65c6c61956b2db8ec5c,BART,-12.211873
dm-test-f37fd6e9b6cc18a7132568e307ef3b130931e809,BART,-11.531771
dm-test-14c813567696f4e63a39993c09d4edb454036179,BART,-12.03829
dm-test-e470f0a87d7513bf880412524332047020422c3f,BART,-11.727982
dm-test-2c37d44d03ce2e91310339d884d33ee5aabf9abc,BART,-12.548981
dm-test-e428e25bbf8e06643154ce31b7c6fab64c81e857,BART,-11.403675
dm-test-0783c68a744df6afa009d16e72709f2b4d90dea1,BART,-12.61374
dm-test-eeef09d26cf30c2124c0399b08eedc6321fe5d20,BART,-13.130389
cnn-test-b1c3fc03a2b74cf4c79844c1fe2fdce70a8a436e,BART,-12.935452
dm-test-9afda3cde191a883d8c166ceb5765eb53205d8f4,BART,-13.120937
