doc,summarizer,Qgruen,Qgrammaticality,Qredundancy,Qfocus,Qlm,Qcola
cnn-test-d75b043ebefc3098aea84d92bb8bec0f509b1563,BanditSum,0.8467072843489521,0.8467072843489521,0.0,0.0,4.602862370844227,2.6735428174336753
cnn-test-e2bccd4dec93c9bb7b327827dae004c2d494ec31,BanditSum,0.7580716801045109,0.7580716801045109,0.0,0.0,5.5952426363428485,2.0036185582478843
dm-test-54b857a66cbd8473d6732e5da52d48612e636a37,BanditSum,0.5534626977433654,0.7534626977433655,-0.2,0.0,3.8121726243792273,1.879040519396464
dm-test-2c6695b438980783754f7db28129ec2fbb3e6e21,BanditSum,0.721098686907464,0.821098686907464,0.0,-0.1,4.8521536915156736,2.4804066022237143
dm-test-2cf8c2d1d2ceb1980249f77e703f9039e63799d0,BanditSum,0.6792895857193143,0.7792895857193143,0.0,-0.1,4.6549769014969735,2.1367762684822083
dm-test-b5bc2ae78441e4ac08fb01823d5fc0f1627c3166,BanditSum,0.7385994639627076,0.7385994639627076,0.0,0.0,6.466578621735863,1.8693681160608928
dm-test-130ff8f2dfb6ab67861d5924b0ff5acd63c7d8ce,BanditSum,0.7317115696275254,0.7317115696275254,0.0,0.0,6.4279435946406664,1.8134959141413372
dm-test-4001b252a072ac149c70840b22299cc6cfab3bae,BanditSum,0.5066081295346527,0.5066081295346527,0.0,0.0,9.20852556893237,0.042855958143870033
dm-test-cf4ba8f94f2dd5604eb8f8a4e655c10cf0996365,BanditSum,0.5295977384992429,0.5295977384992429,0.0,0.0,44.13750608311689,0.2367819077335298
dm-test-8e6c8aec6808f66ed0342e128a4e146f3ecd627d,BanditSum,0.5751640579683236,0.5751640579683236,0.0,0.0,3.125007448592518,0.3917018572489421
dm-test-b5925c1a02fa9a8f6b1d5ad764c19a732deac0df,BanditSum,0.6707694725897009,0.6707694725897009,0.0,0.0,4.537457674753885,1.262712190548579
dm-test-3785743303ddb8b594be7c449a37458b99e83812,BanditSum,0.23353637748065767,0.4335363774806577,-0.1,-0.1,7.2450249385939545,-0.5584244504570961
dm-test-6721edf88c95f480a4db2c63649dbb03736aeadf,BanditSum,0.5891109727100231,0.5891109727100231,0.0,0.0,8.875847847302445,0.701067328453064
dm-test-7cba80e83b222801fed8d6f96e8c0aa381c54b28,BanditSum,0.6096890507010799,0.6096890507010799,0.0,0.0,6.494531138972551,0.8386320273081461
dm-test-97bbda7ec22a736cd174b51513c72a6372d13d35,BanditSum,0.7130998547711522,0.7130998547711522,0.0,0.0,2.7141677185905024,1.447388509909312
dm-test-3ba3bde4a1440134bb38ec22ba50db59986b544c,BanditSum,0.6740812063217163,0.6740812063217163,0.0,0.0,259.22323391718663,1.3926496505737305
dm-test-4e0de0ec6d5b9df174f54d03158de8f30aac861f,BanditSum,0.6727790330935893,0.6727790330935893,0.0,0.0,4.513294386635432,1.2775313258171082
dm-test-8bc8f134bc3ceaeec0df8f29e96e13d319717ab8,BanditSum,0.41747360481632545,0.6174736048163254,-0.1,-0.1,6.2129265552803785,0.8950298627217611
dm-test-6f027d030f9ca86446dc893f1d10ced4c9a3561f,BanditSum,0.5488454230199643,0.6488454230199643,0.0,-0.1,5.7618765704860095,1.1346812670429547
dm-test-e43eef75de38d246db9d80216ca9f5487215a78b,BanditSum,0.511763342221578,0.711763342221578,-0.1,-0.1,74.83679897129478,1.6941067377726238
dm-test-81bd721b16cad47dfd8d24baca5b30b006291db2,BanditSum,0.4631671555749579,0.4631671555749579,0.0,0.0,4.222220788704878,-0.4157661745945613
cnn-test-a02e362c5b8f049848ce718b37b96117485461cf,BanditSum,0.7904689228687519,0.7904689228687519,0.0,0.0,12.361428419595947,2.3216824332873025
dm-test-dea0ed2e587495e516ac85056e21a2076a9a993c,BanditSum,0.677200394953584,0.677200394953584,0.0,0.0,4.644109648797637,1.3195313016573589
dm-test-5be0a9584b051175d9f4842a143b76385335d96a,BanditSum,0.5239074633499144,0.5239074633499144,0.0,0.0,4.885770432745009,0.10434997081756592
dm-test-d89de9c2a76f2665560becfe5d761a4fc62b9926,BanditSum,0.6109778197286971,0.6109778197286971,0.0,0.0,5.491213923526911,0.823613241314888
dm-test-8b59fa7715418c4bcc0d50e3caeb239129de453e,BanditSum,0.662045616961499,0.662045616961499,0.0,0.0,4.487944997107802,1.1903284986813862
dm-test-1747dcd6a007ee97954b6b10cde549bf82f6a4eb,BanditSum,0.8108543806302339,0.8108543806302339,0.0,0.0,3.8243394664984245,2.3390756050745645
cnn-test-e49792c337d3f4c13e22f710efa44cf6a4e59aba,BanditSum,0.843892195355106,0.843892195355106,0.0,0.0,30.598873660052153,2.7511373360951743
dm-test-d296270ab4a4cf20f2d9c1aae7514687806f2b35,BanditSum,0.8316554771141036,0.8316554771141036,0.0,0.0,2.825145218516566,2.4097278118133545
cnn-test-b8b6e729fff27c4eef87887e61d3448de9c063f6,BanditSum,0.380631614724795,0.48063161472479504,-0.1,0.0,137.81852997242842,-0.1549470822016398
dm-test-9beaaf73e4517d5bf1bc284f386485d571da96cf,BanditSum,0.6803364987018934,0.6803364987018934,0.0,0.0,4.741833392823132,1.3492969175179799
dm-test-4a593dc4c7e0b4d09bfdc66bb315c47b54eb15df,BanditSum,0.0,0.48896082702965943,-0.4,-0.1,6.655232079459329,-0.12419191996256511
dm-test-18243373494a1722ddcd162ec67b63dd749633ab,BanditSum,0.5503690483340805,0.5503690483340805,0.0,0.0,4.108032623040125,0.27473348565399647
dm-test-998cb27197db1fd299aff3322ac041ba4bf1148f,BanditSum,0.3368126734463037,0.3368126734463037,0.0,0.0,7.097457729971452,-1.3342597881952922
dm-test-2feca9acf532e33f1ab7442c442c8e19787d8d7b,BanditSum,0.6061037011682253,0.6061037011682253,0.0,0.0,4.416563822752624,0.7389403233925501
dm-test-8b51a10370a1219137e231192e65b9cd52238ea6,BanditSum,0.4699196682709119,0.4699196682709119,0.0,0.0,4.575215473679936,-0.34215166171391803
dm-test-31114653cd606fd3f4b1035f98dedd71f8282cd2,BanditSum,0.1551042716673232,0.5551042716673232,-0.4,0.0,5.11464023132448,0.3633219872911771
dm-test-0cdd7cdb5d99c36f25f1f4fa0e962d558f7ff07b,BanditSum,0.6409526944677119,0.6409526944677119,0.0,0.0,3.1233839050684833,0.9178407241900762
dm-test-f5fead94ee884800e84a212cc0edc78b11c4ba9f,BanditSum,0.43115757028533086,0.5311575702853308,-0.1,0.0,5.613119341138162,0.18884808818499246
dm-test-36352fd1c61fd0c593ee7b84cbe213aa9b444439,BanditSum,0.44784433030094584,0.7478443303009459,-0.30000000000000004,0.0,7.460055045242292,1.9587624669075012
dm-test-a3b6201aca77b5bdaa5df02d6acee2be66233237,BanditSum,0.7474213835378682,0.7474213835378682,0.0,0.0,3.1060075280474755,1.7677596807479858
cnn-test-c05bda9b387ec8ae43803170b6f59b4b82505db9,BanditSum,0.7334852341015634,0.7334852341015634,0.0,0.0,12.67252102971022,1.8661109606424968
dm-test-6c1341bedf92a304318545fbf1aad88651de7909,BanditSum,0.5705193858181519,0.5705193858181519,0.0,0.0,8.883131228320167,0.5523776014645895
dm-test-1749a22e2b6facaa057213cb9b33261b319bbd2b,BanditSum,0.38203742898281623,0.38203742898281623,0.0,0.0,5.870834437070975,-0.9968091249465942
dm-test-b255397ee863bd8faf9def57c0f76769153d905e,BanditSum,0.5983377085372261,0.5983377085372261,0.0,0.0,4.850677976553976,0.6982535372177759
dm-test-e06ff0eb7c4fa4416fda84a9a239b15480c5a9d9,BanditSum,0.0,0.2413710310668003,-0.4,0.0,33.49336727816323,-2.0690318048000336
dm-test-d680ebcdcd59fd5ee9b602a06bcd5230c212835b,BanditSum,0.6746289268577639,0.6746289268577639,0.0,0.0,4.836389173028956,1.3079491121073563
dm-test-155754e1f2bc83f6836af78703edd4d00f19f381,BanditSum,0.22407845596063736,0.6240784559606374,-0.4,0.0,4.719121498787328,0.8981659412384033
dm-test-23e8c1d71474d239aa9ae37b9a05031b0054b8ce,BanditSum,0.5174949411604219,0.5174949411604219,0.0,0.0,4.809925776097558,0.049690683682759605
cnn-test-4761dc6d8bdf56b9ada97104113dd1bcf4aed3f1,BanditSum,0.7247492923471621,0.7247492923471621,0.0,0.0,13.514890472410038,1.7968321442604065
dm-test-8847383b72167c3f3dd2161b5b091b580c8f4da7,BanditSum,0.6937297132609206,0.6937297132609206,0.0,0.0,3.3515213326362656,1.362671951452891
dm-test-801763443e6c73e3857039f2223798b2b58bef19,BanditSum,0.6687169439463959,0.6687169439463959,0.0,0.0,4.004641017511738,1.214713950951894
dm-test-c16c9fa34ccae7e2b9e29c3988ccb74974c4b3c0,BanditSum,0.6558445741732916,0.6558445741732916,0.0,0.0,82.15408464809374,1.2467565933863323
dm-test-096e418a953af86df0d1560bec95bc7bfee2e34b,BanditSum,0.48923117988155684,0.5892311798815568,-0.1,0.0,4.384291767539939,0.6021725932757059
dm-test-02c955067d00f38b6978b805d5a8701a787f78ac,BanditSum,0.8398479512733985,0.8398479512733985,0.0,0.0,4.9855536467767125,2.636103550593058
dm-test-2cfc33d01364162579f46b2764914a03a29453ce,BanditSum,0.6537463546700143,0.6537463546700143,0.0,0.0,4.672187547720533,1.1332661857207615
dm-test-808a439a5d83fc47baaea934c8779a7ebc62470d,BanditSum,0.38829023636193394,0.4882902363619339,-0.1,0.0,6.439467541789654,-0.13364380598068237
dm-test-9b5a04b9879fe716a2dcd66dd331f99534603c16,BanditSum,0.690945904278128,0.690945904278128,0.0,0.0,4.3671201249819935,1.4149274230003357
dm-test-d3c9ce137ba24a69253508b3416630465c050ae4,BanditSum,0.6547514401959167,0.6547514401959167,0.0,0.0,5.765995481608235,1.182044784228007
dm-test-26e4e19d945cedcb489f28808c730658139c9415,BanditSum,0.4751409676531152,0.4751409676531152,0.0,0.0,4.588234041086513,-0.2997226615746816
dm-test-4f3b35b540ba05f0f82d71a694ec23dde4dc3e01,BanditSum,0.8383433485306624,0.8383433485306624,0.0,0.0,3.474528903323081,2.530745585759481
dm-test-2abe0f81f5b22c8a406165717e3bd7fce6fe47c6,BanditSum,0.7648151459815129,0.7648151459815129,0.0,0.0,3.788379097336112,1.968080957730611
cnn-test-5139ccfabee55ddb83e7937f5802c0a67aee8975,BanditSum,0.6208259624477981,0.6208259624477981,0.0,0.0,5.11536913070971,0.8891237576802572
dm-test-051db270afc32571a08c15124330efe89d80fea8,BanditSum,0.6265659293440151,0.8265659293440151,-0.1,-0.1,3.4374113494087264,2.433229366938273
dm-test-b1f6faac3f406edca1e0cad8cce1319c83e62605,BanditSum,0.3550593771412267,0.45505937714122674,-0.1,0.0,7.697240280267015,-0.38083410263061523
dm-test-c6667409fcdea2c89ba9f0d3a72c50e3967b4b1b,BanditSum,0.5807522694994938,0.5807522694994938,0.0,0.0,7.499458506081145,0.6224940419197083
cnn-test-bcdb32ae644040a721da880fff9c1d502048cd8b,BanditSum,0.6188236938820236,0.6188236938820236,0.0,0.0,5.173381294395662,0.875320831934611
dm-test-46609841ffd23e9c22d1507edf7b176ecc4d834f,BanditSum,0.723596163424924,0.723596163424924,0.0,0.0,6.28323274577932,1.7455564141273499
dm-test-2a48112ddee712f2364f128076cb2db555a043b1,BanditSum,0.6850588352054742,0.6850588352054742,0.0,0.0,22.99859419736532,1.4804605444272358
dm-test-fadabe346fe95d33eee71299e6596754768f5246,BanditSum,0.4284580280864557,0.4284580280864557,0.0,0.0,24.161772017536517,-0.5723414421081543
dm-test-f468efac7b3c54f8c42c2c81dff108c52ebe0d7d,BanditSum,0.22667501375607577,0.42667501375607575,-0.1,-0.1,3.9384622021040525,-0.726164015630881
cnn-test-88c2481234e763c9bbc68d0ab1be1d2375c1349a,BanditSum,0.7414667159318924,0.7414667159318924,0.0,0.0,75.36033558918172,1.9317337274551392
dm-test-6372eff07fd3d6f578f90d6115e01747edccc095,BanditSum,0.604036261949865,0.604036261949865,0.0,0.0,6.728554373771928,0.797703088571628
dm-test-e7d8b6617691ea00d4ddc5fe2b7cbd105ba9a57e,BanditSum,0.53178121249259,0.53178121249259,0.0,0.0,4.165307039153646,0.12965055306752524
cnn-test-404f859482d47c127868964a9a39d1a7645dd2e9,BanditSum,0.5149422603423686,0.5149422603423686,0.0,0.0,7.166403732045467,0.09175149599711101
dm-test-d83b82a9cd504218e604616be3f3c3928e3428b8,BanditSum,0.39967931318695515,0.39967931318695515,0.0,0.0,8.10370350644416,-0.8199556370576223
dm-test-0cd10ad50ceef529d96a255ed12ac9cd001ba9db,BanditSum,0.8290405338942425,0.8290405338942425,0.0,0.0,3.7851437091831848,2.4816404978434243
dm-test-632cfdb03aacd90a34a470f6a70b47eee62ec5f0,BanditSum,0.3633497727139431,0.3633497727139431,0.0,0.0,7.928217295073785,-1.1121867696444194
dm-test-c50d33e9749e7bb484d9b69c4f5fca35a3a50cb5,BanditSum,0.6918418795269587,0.6918418795269587,0.0,0.0,4.041403433802311,1.4021726250648499
dm-test-2377095dda83df778e34304b7a09813808105d3b,BanditSum,0.5825563100870177,0.5825563100870177,0.0,0.0,4.070270926277755,0.5297876993815104
dm-test-e880fda4c25289f8325574246f0f8ed4ff5eb26b,BanditSum,0.7069218493197803,0.7069218493197803,0.0,0.0,2.7671761678231768,1.4046973089377086
dm-test-8764fb95bfad8ee849274873a92fb8d6b400eee2,LEAD-3,0.4882294394155976,0.4882294394155976,0.0,0.0,18.627782455989628,-0.09425464769204457
dm-test-f26d8400ae49b90d109c165d0f44b8f6ca253c08,LEAD-3,0.7278465613484965,0.7278465613484965,0.0,0.0,2.7477457245316192,1.569647749265035
dm-test-207df192edc1836250b69d1bc5b9e6a38206eb78,LEAD-3,0.6920912976100628,0.6920912976100628,0.0,0.0,4.956328321951664,1.4528332750002544
dm-test-0f0789390d67698283cc87b2e046b5c5cd77edb7,LEAD-3,0.8251840527728865,0.8251840527728865,0.0,0.0,3.6906963002911723,2.443502108256022
cnn-test-fbbafa743a8c2ecd2cedf65c6c61956b2db8ec5c,LEAD-3,0.7162049093446898,0.7162049093446898,0.0,0.0,8.031177473813374,1.7116069396336873
dm-test-f37fd6e9b6cc18a7132568e307ef3b130931e809,LEAD-3,0.7746102962389186,0.7746102962389186,0.0,0.0,8.15674868056586,2.1799473961194358
dm-test-14c813567696f4e63a39993c09d4edb454036179,LEAD-3,0.569307653060165,0.569307653060165,0.0,0.0,3.962487301732127,0.4165635903676351
dm-test-e470f0a87d7513bf880412524332047020422c3f,LEAD-3,0.5990223823273538,0.5990223823273538,0.0,0.0,3.047733441642595,0.5743112365404764
dm-test-2c37d44d03ce2e91310339d884d33ee5aabf9abc,LEAD-3,0.8495143294007199,0.8495143294007199,0.0,0.0,4.127282103898565,2.669123888015747
dm-test-e428e25bbf8e06643154ce31b7c6fab64c81e857,LEAD-3,0.6975425468190137,0.6975425468190137,0.0,0.0,4.904754096116472,1.4942516684532166
dm-test-0783c68a744df6afa009d16e72709f2b4d90dea1,LEAD-3,0.7310127404523146,0.7310127404523146,0.0,0.0,4.064706577320558,1.7170751094818115
dm-test-eeef09d26cf30c2124c0399b08eedc6321fe5d20,LEAD-3,0.631090455215894,0.631090455215894,0.0,0.0,8.017701469517982,1.0305693944295247
cnn-test-b1c3fc03a2b74cf4c79844c1fe2fdce70a8a436e,LEAD-3,0.6436185730627298,0.6436185730627298,0.0,0.0,2.7115339422955866,0.8911990523338318
dm-test-9afda3cde191a883d8c166ceb5765eb53205d8f4,LEAD-3,0.4909067324238401,0.4909067324238401,0.0,0.0,2.242975311280834,-0.3985409041245778
dm-test-4fb64a2298e18626db776fccf834be87388827e0,LEAD-3,0.6843596480407266,0.6843596480407266,0.0,0.0,7.30940930459504,1.449008047580719
dm-test-03e271b4305517e02c9ead82d57327d32b99102e,LEAD-3,0.654766637003563,0.654766637003563,0.0,0.0,3.1238538238560456,1.0284015486637752
dm-test-bd4684a0f5af5dd6ac88d2fb50f902bd7f10217b,LEAD-3,0.4068112169488221,0.4068112169488221,0.0,0.0,7.495472030135622,-0.7690813144048055
dm-test-9d0fcbd873927674d12aafce4ae7754fd591d4e2,LEAD-3,0.7607150875962561,0.7607150875962561,0.0,0.0,3.9436103495249224,1.9465153614679973
dm-test-9b1af0f993d78353ebd56a1b180e882e751527b3,LEAD-3,0.7134621189190637,0.7134621189190637,0.0,0.0,5.609108634062227,1.6471632073322933
cnn-test-d75b043ebefc3098aea84d92bb8bec0f509b1563,LEAD-3,0.8418869065142702,0.8418869065142702,0.0,0.0,2.798936782044695,2.4883671601613364
cnn-test-e2bccd4dec93c9bb7b327827dae004c2d494ec31,LEAD-3,0.7165965958540139,0.7165965958540139,0.0,0.0,2.7719495503958456,1.4826928575833638
dm-test-54b857a66cbd8473d6732e5da52d48612e636a37,LEAD-3,0.7614190442027183,0.7614190442027183,0.0,0.0,4.524782196388883,1.987251083056132
dm-test-2c6695b438980783754f7db28129ec2fbb3e6e21,LEAD-3,0.6119192594145585,0.8119192594145584,-0.1,-0.1,2.4802465812297956,2.2060055335362754
dm-test-2cf8c2d1d2ceb1980249f77e703f9039e63799d0,LEAD-3,0.704673158795327,0.704673158795327,0.0,0.0,40.83668218680478,1.6373852690060933
dm-test-b5bc2ae78441e4ac08fb01823d5fc0f1627c3166,LEAD-3,0.6651165833258599,0.6651165833258599,0.0,0.0,2.987940924989118,1.096453070640564
dm-test-130ff8f2dfb6ab67861d5924b0ff5acd63c7d8ce,LEAD-3,0.6435707685734908,0.6435707685734908,0.0,0.0,3.4671712778371226,0.9719162782033285
dm-test-4001b252a072ac149c70840b22299cc6cfab3bae,LEAD-3,0.6412049020043457,0.6412049020043457,0.0,0.0,2.9307252466558977,0.8986450036366781
dm-test-cf4ba8f94f2dd5604eb8f8a4e655c10cf0996365,LEAD-3,0.583556089598021,0.583556089598021,0.0,0.0,43.37060261909478,0.6684487164020538
dm-test-8e6c8aec6808f66ed0342e128a4e146f3ecd627d,LEAD-3,0.6609936613745614,0.6609936613745614,0.0,0.0,3.0653740752495406,1.071994682153066
dm-test-b5925c1a02fa9a8f6b1d5ad764c19a732deac0df,LEAD-3,0.8282071030743259,0.8282071030743259,0.0,0.0,3.528992378357946,2.4543837706247964
dm-test-3785743303ddb8b594be7c449a37458b99e83812,LEAD-3,0.33634926070109183,0.33634926070109183,0.0,0.0,4.908217382956416,-1.3951456745465596
dm-test-6721edf88c95f480a4db2c63649dbb03736aeadf,LEAD-3,0.5036162757628748,0.5036162757628748,0.0,0.0,8.475021125084297,0.014486702779928843
dm-test-7cba80e83b222801fed8d6f96e8c0aa381c54b28,LEAD-3,0.6230953842734854,0.6230953842734854,0.0,0.0,3.930059528420788,0.8446113591392835
dm-test-97bbda7ec22a736cd174b51513c72a6372d13d35,LEAD-3,0.6933741062920696,0.6933741062920696,0.0,0.0,2.5658891412728093,1.269773046175639
dm-test-3ba3bde4a1440134bb38ec22ba50db59986b544c,LEAD-3,0.5682434075920346,0.5682434075920346,0.0,0.0,4.619145828772134,0.44664360707004863
dm-test-4e0de0ec6d5b9df174f54d03158de8f30aac861f,LEAD-3,0.5702322240301554,0.5702322240301554,0.0,0.0,4.0961669941577314,0.43287593126296997
dm-test-8bc8f134bc3ceaeec0df8f29e96e13d319717ab8,LEAD-3,0.7036577726515127,0.7036577726515127,0.0,0.0,3.8102580127287866,1.4804587364196777
dm-test-6f027d030f9ca86446dc893f1d10ced4c9a3561f,LEAD-3,0.5928271254234712,0.5928271254234712,0.0,0.0,4.328566825130803,0.6277848109602928
dm-test-e43eef75de38d246db9d80216ca9f5487215a78b,LEAD-3,0.5781113520747698,0.5781113520747698,0.0,0.0,4.527874288739482,0.5209503670533498
dm-test-81bd721b16cad47dfd8d24baca5b30b006291db2,LEAD-3,0.5860674890659479,0.5860674890659479,0.0,0.0,5.195449825645638,0.6140971630811691
cnn-test-a02e362c5b8f049848ce718b37b96117485461cf,LEAD-3,0.6720327762506811,0.6720327762506811,0.0,0.0,10.104482529996881,1.3698672254880269
dm-test-dea0ed2e587495e516ac85056e21a2076a9a993c,LEAD-3,0.677200394953584,0.677200394953584,0.0,0.0,4.644109648797637,1.3195313016573589
dm-test-5be0a9584b051175d9f4842a143b76385335d96a,LEAD-3,0.5114288440043729,0.5114288440043729,0.0,0.0,2.9257169452441154,-0.14014262954394022
dm-test-d89de9c2a76f2665560becfe5d761a4fc62b9926,LEAD-3,0.4307449018950447,0.4307449018950447,0.0,0.0,11.167281303393295,-0.5577996407325069
dm-test-8b59fa7715418c4bcc0d50e3caeb239129de453e,LEAD-3,0.6005349008397547,0.6005349008397547,0.0,0.0,4.295658638814149,0.6875419244170189
dm-test-1747dcd6a007ee97954b6b10cde549bf82f6a4eb,LEAD-3,0.7330697406763486,0.7330697406763486,0.0,0.0,2.9693469455470516,1.637981613477071
cnn-test-e49792c337d3f4c13e22f710efa44cf6a4e59aba,LEAD-3,0.644494765266526,0.8444947652665261,-0.2,0.0,22.862663420619555,2.7559472719828286
dm-test-d296270ab4a4cf20f2d9c1aae7514687806f2b35,LEAD-3,0.8316554771141036,0.8316554771141036,0.0,0.0,2.825145218516566,2.4097278118133545
cnn-test-b8b6e729fff27c4eef87887e61d3448de9c063f6,LEAD-3,0.7041953454415003,0.7041953454415003,0.0,0.0,122.2429713730063,1.6335627635320027
dm-test-9beaaf73e4517d5bf1bc284f386485d571da96cf,LEAD-3,0.6803364987018934,0.6803364987018934,0.0,0.0,4.741833392823132,1.3492969175179799
dm-test-4a593dc4c7e0b4d09bfdc66bb315c47b54eb15df,LEAD-3,0.4351396497714531,0.4351396497714531,0.0,0.0,3.1111321135449903,-0.7299526731173197
dm-test-18243373494a1722ddcd162ec67b63dd749633ab,LEAD-3,0.6137517321718792,0.6137517321718792,0.0,0.0,6.032128149623406,0.8610201825698217
dm-test-998cb27197db1fd299aff3322ac041ba4bf1148f,LEAD-3,0.5382195480943678,0.5382195480943678,0.0,0.0,7.184853332009781,0.2782249450683594
dm-test-2feca9acf532e33f1ab7442c442c8e19787d8d7b,LEAD-3,0.6371966554797742,0.6371966554797742,0.0,0.0,5.69378454192253,1.0395488788684208
dm-test-8b51a10370a1219137e231192e65b9cd52238ea6,LEAD-3,0.6430146198207407,0.6430146198207407,0.0,0.0,42.52380229102023,1.144116957982381
dm-test-31114653cd606fd3f4b1035f98dedd71f8282cd2,LEAD-3,0.5073726928076596,0.5073726928076596,0.0,0.0,3.911319575501787,-0.0824895625313123
dm-test-0cdd7cdb5d99c36f25f1f4fa0e962d558f7ff07b,LEAD-3,0.6710159807832108,0.6710159807832108,0.0,0.0,3.1148554997649924,1.157450556755066
dm-test-f5fead94ee884800e84a212cc0edc78b11c4ba9f,LEAD-3,0.5423711332225178,0.5423711332225178,0.0,0.0,5.095393694389911,0.26070735851923627
dm-test-36352fd1c61fd0c593ee7b84cbe213aa9b444439,LEAD-3,0.8571371890439173,0.8571371890439173,0.0,0.0,4.3640396167317395,2.7442840735117593
dm-test-a3b6201aca77b5bdaa5df02d6acee2be66233237,LEAD-3,0.7474213835378682,0.7474213835378682,0.0,0.0,3.1060075280474755,1.7677596807479858
cnn-test-c05bda9b387ec8ae43803170b6f59b4b82505db9,LEAD-3,0.6619500602614173,0.6619500602614173,0.0,0.0,3.026512725101925,1.075408697128296
dm-test-6c1341bedf92a304318545fbf1aad88651de7909,LEAD-3,0.564169180634813,0.564169180634813,0.0,0.0,3.1471278762098716,0.3060484031836192
dm-test-1749a22e2b6facaa057213cb9b33261b319bbd2b,LEAD-3,0.5100040529384873,0.5100040529384873,0.0,0.0,4.084909494563718,-0.049677491188049316
dm-test-b255397ee863bd8faf9def57c0f76769153d905e,LEAD-3,0.5983377085372261,0.5983377085372261,0.0,0.0,4.850677976553976,0.6982535372177759
dm-test-e06ff0eb7c4fa4416fda84a9a239b15480c5a9d9,LEAD-3,0.5659334135391075,0.5659334135391075,0.0,0.0,6.3838354772357615,0.4863743185997009
dm-test-d680ebcdcd59fd5ee9b602a06bcd5230c212835b,LEAD-3,0.6746289268577639,0.6746289268577639,0.0,0.0,4.836389173028956,1.3079491121073563
dm-test-155754e1f2bc83f6836af78703edd4d00f19f381,LEAD-3,0.6430141389076816,0.6430141389076816,0.0,0.0,3.840330052722427,0.9975303411483765
dm-test-23e8c1d71474d239aa9ae37b9a05031b0054b8ce,LEAD-3,0.5174949411604219,0.5174949411604219,0.0,0.0,4.809925776097558,0.049690683682759605
cnn-test-4761dc6d8bdf56b9ada97104113dd1bcf4aed3f1,LEAD-3,0.7758074484804285,0.7758074484804285,0.0,0.0,3.1042517221323127,1.994662344455719
