doc,summarizer,score
dm-test-6f027d030f9ca86446dc893f1d10ced4c9a3561f,LEAD-3,-0.38956680327868853
dm-test-e43eef75de38d246db9d80216ca9f5487215a78b,LEAD-3,-0.21337710843373495
dm-test-81bd721b16cad47dfd8d24baca5b30b006291db2,LEAD-3,-0.29630032467532463
cnn-test-a02e362c5b8f049848ce718b37b96117485461cf,LEAD-3,-0.49449338235294116
dm-test-dea0ed2e587495e516ac85056e21a2076a9a993c,LEAD-3,-0.62569375
dm-test-5be0a9584b051175d9f4842a143b76385335d96a,LEAD-3,-0.5333115384615384
dm-test-d89de9c2a76f2665560becfe5d761a4fc62b9926,LEAD-3,-0.3082140909090909
dm-test-8b59fa7715418c4bcc0d50e3caeb239129de453e,LEAD-3,-0.37655714285714287
dm-test-1747dcd6a007ee97954b6b10cde549bf82f6a4eb,LEAD-3,-0.33592816091954025
cnn-test-e49792c337d3f4c13e22f710efa44cf6a4e59aba,LEAD-3,-0.20089480198019802
dm-test-d296270ab4a4cf20f2d9c1aae7514687806f2b35,LEAD-3,-0.26965545977011496
cnn-test-b8b6e729fff27c4eef87887e61d3448de9c063f6,LEAD-3,-0.24733636363636363
dm-test-9beaaf73e4517d5bf1bc284f386485d571da96cf,LEAD-3,-0.316765
dm-test-4a593dc4c7e0b4d09bfdc66bb315c47b54eb15df,LEAD-3,-0.43859333333333334
dm-test-18243373494a1722ddcd162ec67b63dd749633ab,LEAD-3,-0.30738414634146344
dm-test-998cb27197db1fd299aff3322ac041ba4bf1148f,LEAD-3,-0.3965721590909091
dm-test-2feca9acf532e33f1ab7442c442c8e19787d8d7b,LEAD-3,-0.3569757462686567
dm-test-8b51a10370a1219137e231192e65b9cd52238ea6,LEAD-3,-0.45206796875
dm-test-31114653cd606fd3f4b1035f98dedd71f8282cd2,LEAD-3,-0.5080803571428572
dm-test-0cdd7cdb5d99c36f25f1f4fa0e962d558f7ff07b,LEAD-3,-0.44021120689655174
dm-test-f5fead94ee884800e84a212cc0edc78b11c4ba9f,LEAD-3,-0.7231137096774194
dm-test-36352fd1c61fd0c593ee7b84cbe213aa9b444439,LEAD-3,-0.2913820422535211
dm-test-a3b6201aca77b5bdaa5df02d6acee2be66233237,LEAD-3,-0.3413101265822785
cnn-test-c05bda9b387ec8ae43803170b6f59b4b82505db9,LEAD-3,-0.23902370689655172
dm-test-6c1341bedf92a304318545fbf1aad88651de7909,LEAD-3,-0.19399318181818181
dm-test-1749a22e2b6facaa057213cb9b33261b319bbd2b,LEAD-3,-0.2900807228915663
dm-test-b255397ee863bd8faf9def57c0f76769153d905e,LEAD-3,-0.43986170212765957
dm-test-e06ff0eb7c4fa4416fda84a9a239b15480c5a9d9,LEAD-3,-0.18081566666666668
dm-test-d680ebcdcd59fd5ee9b602a06bcd5230c212835b,LEAD-3,-0.3133139285714286
dm-test-155754e1f2bc83f6836af78703edd4d00f19f381,LEAD-3,-0.4205967741935484
dm-test-23e8c1d71474d239aa9ae37b9a05031b0054b8ce,LEAD-3,-0.5033783333333333
cnn-test-4761dc6d8bdf56b9ada97104113dd1bcf4aed3f1,LEAD-3,-0.41402666666666665
dm-test-8847383b72167c3f3dd2161b5b091b580c8f4da7,LEAD-3,-0.3971761363636364
dm-test-801763443e6c73e3857039f2223798b2b58bef19,LEAD-3,-0.25389310344827587
dm-test-c16c9fa34ccae7e2b9e29c3988ccb74974c4b3c0,LEAD-3,-0.374875
dm-test-096e418a953af86df0d1560bec95bc7bfee2e34b,LEAD-3,-0.26921039603960395
dm-test-02c955067d00f38b6978b805d5a8701a787f78ac,LEAD-3,-0.4178839622641509
dm-test-2cfc33d01364162579f46b2764914a03a29453ce,LEAD-3,-0.24611290322580645
dm-test-808a439a5d83fc47baaea934c8779a7ebc62470d,LEAD-3,-0.5267743902439025
dm-test-9b5a04b9879fe716a2dcd66dd331f99534603c16,LEAD-3,-0.20717916666666666
dm-test-d3c9ce137ba24a69253508b3416630465c050ae4,LEAD-3,-0.29742537878787884
dm-test-26e4e19d945cedcb489f28808c730658139c9415,LEAD-3,-0.4258330188679245
dm-test-4f3b35b540ba05f0f82d71a694ec23dde4dc3e01,LEAD-3,-0.2617680412371134
dm-test-2abe0f81f5b22c8a406165717e3bd7fce6fe47c6,LEAD-3,-0.31660285714285713
cnn-test-5139ccfabee55ddb83e7937f5802c0a67aee8975,LEAD-3,-0.21726953125
dm-test-051db270afc32571a08c15124330efe89d80fea8,LEAD-3,-0.3335933734939759
dm-test-b1f6faac3f406edca1e0cad8cce1319c83e62605,LEAD-3,-0.3705357142857143
dm-test-c6667409fcdea2c89ba9f0d3a72c50e3967b4b1b,LEAD-3,-0.43186290322580645
cnn-test-bcdb32ae644040a721da880fff9c1d502048cd8b,LEAD-3,-0.24139999999999998
dm-test-46609841ffd23e9c22d1507edf7b176ecc4d834f,LEAD-3,-0.2918880952380953
dm-test-2a48112ddee712f2364f128076cb2db555a043b1,LEAD-3,-0.2193313186813187
dm-test-fadabe346fe95d33eee71299e6596754768f5246,LEAD-3,-0.24711908602150537
dm-test-f468efac7b3c54f8c42c2c81dff108c52ebe0d7d,LEAD-3,-0.27366666666666667
cnn-test-88c2481234e763c9bbc68d0ab1be1d2375c1349a,LEAD-3,-0.31407974683544304
dm-test-6372eff07fd3d6f578f90d6115e01747edccc095,LEAD-3,-0.24065192307692307
dm-test-e7d8b6617691ea00d4ddc5fe2b7cbd105ba9a57e,LEAD-3,-0.3585399193548387
cnn-test-404f859482d47c127868964a9a39d1a7645dd2e9,LEAD-3,-0.3569777777777778
dm-test-d83b82a9cd504218e604616be3f3c3928e3428b8,LEAD-3,-0.3981587837837838
dm-test-0cd10ad50ceef529d96a255ed12ac9cd001ba9db,LEAD-3,-0.21891483516483518
dm-test-632cfdb03aacd90a34a470f6a70b47eee62ec5f0,LEAD-3,-0.27270656249999997
dm-test-c50d33e9749e7bb484d9b69c4f5fca35a3a50cb5,LEAD-3,-0.25589328358208957
dm-test-2377095dda83df778e34304b7a09813808105d3b,LEAD-3,-0.4676019230769231
dm-test-e880fda4c25289f8325574246f0f8ed4ff5eb26b,LEAD-3,-0.23865412621359225
dm-test-8764fb95bfad8ee849274873a92fb8d6b400eee2,Pegasus,-0.2865371428571429
dm-test-f26d8400ae49b90d109c165d0f44b8f6ca253c08,Pegasus,-0.44083333333333335
dm-test-207df192edc1836250b69d1bc5b9e6a38206eb78,Pegasus,-0.222828515625
dm-test-0f0789390d67698283cc87b2e046b5c5cd77edb7,Pegasus,-0.39494349999999995
cnn-test-fbbafa743a8c2ecd2cedf65c6c61956b2db8ec5c,Pegasus,-0.21626705882352942
dm-test-f37fd6e9b6cc18a7132568e307ef3b130931e809,Pegasus,-0.32433684210526315
dm-test-14c813567696f4e63a39993c09d4edb454036179,Pegasus,-0.16717909270216963
dm-test-e470f0a87d7513bf880412524332047020422c3f,Pegasus,-0.33228
dm-test-2c37d44d03ce2e91310339d884d33ee5aabf9abc,Pegasus,-0.3574953488372093
dm-test-e428e25bbf8e06643154ce31b7c6fab64c81e857,Pegasus,-0.2864055555555555
dm-test-0783c68a744df6afa009d16e72709f2b4d90dea1,Pegasus,-0.374823
dm-test-eeef09d26cf30c2124c0399b08eedc6321fe5d20,Pegasus,-0.4402837837837838
cnn-test-b1c3fc03a2b74cf4c79844c1fe2fdce70a8a436e,Pegasus,-0.3099702380952381
dm-test-9afda3cde191a883d8c166ceb5765eb53205d8f4,Pegasus,-0.5024679487179488
dm-test-4fb64a2298e18626db776fccf834be87388827e0,Pegasus,-0.47371625
dm-test-03e271b4305517e02c9ead82d57327d32b99102e,Pegasus,-0.18779166666666666
dm-test-bd4684a0f5af5dd6ac88d2fb50f902bd7f10217b,Pegasus,-0.4588459459459459
dm-test-9d0fcbd873927674d12aafce4ae7754fd591d4e2,Pegasus,-0.23663986928104574
dm-test-9b1af0f993d78353ebd56a1b180e882e751527b3,Pegasus,-0.20225520833333333
cnn-test-d75b043ebefc3098aea84d92bb8bec0f509b1563,Pegasus,-0.31041575757575757
cnn-test-e2bccd4dec93c9bb7b327827dae004c2d494ec31,Pegasus,-0.35077833333333336
dm-test-54b857a66cbd8473d6732e5da52d48612e636a37,Pegasus,-0.2610201257861635
dm-test-2c6695b438980783754f7db28129ec2fbb3e6e21,Pegasus,-0.23487201086956522
dm-test-2cf8c2d1d2ceb1980249f77e703f9039e63799d0,Pegasus,-1.3825399999999999
dm-test-b5bc2ae78441e4ac08fb01823d5fc0f1627c3166,Pegasus,-0.3819205882352941
dm-test-130ff8f2dfb6ab67861d5924b0ff5acd63c7d8ce,Pegasus,-0.5673720720720721
dm-test-4001b252a072ac149c70840b22299cc6cfab3bae,Pegasus,-0.327359375
dm-test-cf4ba8f94f2dd5604eb8f8a4e655c10cf0996365,Pegasus,-0.251672
dm-test-8e6c8aec6808f66ed0342e128a4e146f3ecd627d,Pegasus,-0.2870388888888889
dm-test-b5925c1a02fa9a8f6b1d5ad764c19a732deac0df,Pegasus,-0.3489103448275862
dm-test-3785743303ddb8b594be7c449a37458b99e83812,Pegasus,-0.3187325581395349
dm-test-6721edf88c95f480a4db2c63649dbb03736aeadf,Pegasus,-0.4007497297297297
dm-test-7cba80e83b222801fed8d6f96e8c0aa381c54b28,Pegasus,-0.44945916666666663
dm-test-97bbda7ec22a736cd174b51513c72a6372d13d35,Pegasus,-0.30157209302325577
dm-test-3ba3bde4a1440134bb38ec22ba50db59986b544c,Pegasus,-0.5415070588235295
dm-test-4e0de0ec6d5b9df174f54d03158de8f30aac861f,Pegasus,-0.35816780487804883
dm-test-8bc8f134bc3ceaeec0df8f29e96e13d319717ab8,Pegasus,-0.5225612903225807
dm-test-6f027d030f9ca86446dc893f1d10ced4c9a3561f,Pegasus,-0.2645247619047619
dm-test-e43eef75de38d246db9d80216ca9f5487215a78b,Pegasus,-0.253631
dm-test-81bd721b16cad47dfd8d24baca5b30b006291db2,Pegasus,-0.22074452054794522
cnn-test-a02e362c5b8f049848ce718b37b96117485461cf,Pegasus,-0.4675294871794872
dm-test-dea0ed2e587495e516ac85056e21a2076a9a993c,Pegasus,-0.3214626436781609
dm-test-5be0a9584b051175d9f4842a143b76385335d96a,Pegasus,-0.414064406779661
dm-test-d89de9c2a76f2665560becfe5d761a4fc62b9926,Pegasus,-0.19073333333333334
dm-test-8b59fa7715418c4bcc0d50e3caeb239129de453e,Pegasus,-0.21288625
dm-test-1747dcd6a007ee97954b6b10cde549bf82f6a4eb,Pegasus,-0.20218181818181818
cnn-test-e49792c337d3f4c13e22f710efa44cf6a4e59aba,Pegasus,-0.3208542553191489
dm-test-d296270ab4a4cf20f2d9c1aae7514687806f2b35,Pegasus,-0.2930644366197183
cnn-test-b8b6e729fff27c4eef87887e61d3448de9c063f6,Pegasus,-0.312
dm-test-9beaaf73e4517d5bf1bc284f386485d571da96cf,Pegasus,-0.185751875
dm-test-4a593dc4c7e0b4d09bfdc66bb315c47b54eb15df,Pegasus,-0.3823903846153846
dm-test-18243373494a1722ddcd162ec67b63dd749633ab,Pegasus,-0.38532277777777774
dm-test-998cb27197db1fd299aff3322ac041ba4bf1148f,Pegasus,-0.3785189189189189
dm-test-2feca9acf532e33f1ab7442c442c8e19787d8d7b,Pegasus,-0.3752256944444444
dm-test-8b51a10370a1219137e231192e65b9cd52238ea6,Pegasus,-0.3088057142857143
dm-test-31114653cd606fd3f4b1035f98dedd71f8282cd2,Pegasus,-0.30551745283018866
dm-test-0cdd7cdb5d99c36f25f1f4fa0e962d558f7ff07b,Pegasus,-0.360811320754717
dm-test-f5fead94ee884800e84a212cc0edc78b11c4ba9f,Pegasus,-0.2995413793103448
dm-test-36352fd1c61fd0c593ee7b84cbe213aa9b444439,Pegasus,-0.3215231111111111
dm-test-a3b6201aca77b5bdaa5df02d6acee2be66233237,Pegasus,-0.2527946428571428
cnn-test-c05bda9b387ec8ae43803170b6f59b4b82505db9,Pegasus,-0.30636071428571426
dm-test-6c1341bedf92a304318545fbf1aad88651de7909,Pegasus,-0.5067136363636364
dm-test-1749a22e2b6facaa057213cb9b33261b319bbd2b,Pegasus,-0.41936290322580644
dm-test-b255397ee863bd8faf9def57c0f76769153d905e,Pegasus,-0.6350555555555556
dm-test-e06ff0eb7c4fa4416fda84a9a239b15480c5a9d9,Pegasus,-0.39103214285714283
dm-test-d680ebcdcd59fd5ee9b602a06bcd5230c212835b,Pegasus,-0.37433181818181815
dm-test-155754e1f2bc83f6836af78703edd4d00f19f381,Pegasus,-0.6485320512820513
dm-test-23e8c1d71474d239aa9ae37b9a05031b0054b8ce,Pegasus,-0.4763193548387097
cnn-test-4761dc6d8bdf56b9ada97104113dd1bcf4aed3f1,Pegasus,-0.5526759615384615
dm-test-8847383b72167c3f3dd2161b5b091b580c8f4da7,Pegasus,-0.29854407894736845
dm-test-801763443e6c73e3857039f2223798b2b58bef19,Pegasus,-0.3144322222222222
dm-test-c16c9fa34ccae7e2b9e29c3988ccb74974c4b3c0,Pegasus,-0.30814895833333333
dm-test-096e418a953af86df0d1560bec95bc7bfee2e34b,Pegasus,-0.6125297619047619
dm-test-02c955067d00f38b6978b805d5a8701a787f78ac,Pegasus,-0.4640219512195122
dm-test-2cfc33d01364162579f46b2764914a03a29453ce,Pegasus,-0.38827736842105265
dm-test-808a439a5d83fc47baaea934c8779a7ebc62470d,Pegasus,-0.40789485714285717
dm-test-9b5a04b9879fe716a2dcd66dd331f99534603c16,Pegasus,-0.39705148936170215
dm-test-d3c9ce137ba24a69253508b3416630465c050ae4,Pegasus,-0.37424100000000005
dm-test-26e4e19d945cedcb489f28808c730658139c9415,Pegasus,-0.46739
dm-test-4f3b35b540ba05f0f82d71a694ec23dde4dc3e01,Pegasus,-0.3347208888888889
dm-test-2abe0f81f5b22c8a406165717e3bd7fce6fe47c6,Pegasus,-0.37618152173913044
cnn-test-5139ccfabee55ddb83e7937f5802c0a67aee8975,Pegasus,-0.19557005649717515
dm-test-051db270afc32571a08c15124330efe89d80fea8,Pegasus,-0.27598455056179777
dm-test-b1f6faac3f406edca1e0cad8cce1319c83e62605,Pegasus,-0.29425268817204303
dm-test-c6667409fcdea2c89ba9f0d3a72c50e3967b4b1b,Pegasus,-0.42360315789473685
cnn-test-bcdb32ae644040a721da880fff9c1d502048cd8b,Pegasus,-0.515755
dm-test-46609841ffd23e9c22d1507edf7b176ecc4d834f,Pegasus,-0.392194358974359
dm-test-2a48112ddee712f2364f128076cb2db555a043b1,Pegasus,-0.3087640625
dm-test-fadabe346fe95d33eee71299e6596754768f5246,Pegasus,-0.24806204081632652
dm-test-f468efac7b3c54f8c42c2c81dff108c52ebe0d7d,Pegasus,-0.255284375
