doc,summarizer,score
dm-test-8b51a10370a1219137e231192e65b9cd52238ea6,BanditSum,-10.343411445617676
dm-test-31114653cd606fd3f4b1035f98dedd71f8282cd2,BanditSum,-12.640146255493164
dm-test-0cdd7cdb5d99c36f25f1f4fa0e962d558f7ff07b,BanditSum,-9.068270683288574
dm-test-f5fead94ee884800e84a212cc0edc78b11c4ba9f,BanditSum,-13.245269775390625
dm-test-36352fd1c61fd0c593ee7b84cbe213aa9b444439,BanditSum,-1.486578345298767
dm-test-a3b6201aca77b5bdaa5df02d6acee2be66233237,BanditSum,-13.51936149597168
cnn-test-c05bda9b387ec8ae43803170b6f59b4b82505db9,BanditSum,-3.1504197120666504
dm-test-6c1341bedf92a304318545fbf1aad88651de7909,BanditSum,-13.877662658691406
dm-test-1749a22e2b6facaa057213cb9b33261b319bbd2b,BanditSum,-13.230269432067871
dm-test-b255397ee863bd8faf9def57c0f76769153d905e,BanditSum,-1.8963758945465088
dm-test-e06ff0eb7c4fa4416fda84a9a239b15480c5a9d9,BanditSum,-9.486608505249023
dm-test-d680ebcdcd59fd5ee9b602a06bcd5230c212835b,BanditSum,-5.400928974151611
dm-test-155754e1f2bc83f6836af78703edd4d00f19f381,BanditSum,-14.166439056396484
dm-test-23e8c1d71474d239aa9ae37b9a05031b0054b8ce,BanditSum,-7.54404354095459
cnn-test-4761dc6d8bdf56b9ada97104113dd1bcf4aed3f1,BanditSum,-6.589181423187256
dm-test-8847383b72167c3f3dd2161b5b091b580c8f4da7,BanditSum,-0.04936888441443443
dm-test-801763443e6c73e3857039f2223798b2b58bef19,BanditSum,-10.793624877929688
dm-test-c16c9fa34ccae7e2b9e29c3988ccb74974c4b3c0,BanditSum,-9.70123291015625
dm-test-096e418a953af86df0d1560bec95bc7bfee2e34b,BanditSum,-18.460899353027344
dm-test-02c955067d00f38b6978b805d5a8701a787f78ac,BanditSum,-10.04326057434082
dm-test-2cfc33d01364162579f46b2764914a03a29453ce,BanditSum,-8.615598678588867
dm-test-808a439a5d83fc47baaea934c8779a7ebc62470d,BanditSum,-1.5553505420684814
dm-test-9b5a04b9879fe716a2dcd66dd331f99534603c16,BanditSum,-5.201942443847656
dm-test-d3c9ce137ba24a69253508b3416630465c050ae4,BanditSum,1.0350744724273682
dm-test-26e4e19d945cedcb489f28808c730658139c9415,BanditSum,-7.417684555053711
dm-test-4f3b35b540ba05f0f82d71a694ec23dde4dc3e01,BanditSum,-0.5066161155700684
dm-test-2abe0f81f5b22c8a406165717e3bd7fce6fe47c6,BanditSum,-0.939100980758667
cnn-test-5139ccfabee55ddb83e7937f5802c0a67aee8975,BanditSum,3.784956932067871
dm-test-051db270afc32571a08c15124330efe89d80fea8,BanditSum,-4.856154918670654
dm-test-b1f6faac3f406edca1e0cad8cce1319c83e62605,BanditSum,-5.191722869873047
dm-test-c6667409fcdea2c89ba9f0d3a72c50e3967b4b1b,BanditSum,-5.6928935050964355
cnn-test-bcdb32ae644040a721da880fff9c1d502048cd8b,BanditSum,0.9523202776908875
dm-test-46609841ffd23e9c22d1507edf7b176ecc4d834f,BanditSum,-7.533451080322266
dm-test-2a48112ddee712f2364f128076cb2db555a043b1,BanditSum,-7.254392623901367
dm-test-fadabe346fe95d33eee71299e6596754768f5246,BanditSum,-12.61946964263916
dm-test-f468efac7b3c54f8c42c2c81dff108c52ebe0d7d,BanditSum,-10.484790802001953
cnn-test-88c2481234e763c9bbc68d0ab1be1d2375c1349a,BanditSum,4.063352108001709
dm-test-6372eff07fd3d6f578f90d6115e01747edccc095,BanditSum,-21.653385162353516
dm-test-e7d8b6617691ea00d4ddc5fe2b7cbd105ba9a57e,BanditSum,-6.50755500793457
cnn-test-404f859482d47c127868964a9a39d1a7645dd2e9,BanditSum,-3.9588589668273926
dm-test-d83b82a9cd504218e604616be3f3c3928e3428b8,BanditSum,-10.291007995605469
dm-test-0cd10ad50ceef529d96a255ed12ac9cd001ba9db,BanditSum,-7.252632141113281
dm-test-632cfdb03aacd90a34a470f6a70b47eee62ec5f0,BanditSum,-14.573530197143555
dm-test-c50d33e9749e7bb484d9b69c4f5fca35a3a50cb5,BanditSum,17.34452247619629
dm-test-2377095dda83df778e34304b7a09813808105d3b,BanditSum,-15.552007675170898
dm-test-e880fda4c25289f8325574246f0f8ed4ff5eb26b,BanditSum,-9.063042640686035
dm-test-8764fb95bfad8ee849274873a92fb8d6b400eee2,LEAD-3,-0.03102230839431286
dm-test-f26d8400ae49b90d109c165d0f44b8f6ca253c08,LEAD-3,-8.873339653015137
dm-test-207df192edc1836250b69d1bc5b9e6a38206eb78,LEAD-3,-8.727011680603027
dm-test-0f0789390d67698283cc87b2e046b5c5cd77edb7,LEAD-3,-17.946247100830078
cnn-test-fbbafa743a8c2ecd2cedf65c6c61956b2db8ec5c,LEAD-3,-1.8368597030639648
dm-test-f37fd6e9b6cc18a7132568e307ef3b130931e809,LEAD-3,-4.387365818023682
dm-test-14c813567696f4e63a39993c09d4edb454036179,LEAD-3,-4.132870197296143
dm-test-e470f0a87d7513bf880412524332047020422c3f,LEAD-3,-8.089920997619629
dm-test-2c37d44d03ce2e91310339d884d33ee5aabf9abc,LEAD-3,-5.836564064025879
dm-test-e428e25bbf8e06643154ce31b7c6fab64c81e857,LEAD-3,-15.768989562988281
dm-test-0783c68a744df6afa009d16e72709f2b4d90dea1,LEAD-3,-2.352996349334717
dm-test-eeef09d26cf30c2124c0399b08eedc6321fe5d20,LEAD-3,-16.66897201538086
cnn-test-b1c3fc03a2b74cf4c79844c1fe2fdce70a8a436e,LEAD-3,-4.222809314727783
dm-test-9afda3cde191a883d8c166ceb5765eb53205d8f4,LEAD-3,-8.607985496520996
dm-test-4fb64a2298e18626db776fccf834be87388827e0,LEAD-3,-9.742252349853516
dm-test-03e271b4305517e02c9ead82d57327d32b99102e,LEAD-3,-8.940814018249512
dm-test-bd4684a0f5af5dd6ac88d2fb50f902bd7f10217b,LEAD-3,-12.95911979675293
dm-test-9d0fcbd873927674d12aafce4ae7754fd591d4e2,LEAD-3,-22.09388542175293
dm-test-9b1af0f993d78353ebd56a1b180e882e751527b3,LEAD-3,4.380195140838623
cnn-test-d75b043ebefc3098aea84d92bb8bec0f509b1563,LEAD-3,-0.5495463609695435
cnn-test-e2bccd4dec93c9bb7b327827dae004c2d494ec31,LEAD-3,-1.2038991451263428
dm-test-54b857a66cbd8473d6732e5da52d48612e636a37,LEAD-3,4.863813877105713
dm-test-2c6695b438980783754f7db28129ec2fbb3e6e21,LEAD-3,-6.702540874481201
dm-test-2cf8c2d1d2ceb1980249f77e703f9039e63799d0,LEAD-3,-22.562965393066406
dm-test-b5bc2ae78441e4ac08fb01823d5fc0f1627c3166,LEAD-3,-8.02535629272461
dm-test-130ff8f2dfb6ab67861d5924b0ff5acd63c7d8ce,LEAD-3,7.956877708435059
dm-test-4001b252a072ac149c70840b22299cc6cfab3bae,LEAD-3,-6.7223734855651855
dm-test-cf4ba8f94f2dd5604eb8f8a4e655c10cf0996365,LEAD-3,-10.303794860839844
dm-test-8e6c8aec6808f66ed0342e128a4e146f3ecd627d,LEAD-3,-9.654093742370605
dm-test-b5925c1a02fa9a8f6b1d5ad764c19a732deac0df,LEAD-3,4.614248275756836
dm-test-3785743303ddb8b594be7c449a37458b99e83812,LEAD-3,4.884933948516846
dm-test-6721edf88c95f480a4db2c63649dbb03736aeadf,LEAD-3,-11.494072914123535
dm-test-7cba80e83b222801fed8d6f96e8c0aa381c54b28,LEAD-3,-17.398509979248047
dm-test-97bbda7ec22a736cd174b51513c72a6372d13d35,LEAD-3,3.233861207962036
dm-test-3ba3bde4a1440134bb38ec22ba50db59986b544c,LEAD-3,-10.218035697937012
dm-test-4e0de0ec6d5b9df174f54d03158de8f30aac861f,LEAD-3,-13.918074607849121
dm-test-8bc8f134bc3ceaeec0df8f29e96e13d319717ab8,LEAD-3,7.592211723327637
dm-test-6f027d030f9ca86446dc893f1d10ced4c9a3561f,LEAD-3,-4.489193916320801
dm-test-e43eef75de38d246db9d80216ca9f5487215a78b,LEAD-3,-12.32933235168457
dm-test-81bd721b16cad47dfd8d24baca5b30b006291db2,LEAD-3,-10.623748779296875
cnn-test-a02e362c5b8f049848ce718b37b96117485461cf,LEAD-3,-3.5138447284698486
dm-test-dea0ed2e587495e516ac85056e21a2076a9a993c,LEAD-3,-12.533975601196289
dm-test-5be0a9584b051175d9f4842a143b76385335d96a,LEAD-3,-7.275559902191162
dm-test-d89de9c2a76f2665560becfe5d761a4fc62b9926,LEAD-3,-15.430316925048828
dm-test-8b59fa7715418c4bcc0d50e3caeb239129de453e,LEAD-3,-4.260134220123291
dm-test-1747dcd6a007ee97954b6b10cde549bf82f6a4eb,LEAD-3,-1.5939629077911377
cnn-test-e49792c337d3f4c13e22f710efa44cf6a4e59aba,LEAD-3,1.510114073753357
dm-test-d296270ab4a4cf20f2d9c1aae7514687806f2b35,LEAD-3,-12.489879608154297
cnn-test-b8b6e729fff27c4eef87887e61d3448de9c063f6,LEAD-3,-3.608452558517456
dm-test-9beaaf73e4517d5bf1bc284f386485d571da96cf,LEAD-3,-4.705140113830566
dm-test-4a593dc4c7e0b4d09bfdc66bb315c47b54eb15df,LEAD-3,-6.130195617675781
dm-test-18243373494a1722ddcd162ec67b63dd749633ab,LEAD-3,-9.537788391113281
dm-test-998cb27197db1fd299aff3322ac041ba4bf1148f,LEAD-3,-11.25875186920166
dm-test-2feca9acf532e33f1ab7442c442c8e19787d8d7b,LEAD-3,-16.734878540039062
dm-test-8b51a10370a1219137e231192e65b9cd52238ea6,LEAD-3,-15.706439971923828
dm-test-31114653cd606fd3f4b1035f98dedd71f8282cd2,LEAD-3,-9.971961975097656
dm-test-0cdd7cdb5d99c36f25f1f4fa0e962d558f7ff07b,LEAD-3,-8.411821365356445
dm-test-f5fead94ee884800e84a212cc0edc78b11c4ba9f,LEAD-3,-13.472620010375977
dm-test-36352fd1c61fd0c593ee7b84cbe213aa9b444439,LEAD-3,-3.704364776611328
dm-test-a3b6201aca77b5bdaa5df02d6acee2be66233237,LEAD-3,-13.601629257202148
cnn-test-c05bda9b387ec8ae43803170b6f59b4b82505db9,LEAD-3,-4.9746479988098145
dm-test-6c1341bedf92a304318545fbf1aad88651de7909,LEAD-3,-15.859742164611816
dm-test-1749a22e2b6facaa057213cb9b33261b319bbd2b,LEAD-3,-9.01876163482666
dm-test-b255397ee863bd8faf9def57c0f76769153d905e,LEAD-3,-1.9377892017364502
dm-test-e06ff0eb7c4fa4416fda84a9a239b15480c5a9d9,LEAD-3,-10.934593200683594
dm-test-d680ebcdcd59fd5ee9b602a06bcd5230c212835b,LEAD-3,2.364136219024658
dm-test-155754e1f2bc83f6836af78703edd4d00f19f381,LEAD-3,-12.699650764465332
dm-test-23e8c1d71474d239aa9ae37b9a05031b0054b8ce,LEAD-3,-7.786795616149902
cnn-test-4761dc6d8bdf56b9ada97104113dd1bcf4aed3f1,LEAD-3,3.5524215698242188
dm-test-8847383b72167c3f3dd2161b5b091b580c8f4da7,LEAD-3,-0.015835072845220566
dm-test-801763443e6c73e3857039f2223798b2b58bef19,LEAD-3,-10.79062271118164
dm-test-c16c9fa34ccae7e2b9e29c3988ccb74974c4b3c0,LEAD-3,-2.454493522644043
dm-test-096e418a953af86df0d1560bec95bc7bfee2e34b,LEAD-3,-17.828777313232422
dm-test-02c955067d00f38b6978b805d5a8701a787f78ac,LEAD-3,-9.980328559875488
dm-test-2cfc33d01364162579f46b2764914a03a29453ce,LEAD-3,-12.043455123901367
dm-test-808a439a5d83fc47baaea934c8779a7ebc62470d,LEAD-3,0.6505541205406189
dm-test-9b5a04b9879fe716a2dcd66dd331f99534603c16,LEAD-3,-5.2007951736450195
dm-test-d3c9ce137ba24a69253508b3416630465c050ae4,LEAD-3,-2.8646156787872314
dm-test-26e4e19d945cedcb489f28808c730658139c9415,LEAD-3,-7.138824939727783
dm-test-4f3b35b540ba05f0f82d71a694ec23dde4dc3e01,LEAD-3,-0.5110852122306824
dm-test-2abe0f81f5b22c8a406165717e3bd7fce6fe47c6,LEAD-3,-0.9396034479141235
cnn-test-5139ccfabee55ddb83e7937f5802c0a67aee8975,LEAD-3,3.7844390869140625
dm-test-051db270afc32571a08c15124330efe89d80fea8,LEAD-3,-4.856213092803955
dm-test-b1f6faac3f406edca1e0cad8cce1319c83e62605,LEAD-3,-7.170125484466553
dm-test-c6667409fcdea2c89ba9f0d3a72c50e3967b4b1b,LEAD-3,-4.525930881500244
cnn-test-bcdb32ae644040a721da880fff9c1d502048cd8b,LEAD-3,-0.8240993022918701
dm-test-46609841ffd23e9c22d1507edf7b176ecc4d834f,LEAD-3,-5.944947719573975
dm-test-2a48112ddee712f2364f128076cb2db555a043b1,LEAD-3,-8.819390296936035
dm-test-fadabe346fe95d33eee71299e6596754768f5246,LEAD-3,-9.494998931884766
dm-test-f468efac7b3c54f8c42c2c81dff108c52ebe0d7d,LEAD-3,-0.011283661238849163
cnn-test-88c2481234e763c9bbc68d0ab1be1d2375c1349a,LEAD-3,7.258077621459961
dm-test-6372eff07fd3d6f578f90d6115e01747edccc095,LEAD-3,-9.576521873474121
dm-test-e7d8b6617691ea00d4ddc5fe2b7cbd105ba9a57e,LEAD-3,-1.3336061239242554
cnn-test-404f859482d47c127868964a9a39d1a7645dd2e9,LEAD-3,-11.102643966674805
dm-test-d83b82a9cd504218e604616be3f3c3928e3428b8,LEAD-3,-8.841669082641602
dm-test-0cd10ad50ceef529d96a255ed12ac9cd001ba9db,LEAD-3,-7.233831882476807
dm-test-632cfdb03aacd90a34a470f6a70b47eee62ec5f0,LEAD-3,-14.382465362548828
dm-test-c50d33e9749e7bb484d9b69c4f5fca35a3a50cb5,LEAD-3,-2.038114547729492
dm-test-2377095dda83df778e34304b7a09813808105d3b,LEAD-3,0.9090884923934937
dm-test-e880fda4c25289f8325574246f0f8ed4ff5eb26b,LEAD-3,-8.831748962402344
dm-test-8764fb95bfad8ee849274873a92fb8d6b400eee2,Pegasus,14.366202354431152
dm-test-f26d8400ae49b90d109c165d0f44b8f6ca253c08,Pegasus,-9.988037109375
dm-test-207df192edc1836250b69d1bc5b9e6a38206eb78,Pegasus,-6.527228832244873
dm-test-0f0789390d67698283cc87b2e046b5c5cd77edb7,Pegasus,-9.059670448303223
cnn-test-fbbafa743a8c2ecd2cedf65c6c61956b2db8ec5c,Pegasus,-14.144405364990234
dm-test-f37fd6e9b6cc18a7132568e307ef3b130931e809,Pegasus,-6.41743278503418
dm-test-14c813567696f4e63a39993c09d4edb454036179,Pegasus,-6.851890563964844
dm-test-e470f0a87d7513bf880412524332047020422c3f,Pegasus,-21.441650390625
dm-test-2c37d44d03ce2e91310339d884d33ee5aabf9abc,Pegasus,3.159081220626831
dm-test-e428e25bbf8e06643154ce31b7c6fab64c81e857,Pegasus,-1.9830422401428223
dm-test-0783c68a744df6afa009d16e72709f2b4d90dea1,Pegasus,-0.9871877431869507
dm-test-eeef09d26cf30c2124c0399b08eedc6321fe5d20,Pegasus,-7.594714164733887
cnn-test-b1c3fc03a2b74cf4c79844c1fe2fdce70a8a436e,Pegasus,-10.519176483154297
dm-test-9afda3cde191a883d8c166ceb5765eb53205d8f4,Pegasus,-10.308080673217773
dm-test-4fb64a2298e18626db776fccf834be87388827e0,Pegasus,-16.86655044555664
dm-test-03e271b4305517e02c9ead82d57327d32b99102e,Pegasus,-8.156295776367188
dm-test-bd4684a0f5af5dd6ac88d2fb50f902bd7f10217b,Pegasus,-20.557798385620117
dm-test-9d0fcbd873927674d12aafce4ae7754fd591d4e2,Pegasus,-13.001906394958496
dm-test-9b1af0f993d78353ebd56a1b180e882e751527b3,Pegasus,22.02930450439453
cnn-test-d75b043ebefc3098aea84d92bb8bec0f509b1563,Pegasus,-5.357093334197998
cnn-test-e2bccd4dec93c9bb7b327827dae004c2d494ec31,Pegasus,-3.9683339595794678
dm-test-54b857a66cbd8473d6732e5da52d48612e636a37,Pegasus,-3.486522674560547
dm-test-2c6695b438980783754f7db28129ec2fbb3e6e21,Pegasus,-3.741307258605957
dm-test-2cf8c2d1d2ceb1980249f77e703f9039e63799d0,Pegasus,-2.715176582336426
dm-test-b5bc2ae78441e4ac08fb01823d5fc0f1627c3166,Pegasus,-5.552397727966309
dm-test-130ff8f2dfb6ab67861d5924b0ff5acd63c7d8ce,Pegasus,-11.672285079956055
dm-test-4001b252a072ac149c70840b22299cc6cfab3bae,Pegasus,-4.57548189163208
dm-test-cf4ba8f94f2dd5604eb8f8a4e655c10cf0996365,Pegasus,-11.254674911499023
dm-test-8e6c8aec6808f66ed0342e128a4e146f3ecd627d,Pegasus,5.337250709533691
dm-test-b5925c1a02fa9a8f6b1d5ad764c19a732deac0df,Pegasus,-8.844927787780762
dm-test-3785743303ddb8b594be7c449a37458b99e83812,Pegasus,-9.958974838256836
dm-test-6721edf88c95f480a4db2c63649dbb03736aeadf,Pegasus,-0.3714810013771057
dm-test-7cba80e83b222801fed8d6f96e8c0aa381c54b28,Pegasus,-12.43505573272705
dm-test-97bbda7ec22a736cd174b51513c72a6372d13d35,Pegasus,-17.029041290283203
dm-test-3ba3bde4a1440134bb38ec22ba50db59986b544c,Pegasus,-12.335515975952148
dm-test-4e0de0ec6d5b9df174f54d03158de8f30aac861f,Pegasus,-7.522278785705566
dm-test-8bc8f134bc3ceaeec0df8f29e96e13d319717ab8,Pegasus,-18.444232940673828
dm-test-6f027d030f9ca86446dc893f1d10ced4c9a3561f,Pegasus,-0.7523418068885803
dm-test-e43eef75de38d246db9d80216ca9f5487215a78b,Pegasus,-18.547060012817383
dm-test-81bd721b16cad47dfd8d24baca5b30b006291db2,Pegasus,0.507023274898529
cnn-test-a02e362c5b8f049848ce718b37b96117485461cf,Pegasus,-12.567655563354492
dm-test-dea0ed2e587495e516ac85056e21a2076a9a993c,Pegasus,-13.044610977172852
dm-test-5be0a9584b051175d9f4842a143b76385335d96a,Pegasus,-7.784726142883301
dm-test-d89de9c2a76f2665560becfe5d761a4fc62b9926,Pegasus,-7.217299938201904
dm-test-8b59fa7715418c4bcc0d50e3caeb239129de453e,Pegasus,-6.328519344329834
dm-test-1747dcd6a007ee97954b6b10cde549bf82f6a4eb,Pegasus,-16.150489807128906
cnn-test-e49792c337d3f4c13e22f710efa44cf6a4e59aba,Pegasus,7.8799614906311035
dm-test-d296270ab4a4cf20f2d9c1aae7514687806f2b35,Pegasus,-9.54737377166748
cnn-test-b8b6e729fff27c4eef87887e61d3448de9c063f6,Pegasus,-9.27010440826416
dm-test-9beaaf73e4517d5bf1bc284f386485d571da96cf,Pegasus,-17.495119094848633
dm-test-4a593dc4c7e0b4d09bfdc66bb315c47b54eb15df,Pegasus,-5.282340049743652
dm-test-18243373494a1722ddcd162ec67b63dd749633ab,Pegasus,-13.190808296203613
dm-test-998cb27197db1fd299aff3322ac041ba4bf1148f,Pegasus,-8.482685089111328
dm-test-2feca9acf532e33f1ab7442c442c8e19787d8d7b,Pegasus,-6.5278778076171875
dm-test-8b51a10370a1219137e231192e65b9cd52238ea6,Pegasus,-0.7367021441459656
dm-test-31114653cd606fd3f4b1035f98dedd71f8282cd2,Pegasus,-13.530607223510742
dm-test-0cdd7cdb5d99c36f25f1f4fa0e962d558f7ff07b,Pegasus,-8.344564437866211
dm-test-f5fead94ee884800e84a212cc0edc78b11c4ba9f,Pegasus,-12.937167167663574
dm-test-36352fd1c61fd0c593ee7b84cbe213aa9b444439,Pegasus,4.799882888793945
dm-test-a3b6201aca77b5bdaa5df02d6acee2be66233237,Pegasus,-8.784952163696289
cnn-test-c05bda9b387ec8ae43803170b6f59b4b82505db9,Pegasus,-13.166757583618164
dm-test-6c1341bedf92a304318545fbf1aad88651de7909,Pegasus,-11.461613655090332
dm-test-1749a22e2b6facaa057213cb9b33261b319bbd2b,Pegasus,-13.58909797668457
dm-test-b255397ee863bd8faf9def57c0f76769153d905e,Pegasus,-2.6764750480651855
dm-test-e06ff0eb7c4fa4416fda84a9a239b15480c5a9d9,Pegasus,-8.286548614501953
dm-test-d680ebcdcd59fd5ee9b602a06bcd5230c212835b,Pegasus,-10.14059066772461
dm-test-155754e1f2bc83f6836af78703edd4d00f19f381,Pegasus,-10.388025283813477
dm-test-23e8c1d71474d239aa9ae37b9a05031b0054b8ce,Pegasus,-9.599451065063477
cnn-test-4761dc6d8bdf56b9ada97104113dd1bcf4aed3f1,Pegasus,-11.521529197692871
dm-test-8847383b72167c3f3dd2161b5b091b580c8f4da7,Pegasus,-3.923194169998169
dm-test-801763443e6c73e3857039f2223798b2b58bef19,Pegasus,-9.030020713806152
dm-test-c16c9fa34ccae7e2b9e29c3988ccb74974c4b3c0,Pegasus,-3.9060001373291016
dm-test-096e418a953af86df0d1560bec95bc7bfee2e34b,Pegasus,-4.465115070343018
dm-test-02c955067d00f38b6978b805d5a8701a787f78ac,Pegasus,-3.6545333862304688
dm-test-2cfc33d01364162579f46b2764914a03a29453ce,Pegasus,-11.18497371673584
dm-test-808a439a5d83fc47baaea934c8779a7ebc62470d,Pegasus,-9.97259521484375
dm-test-9b5a04b9879fe716a2dcd66dd331f99534603c16,Pegasus,-10.212604522705078
dm-test-d3c9ce137ba24a69253508b3416630465c050ae4,Pegasus,28.76617431640625
dm-test-26e4e19d945cedcb489f28808c730658139c9415,Pegasus,-14.96612548828125
dm-test-4f3b35b540ba05f0f82d71a694ec23dde4dc3e01,Pegasus,-10.193339347839355
dm-test-2abe0f81f5b22c8a406165717e3bd7fce6fe47c6,Pegasus,0.19974194467067719
cnn-test-5139ccfabee55ddb83e7937f5802c0a67aee8975,Pegasus,-15.72089672088623
dm-test-051db270afc32571a08c15124330efe89d80fea8,Pegasus,-2.4614267349243164
dm-test-b1f6faac3f406edca1e0cad8cce1319c83e62605,Pegasus,15.316556930541992
dm-test-c6667409fcdea2c89ba9f0d3a72c50e3967b4b1b,Pegasus,-2.1140568256378174
cnn-test-bcdb32ae644040a721da880fff9c1d502048cd8b,Pegasus,-16.493968963623047
dm-test-46609841ffd23e9c22d1507edf7b176ecc4d834f,Pegasus,-6.289233207702637
dm-test-2a48112ddee712f2364f128076cb2db555a043b1,Pegasus,-9.042478561401367
dm-test-fadabe346fe95d33eee71299e6596754768f5246,Pegasus,-1.5004339218139648
dm-test-f468efac7b3c54f8c42c2c81dff108c52ebe0d7d,Pegasus,-8.466416358947754
cnn-test-88c2481234e763c9bbc68d0ab1be1d2375c1349a,Pegasus,5.21524715423584
dm-test-6372eff07fd3d6f578f90d6115e01747edccc095,Pegasus,0.8346177339553833
dm-test-e7d8b6617691ea00d4ddc5fe2b7cbd105ba9a57e,Pegasus,-3.137632369995117
