doc,summarizer,unified_score
dm-test-dea0ed2e587495e516ac85056e21a2076a9a993c,BanditSum,87.06317138671875
dm-test-5be0a9584b051175d9f4842a143b76385335d96a,BanditSum,54.60881805419922
dm-test-d89de9c2a76f2665560becfe5d761a4fc62b9926,BanditSum,79.1598129272461
dm-test-8b59fa7715418c4bcc0d50e3caeb239129de453e,BanditSum,44.91015625
dm-test-1747dcd6a007ee97954b6b10cde549bf82f6a4eb,BanditSum,80.16444396972656
cnn-test-e49792c337d3f4c13e22f710efa44cf6a4e59aba,BanditSum,85.33523559570312
dm-test-d296270ab4a4cf20f2d9c1aae7514687806f2b35,BanditSum,88.09620666503906
cnn-test-b8b6e729fff27c4eef87887e61d3448de9c063f6,BanditSum,85.13015747070312
dm-test-9beaaf73e4517d5bf1bc284f386485d571da96cf,BanditSum,77.69588470458984
dm-test-4a593dc4c7e0b4d09bfdc66bb315c47b54eb15df,BanditSum,73.646728515625
dm-test-18243373494a1722ddcd162ec67b63dd749633ab,BanditSum,100.44049835205078
dm-test-998cb27197db1fd299aff3322ac041ba4bf1148f,BanditSum,96.57511901855469
dm-test-2feca9acf532e33f1ab7442c442c8e19787d8d7b,BanditSum,45.17226028442383
dm-test-8b51a10370a1219137e231192e65b9cd52238ea6,BanditSum,74.28581237792969
dm-test-31114653cd606fd3f4b1035f98dedd71f8282cd2,BanditSum,63.100399017333984
dm-test-0cdd7cdb5d99c36f25f1f4fa0e962d558f7ff07b,BanditSum,68.31153869628906
dm-test-f5fead94ee884800e84a212cc0edc78b11c4ba9f,BanditSum,80.48542022705078
dm-test-36352fd1c61fd0c593ee7b84cbe213aa9b444439,BanditSum,68.38565826416016
dm-test-a3b6201aca77b5bdaa5df02d6acee2be66233237,BanditSum,77.53193664550781
cnn-test-c05bda9b387ec8ae43803170b6f59b4b82505db9,BanditSum,145.83985900878906
dm-test-6c1341bedf92a304318545fbf1aad88651de7909,BanditSum,67.00106048583984
dm-test-1749a22e2b6facaa057213cb9b33261b319bbd2b,BanditSum,73.45138549804688
dm-test-b255397ee863bd8faf9def57c0f76769153d905e,BanditSum,71.95362091064453
dm-test-e06ff0eb7c4fa4416fda84a9a239b15480c5a9d9,BanditSum,50.344940185546875
dm-test-d680ebcdcd59fd5ee9b602a06bcd5230c212835b,BanditSum,90.77398681640625
dm-test-155754e1f2bc83f6836af78703edd4d00f19f381,BanditSum,83.60240936279297
dm-test-23e8c1d71474d239aa9ae37b9a05031b0054b8ce,BanditSum,71.49046325683594
cnn-test-4761dc6d8bdf56b9ada97104113dd1bcf4aed3f1,BanditSum,88.92179107666016
dm-test-8847383b72167c3f3dd2161b5b091b580c8f4da7,BanditSum,103.22171783447266
dm-test-801763443e6c73e3857039f2223798b2b58bef19,BanditSum,50.82987976074219
dm-test-c16c9fa34ccae7e2b9e29c3988ccb74974c4b3c0,BanditSum,11.182382583618164
dm-test-096e418a953af86df0d1560bec95bc7bfee2e34b,BanditSum,24.187511444091797
dm-test-02c955067d00f38b6978b805d5a8701a787f78ac,BanditSum,127.443115234375
dm-test-2cfc33d01364162579f46b2764914a03a29453ce,BanditSum,68.29154968261719
dm-test-808a439a5d83fc47baaea934c8779a7ebc62470d,BanditSum,71.931640625
dm-test-9b5a04b9879fe716a2dcd66dd331f99534603c16,BanditSum,59.4719123840332
dm-test-d3c9ce137ba24a69253508b3416630465c050ae4,BanditSum,86.92736053466797
dm-test-26e4e19d945cedcb489f28808c730658139c9415,BanditSum,44.572574615478516
dm-test-4f3b35b540ba05f0f82d71a694ec23dde4dc3e01,BanditSum,72.9473648071289
dm-test-2abe0f81f5b22c8a406165717e3bd7fce6fe47c6,BanditSum,69.5102310180664
cnn-test-5139ccfabee55ddb83e7937f5802c0a67aee8975,BanditSum,82.10441589355469
dm-test-051db270afc32571a08c15124330efe89d80fea8,BanditSum,90.73147583007812
dm-test-b1f6faac3f406edca1e0cad8cce1319c83e62605,BanditSum,61.32120895385742
dm-test-c6667409fcdea2c89ba9f0d3a72c50e3967b4b1b,BanditSum,71.59972381591797
cnn-test-bcdb32ae644040a721da880fff9c1d502048cd8b,BanditSum,78.55586242675781
dm-test-46609841ffd23e9c22d1507edf7b176ecc4d834f,BanditSum,42.73737716674805
dm-test-2a48112ddee712f2364f128076cb2db555a043b1,BanditSum,35.93775177001953
dm-test-fadabe346fe95d33eee71299e6596754768f5246,BanditSum,74.96711730957031
dm-test-f468efac7b3c54f8c42c2c81dff108c52ebe0d7d,BanditSum,70.25588989257812
cnn-test-88c2481234e763c9bbc68d0ab1be1d2375c1349a,BanditSum,68.86700439453125
dm-test-6372eff07fd3d6f578f90d6115e01747edccc095,BanditSum,91.92185974121094
dm-test-e7d8b6617691ea00d4ddc5fe2b7cbd105ba9a57e,BanditSum,67.71687316894531
cnn-test-404f859482d47c127868964a9a39d1a7645dd2e9,BanditSum,66.95124053955078
dm-test-d83b82a9cd504218e604616be3f3c3928e3428b8,BanditSum,59.1811637878418
dm-test-0cd10ad50ceef529d96a255ed12ac9cd001ba9db,BanditSum,82.58321380615234
dm-test-632cfdb03aacd90a34a470f6a70b47eee62ec5f0,BanditSum,81.00333404541016
dm-test-c50d33e9749e7bb484d9b69c4f5fca35a3a50cb5,BanditSum,80.9141616821289
dm-test-2377095dda83df778e34304b7a09813808105d3b,BanditSum,117.37715148925781
dm-test-e880fda4c25289f8325574246f0f8ed4ff5eb26b,BanditSum,93.23980712890625
dm-test-8764fb95bfad8ee849274873a92fb8d6b400eee2,LEAD-3,47.841312408447266
dm-test-f26d8400ae49b90d109c165d0f44b8f6ca253c08,LEAD-3,87.27375793457031
dm-test-207df192edc1836250b69d1bc5b9e6a38206eb78,LEAD-3,112.88597869873047
dm-test-0f0789390d67698283cc87b2e046b5c5cd77edb7,LEAD-3,63.060203552246094
cnn-test-fbbafa743a8c2ecd2cedf65c6c61956b2db8ec5c,LEAD-3,101.46797180175781
dm-test-f37fd6e9b6cc18a7132568e307ef3b130931e809,LEAD-3,63.18518829345703
dm-test-14c813567696f4e63a39993c09d4edb454036179,LEAD-3,58.48322296142578
dm-test-e470f0a87d7513bf880412524332047020422c3f,LEAD-3,60.535484313964844
dm-test-2c37d44d03ce2e91310339d884d33ee5aabf9abc,LEAD-3,55.080650329589844
dm-test-e428e25bbf8e06643154ce31b7c6fab64c81e857,LEAD-3,99.65625
dm-test-0783c68a744df6afa009d16e72709f2b4d90dea1,LEAD-3,67.6349868774414
dm-test-eeef09d26cf30c2124c0399b08eedc6321fe5d20,LEAD-3,52.833168029785156
cnn-test-b1c3fc03a2b74cf4c79844c1fe2fdce70a8a436e,LEAD-3,89.8570556640625
dm-test-9afda3cde191a883d8c166ceb5765eb53205d8f4,LEAD-3,38.627845764160156
dm-test-4fb64a2298e18626db776fccf834be87388827e0,LEAD-3,68.06481170654297
dm-test-03e271b4305517e02c9ead82d57327d32b99102e,LEAD-3,45.345672607421875
dm-test-bd4684a0f5af5dd6ac88d2fb50f902bd7f10217b,LEAD-3,54.46084213256836
dm-test-9d0fcbd873927674d12aafce4ae7754fd591d4e2,LEAD-3,54.82585525512695
dm-test-9b1af0f993d78353ebd56a1b180e882e751527b3,LEAD-3,49.726741790771484
cnn-test-d75b043ebefc3098aea84d92bb8bec0f509b1563,LEAD-3,157.59181213378906
cnn-test-e2bccd4dec93c9bb7b327827dae004c2d494ec31,LEAD-3,107.08268737792969
dm-test-54b857a66cbd8473d6732e5da52d48612e636a37,LEAD-3,58.457366943359375
dm-test-2c6695b438980783754f7db28129ec2fbb3e6e21,LEAD-3,93.3088607788086
dm-test-2cf8c2d1d2ceb1980249f77e703f9039e63799d0,LEAD-3,41.843467712402344
dm-test-b5bc2ae78441e4ac08fb01823d5fc0f1627c3166,LEAD-3,75.73233795166016
dm-test-130ff8f2dfb6ab67861d5924b0ff5acd63c7d8ce,LEAD-3,70.96070098876953
dm-test-4001b252a072ac149c70840b22299cc6cfab3bae,LEAD-3,36.43204879760742
dm-test-cf4ba8f94f2dd5604eb8f8a4e655c10cf0996365,LEAD-3,54.382957458496094
dm-test-8e6c8aec6808f66ed0342e128a4e146f3ecd627d,LEAD-3,46.666770935058594
dm-test-b5925c1a02fa9a8f6b1d5ad764c19a732deac0df,LEAD-3,45.676368713378906
dm-test-3785743303ddb8b594be7c449a37458b99e83812,LEAD-3,88.23905181884766
dm-test-6721edf88c95f480a4db2c63649dbb03736aeadf,LEAD-3,76.91366577148438
dm-test-7cba80e83b222801fed8d6f96e8c0aa381c54b28,LEAD-3,16.54752540588379
dm-test-97bbda7ec22a736cd174b51513c72a6372d13d35,LEAD-3,93.66348266601562
dm-test-3ba3bde4a1440134bb38ec22ba50db59986b544c,LEAD-3,70.55364990234375
dm-test-4e0de0ec6d5b9df174f54d03158de8f30aac861f,LEAD-3,35.980525970458984
dm-test-8bc8f134bc3ceaeec0df8f29e96e13d319717ab8,LEAD-3,57.97212219238281
dm-test-6f027d030f9ca86446dc893f1d10ced4c9a3561f,LEAD-3,87.86978149414062
dm-test-e43eef75de38d246db9d80216ca9f5487215a78b,LEAD-3,48.907649993896484
dm-test-81bd721b16cad47dfd8d24baca5b30b006291db2,LEAD-3,63.037269592285156
cnn-test-a02e362c5b8f049848ce718b37b96117485461cf,LEAD-3,79.16202545166016
dm-test-dea0ed2e587495e516ac85056e21a2076a9a993c,LEAD-3,86.35820770263672
dm-test-5be0a9584b051175d9f4842a143b76385335d96a,LEAD-3,84.29669189453125
dm-test-d89de9c2a76f2665560becfe5d761a4fc62b9926,LEAD-3,82.50386810302734
dm-test-8b59fa7715418c4bcc0d50e3caeb239129de453e,LEAD-3,77.12771606445312
dm-test-1747dcd6a007ee97954b6b10cde549bf82f6a4eb,LEAD-3,73.90494537353516
cnn-test-e49792c337d3f4c13e22f710efa44cf6a4e59aba,LEAD-3,86.74420166015625
dm-test-d296270ab4a4cf20f2d9c1aae7514687806f2b35,LEAD-3,88.2674331665039
cnn-test-b8b6e729fff27c4eef87887e61d3448de9c063f6,LEAD-3,91.36494445800781
dm-test-9beaaf73e4517d5bf1bc284f386485d571da96cf,LEAD-3,75.99832916259766
dm-test-4a593dc4c7e0b4d09bfdc66bb315c47b54eb15df,LEAD-3,82.44200897216797
dm-test-18243373494a1722ddcd162ec67b63dd749633ab,LEAD-3,102.82051086425781
dm-test-998cb27197db1fd299aff3322ac041ba4bf1148f,LEAD-3,91.64898681640625
dm-test-2feca9acf532e33f1ab7442c442c8e19787d8d7b,LEAD-3,49.973785400390625
dm-test-8b51a10370a1219137e231192e65b9cd52238ea6,LEAD-3,93.63107299804688
dm-test-31114653cd606fd3f4b1035f98dedd71f8282cd2,LEAD-3,73.76880645751953
dm-test-0cdd7cdb5d99c36f25f1f4fa0e962d558f7ff07b,LEAD-3,60.886959075927734
dm-test-f5fead94ee884800e84a212cc0edc78b11c4ba9f,LEAD-3,78.580322265625
dm-test-36352fd1c61fd0c593ee7b84cbe213aa9b444439,LEAD-3,84.23961639404297
dm-test-a3b6201aca77b5bdaa5df02d6acee2be66233237,LEAD-3,78.6594009399414
cnn-test-c05bda9b387ec8ae43803170b6f59b4b82505db9,LEAD-3,149.6748046875
dm-test-6c1341bedf92a304318545fbf1aad88651de7909,LEAD-3,83.53014373779297
dm-test-1749a22e2b6facaa057213cb9b33261b319bbd2b,LEAD-3,72.16239929199219
dm-test-b255397ee863bd8faf9def57c0f76769153d905e,LEAD-3,70.67535400390625
dm-test-e06ff0eb7c4fa4416fda84a9a239b15480c5a9d9,LEAD-3,37.902565002441406
dm-test-d680ebcdcd59fd5ee9b602a06bcd5230c212835b,LEAD-3,90.76583862304688
dm-test-155754e1f2bc83f6836af78703edd4d00f19f381,LEAD-3,66.52932739257812
dm-test-23e8c1d71474d239aa9ae37b9a05031b0054b8ce,LEAD-3,69.7453384399414
cnn-test-4761dc6d8bdf56b9ada97104113dd1bcf4aed3f1,LEAD-3,91.67578125
dm-test-8847383b72167c3f3dd2161b5b091b580c8f4da7,LEAD-3,102.41111755371094
dm-test-801763443e6c73e3857039f2223798b2b58bef19,LEAD-3,50.50141143798828
dm-test-c16c9fa34ccae7e2b9e29c3988ccb74974c4b3c0,LEAD-3,25.65157127380371
dm-test-096e418a953af86df0d1560bec95bc7bfee2e34b,LEAD-3,39.27569580078125
dm-test-02c955067d00f38b6978b805d5a8701a787f78ac,LEAD-3,123.84546661376953
dm-test-2cfc33d01364162579f46b2764914a03a29453ce,LEAD-3,62.526424407958984
dm-test-808a439a5d83fc47baaea934c8779a7ebc62470d,LEAD-3,53.99842834472656
dm-test-9b5a04b9879fe716a2dcd66dd331f99534603c16,LEAD-3,58.77862548828125
dm-test-d3c9ce137ba24a69253508b3416630465c050ae4,LEAD-3,103.9932861328125
dm-test-26e4e19d945cedcb489f28808c730658139c9415,LEAD-3,51.11774826049805
dm-test-4f3b35b540ba05f0f82d71a694ec23dde4dc3e01,LEAD-3,73.09664916992188
dm-test-2abe0f81f5b22c8a406165717e3bd7fce6fe47c6,LEAD-3,69.52708435058594
cnn-test-5139ccfabee55ddb83e7937f5802c0a67aee8975,LEAD-3,82.41073608398438
dm-test-051db270afc32571a08c15124330efe89d80fea8,LEAD-3,90.73106384277344
dm-test-b1f6faac3f406edca1e0cad8cce1319c83e62605,LEAD-3,66.16394805908203
dm-test-c6667409fcdea2c89ba9f0d3a72c50e3967b4b1b,LEAD-3,62.13170623779297
cnn-test-bcdb32ae644040a721da880fff9c1d502048cd8b,LEAD-3,73.21019744873047
dm-test-46609841ffd23e9c22d1507edf7b176ecc4d834f,LEAD-3,40.1252326965332
dm-test-2a48112ddee712f2364f128076cb2db555a043b1,LEAD-3,90.27960205078125
dm-test-fadabe346fe95d33eee71299e6596754768f5246,LEAD-3,90.54344940185547
dm-test-f468efac7b3c54f8c42c2c81dff108c52ebe0d7d,LEAD-3,70.9023208618164
cnn-test-88c2481234e763c9bbc68d0ab1be1d2375c1349a,LEAD-3,52.46125793457031
dm-test-6372eff07fd3d6f578f90d6115e01747edccc095,LEAD-3,85.79023742675781
dm-test-e7d8b6617691ea00d4ddc5fe2b7cbd105ba9a57e,LEAD-3,73.46241760253906
cnn-test-404f859482d47c127868964a9a39d1a7645dd2e9,LEAD-3,63.785560607910156
dm-test-d83b82a9cd504218e604616be3f3c3928e3428b8,LEAD-3,66.83821868896484
dm-test-0cd10ad50ceef529d96a255ed12ac9cd001ba9db,LEAD-3,84.37931823730469
dm-test-632cfdb03aacd90a34a470f6a70b47eee62ec5f0,LEAD-3,64.9458999633789
dm-test-c50d33e9749e7bb484d9b69c4f5fca35a3a50cb5,LEAD-3,90.66019439697266
dm-test-2377095dda83df778e34304b7a09813808105d3b,LEAD-3,99.03662109375
dm-test-e880fda4c25289f8325574246f0f8ed4ff5eb26b,LEAD-3,94.78559875488281
dm-test-8764fb95bfad8ee849274873a92fb8d6b400eee2,Pegasus,51.28848648071289
dm-test-f26d8400ae49b90d109c165d0f44b8f6ca253c08,Pegasus,117.3677978515625
dm-test-207df192edc1836250b69d1bc5b9e6a38206eb78,Pegasus,121.12733459472656
dm-test-0f0789390d67698283cc87b2e046b5c5cd77edb7,Pegasus,86.06968688964844
cnn-test-fbbafa743a8c2ecd2cedf65c6c61956b2db8ec5c,Pegasus,91.34166717529297
dm-test-f37fd6e9b6cc18a7132568e307ef3b130931e809,Pegasus,84.1225814819336
dm-test-14c813567696f4e63a39993c09d4edb454036179,Pegasus,88.62494659423828
dm-test-e470f0a87d7513bf880412524332047020422c3f,Pegasus,43.897666931152344
dm-test-2c37d44d03ce2e91310339d884d33ee5aabf9abc,Pegasus,41.37355041503906
dm-test-e428e25bbf8e06643154ce31b7c6fab64c81e857,Pegasus,53.36318588256836
dm-test-0783c68a744df6afa009d16e72709f2b4d90dea1,Pegasus,85.13671112060547
dm-test-eeef09d26cf30c2124c0399b08eedc6321fe5d20,Pegasus,95.8013687133789
cnn-test-b1c3fc03a2b74cf4c79844c1fe2fdce70a8a436e,Pegasus,93.57112884521484
dm-test-9afda3cde191a883d8c166ceb5765eb53205d8f4,Pegasus,74.62789916992188
dm-test-4fb64a2298e18626db776fccf834be87388827e0,Pegasus,72.16618347167969
dm-test-03e271b4305517e02c9ead82d57327d32b99102e,Pegasus,54.531776428222656
dm-test-bd4684a0f5af5dd6ac88d2fb50f902bd7f10217b,Pegasus,37.16248321533203
dm-test-9d0fcbd873927674d12aafce4ae7754fd591d4e2,Pegasus,51.04344940185547
dm-test-9b1af0f993d78353ebd56a1b180e882e751527b3,Pegasus,73.18160247802734
cnn-test-d75b043ebefc3098aea84d92bb8bec0f509b1563,Pegasus,78.307373046875
cnn-test-e2bccd4dec93c9bb7b327827dae004c2d494ec31,Pegasus,101.12647247314453
dm-test-54b857a66cbd8473d6732e5da52d48612e636a37,Pegasus,49.11174392700195
dm-test-2c6695b438980783754f7db28129ec2fbb3e6e21,Pegasus,83.00857543945312
dm-test-2cf8c2d1d2ceb1980249f77e703f9039e63799d0,Pegasus,63.644500732421875
dm-test-b5bc2ae78441e4ac08fb01823d5fc0f1627c3166,Pegasus,84.67342376708984
dm-test-130ff8f2dfb6ab67861d5924b0ff5acd63c7d8ce,Pegasus,56.65512466430664
dm-test-4001b252a072ac149c70840b22299cc6cfab3bae,Pegasus,50.68155288696289
dm-test-cf4ba8f94f2dd5604eb8f8a4e655c10cf0996365,Pegasus,56.52541732788086
dm-test-8e6c8aec6808f66ed0342e128a4e146f3ecd627d,Pegasus,131.1170654296875
dm-test-b5925c1a02fa9a8f6b1d5ad764c19a732deac0df,Pegasus,80.75741577148438
dm-test-3785743303ddb8b594be7c449a37458b99e83812,Pegasus,78.96058654785156
dm-test-6721edf88c95f480a4db2c63649dbb03736aeadf,Pegasus,123.25634765625
dm-test-7cba80e83b222801fed8d6f96e8c0aa381c54b28,Pegasus,36.28226852416992
dm-test-97bbda7ec22a736cd174b51513c72a6372d13d35,Pegasus,102.35869598388672
dm-test-3ba3bde4a1440134bb38ec22ba50db59986b544c,Pegasus,83.59332275390625
dm-test-4e0de0ec6d5b9df174f54d03158de8f30aac861f,Pegasus,82.73856353759766
dm-test-8bc8f134bc3ceaeec0df8f29e96e13d319717ab8,Pegasus,46.54815673828125
dm-test-6f027d030f9ca86446dc893f1d10ced4c9a3561f,Pegasus,64.49150085449219
dm-test-e43eef75de38d246db9d80216ca9f5487215a78b,Pegasus,71.02653503417969
dm-test-81bd721b16cad47dfd8d24baca5b30b006291db2,Pegasus,73.48188018798828
cnn-test-a02e362c5b8f049848ce718b37b96117485461cf,Pegasus,74.97718811035156
dm-test-dea0ed2e587495e516ac85056e21a2076a9a993c,Pegasus,99.34232330322266
dm-test-5be0a9584b051175d9f4842a143b76385335d96a,Pegasus,79.11395263671875
dm-test-d89de9c2a76f2665560becfe5d761a4fc62b9926,Pegasus,101.55876922607422
dm-test-8b59fa7715418c4bcc0d50e3caeb239129de453e,Pegasus,57.72807693481445
dm-test-1747dcd6a007ee97954b6b10cde549bf82f6a4eb,Pegasus,44.6110954284668
cnn-test-e49792c337d3f4c13e22f710efa44cf6a4e59aba,Pegasus,53.84765625
dm-test-d296270ab4a4cf20f2d9c1aae7514687806f2b35,Pegasus,98.80885314941406
cnn-test-b8b6e729fff27c4eef87887e61d3448de9c063f6,Pegasus,75.59673309326172
dm-test-9beaaf73e4517d5bf1bc284f386485d571da96cf,Pegasus,48.13676452636719
dm-test-4a593dc4c7e0b4d09bfdc66bb315c47b54eb15df,Pegasus,55.57633590698242
dm-test-18243373494a1722ddcd162ec67b63dd749633ab,Pegasus,87.51490783691406
dm-test-998cb27197db1fd299aff3322ac041ba4bf1148f,Pegasus,79.42620086669922
dm-test-2feca9acf532e33f1ab7442c442c8e19787d8d7b,Pegasus,27.103248596191406
dm-test-8b51a10370a1219137e231192e65b9cd52238ea6,Pegasus,48.691490173339844
dm-test-31114653cd606fd3f4b1035f98dedd71f8282cd2,Pegasus,86.4913330078125
dm-test-0cdd7cdb5d99c36f25f1f4fa0e962d558f7ff07b,Pegasus,48.03435516357422
dm-test-f5fead94ee884800e84a212cc0edc78b11c4ba9f,Pegasus,53.91065979003906
dm-test-36352fd1c61fd0c593ee7b84cbe213aa9b444439,Pegasus,115.385498046875
dm-test-a3b6201aca77b5bdaa5df02d6acee2be66233237,Pegasus,87.36652374267578
cnn-test-c05bda9b387ec8ae43803170b6f59b4b82505db9,Pegasus,102.39802551269531
dm-test-6c1341bedf92a304318545fbf1aad88651de7909,Pegasus,86.04177856445312
dm-test-1749a22e2b6facaa057213cb9b33261b319bbd2b,Pegasus,31.249553680419922
dm-test-b255397ee863bd8faf9def57c0f76769153d905e,Pegasus,110.39263153076172
dm-test-e06ff0eb7c4fa4416fda84a9a239b15480c5a9d9,Pegasus,47.02203369140625
dm-test-d680ebcdcd59fd5ee9b602a06bcd5230c212835b,Pegasus,82.44091796875
dm-test-155754e1f2bc83f6836af78703edd4d00f19f381,Pegasus,50.21833038330078
dm-test-23e8c1d71474d239aa9ae37b9a05031b0054b8ce,Pegasus,85.4869384765625
cnn-test-4761dc6d8bdf56b9ada97104113dd1bcf4aed3f1,Pegasus,90.62112426757812
dm-test-8847383b72167c3f3dd2161b5b091b580c8f4da7,Pegasus,104.44991302490234
dm-test-801763443e6c73e3857039f2223798b2b58bef19,Pegasus,34.49529266357422
dm-test-c16c9fa34ccae7e2b9e29c3988ccb74974c4b3c0,Pegasus,60.12009048461914
dm-test-096e418a953af86df0d1560bec95bc7bfee2e34b,Pegasus,47.8287353515625
dm-test-02c955067d00f38b6978b805d5a8701a787f78ac,Pegasus,133.08038330078125
dm-test-2cfc33d01364162579f46b2764914a03a29453ce,Pegasus,93.58140563964844
dm-test-808a439a5d83fc47baaea934c8779a7ebc62470d,Pegasus,77.35987854003906
dm-test-9b5a04b9879fe716a2dcd66dd331f99534603c16,Pegasus,95.36921691894531
dm-test-d3c9ce137ba24a69253508b3416630465c050ae4,Pegasus,70.01322937011719
dm-test-26e4e19d945cedcb489f28808c730658139c9415,Pegasus,80.84741973876953
dm-test-4f3b35b540ba05f0f82d71a694ec23dde4dc3e01,Pegasus,91.01911926269531
dm-test-2abe0f81f5b22c8a406165717e3bd7fce6fe47c6,Pegasus,54.10321044921875
cnn-test-5139ccfabee55ddb83e7937f5802c0a67aee8975,Pegasus,64.7891616821289
dm-test-051db270afc32571a08c15124330efe89d80fea8,Pegasus,89.67697143554688
dm-test-b1f6faac3f406edca1e0cad8cce1319c83e62605,Pegasus,73.43130493164062
dm-test-c6667409fcdea2c89ba9f0d3a72c50e3967b4b1b,Pegasus,77.10880279541016
cnn-test-bcdb32ae644040a721da880fff9c1d502048cd8b,Pegasus,58.61458206176758
dm-test-46609841ffd23e9c22d1507edf7b176ecc4d834f,Pegasus,65.0491943359375
dm-test-2a48112ddee712f2364f128076cb2db555a043b1,Pegasus,64.36773681640625
dm-test-fadabe346fe95d33eee71299e6596754768f5246,Pegasus,125.59088134765625
dm-test-f468efac7b3c54f8c42c2c81dff108c52ebe0d7d,Pegasus,49.91572570800781
cnn-test-88c2481234e763c9bbc68d0ab1be1d2375c1349a,Pegasus,88.56644439697266
dm-test-6372eff07fd3d6f578f90d6115e01747edccc095,Pegasus,127.83051300048828
dm-test-e7d8b6617691ea00d4ddc5fe2b7cbd105ba9a57e,Pegasus,123.34269714355469
cnn-test-404f859482d47c127868964a9a39d1a7645dd2e9,Pegasus,96.07427215576172
dm-test-d83b82a9cd504218e604616be3f3c3928e3428b8,Pegasus,84.40568542480469
dm-test-0cd10ad50ceef529d96a255ed12ac9cd001ba9db,Pegasus,82.23394775390625
dm-test-632cfdb03aacd90a34a470f6a70b47eee62ec5f0,Pegasus,90.9106216430664
dm-test-c50d33e9749e7bb484d9b69c4f5fca35a3a50cb5,Pegasus,104.40620422363281
dm-test-2377095dda83df778e34304b7a09813808105d3b,Pegasus,103.96953582763672
dm-test-e880fda4c25289f8325574246f0f8ed4ff5eb26b,Pegasus,90.70431518554688
