doc,summarizer,simple_coherence_score
dm-test-d83b82a9cd504218e604616be3f3c3928e3428b8,BanditSum,0.06635700166225433
dm-test-0cd10ad50ceef529d96a255ed12ac9cd001ba9db,BanditSum,0.7248050570487976
dm-test-632cfdb03aacd90a34a470f6a70b47eee62ec5f0,BanditSum,0.6487275958061218
dm-test-c50d33e9749e7bb484d9b69c4f5fca35a3a50cb5,BanditSum,0.1403215080499649
dm-test-2377095dda83df778e34304b7a09813808105d3b,BanditSum,0.1389893740415573
dm-test-e880fda4c25289f8325574246f0f8ed4ff5eb26b,BanditSum,0.9997881054878235
dm-test-8764fb95bfad8ee849274873a92fb8d6b400eee2,LEAD-3,0.6732732057571411
dm-test-f26d8400ae49b90d109c165d0f44b8f6ca253c08,LEAD-3,0.6113550662994385
dm-test-207df192edc1836250b69d1bc5b9e6a38206eb78,LEAD-3,0.9994081258773804
dm-test-0f0789390d67698283cc87b2e046b5c5cd77edb7,LEAD-3,0.6877420544624329
cnn-test-fbbafa743a8c2ecd2cedf65c6c61956b2db8ec5c,LEAD-3,0.6990443468093872
dm-test-f37fd6e9b6cc18a7132568e307ef3b130931e809,LEAD-3,0.7742979526519775
dm-test-14c813567696f4e63a39993c09d4edb454036179,LEAD-3,0.7082110643386841
dm-test-e470f0a87d7513bf880412524332047020422c3f,LEAD-3,0.6567627787590027
dm-test-2c37d44d03ce2e91310339d884d33ee5aabf9abc,LEAD-3,0.723760187625885
dm-test-e428e25bbf8e06643154ce31b7c6fab64c81e857,LEAD-3,0.5917685627937317
dm-test-0783c68a744df6afa009d16e72709f2b4d90dea1,LEAD-3,0.688956081867218
dm-test-eeef09d26cf30c2124c0399b08eedc6321fe5d20,LEAD-3,0.7540494799613953
cnn-test-b1c3fc03a2b74cf4c79844c1fe2fdce70a8a436e,LEAD-3,0.6245549321174622
dm-test-9afda3cde191a883d8c166ceb5765eb53205d8f4,LEAD-3,0.7441510558128357
dm-test-4fb64a2298e18626db776fccf834be87388827e0,LEAD-3,0.7032420039176941
dm-test-03e271b4305517e02c9ead82d57327d32b99102e,LEAD-3,0.6605356931686401
dm-test-bd4684a0f5af5dd6ac88d2fb50f902bd7f10217b,LEAD-3,0.7118958830833435
dm-test-9d0fcbd873927674d12aafce4ae7754fd591d4e2,LEAD-3,0.6840280294418335
dm-test-9b1af0f993d78353ebd56a1b180e882e751527b3,LEAD-3,0.6698822379112244
cnn-test-d75b043ebefc3098aea84d92bb8bec0f509b1563,LEAD-3,0.6684305667877197
cnn-test-e2bccd4dec93c9bb7b327827dae004c2d494ec31,LEAD-3,0.9997362494468689
dm-test-54b857a66cbd8473d6732e5da52d48612e636a37,LEAD-3,0.6594337821006775
dm-test-2c6695b438980783754f7db28129ec2fbb3e6e21,LEAD-3,0.663229763507843
dm-test-2cf8c2d1d2ceb1980249f77e703f9039e63799d0,LEAD-3,0.6645135879516602
dm-test-b5bc2ae78441e4ac08fb01823d5fc0f1627c3166,LEAD-3,0.6891381740570068
dm-test-130ff8f2dfb6ab67861d5924b0ff5acd63c7d8ce,LEAD-3,0.7002618312835693
dm-test-4001b252a072ac149c70840b22299cc6cfab3bae,LEAD-3,0.7350596189498901
dm-test-cf4ba8f94f2dd5604eb8f8a4e655c10cf0996365,LEAD-3,0.9996381998062134
dm-test-8e6c8aec6808f66ed0342e128a4e146f3ecd627d,LEAD-3,0.5793560743331909
dm-test-b5925c1a02fa9a8f6b1d5ad764c19a732deac0df,LEAD-3,0.716678261756897
dm-test-3785743303ddb8b594be7c449a37458b99e83812,LEAD-3,0.7283120155334473
dm-test-6721edf88c95f480a4db2c63649dbb03736aeadf,LEAD-3,0.6672734618186951
dm-test-7cba80e83b222801fed8d6f96e8c0aa381c54b28,LEAD-3,0.6819441318511963
dm-test-97bbda7ec22a736cd174b51513c72a6372d13d35,LEAD-3,0.7364057302474976
dm-test-3ba3bde4a1440134bb38ec22ba50db59986b544c,LEAD-3,0.7376660108566284
dm-test-4e0de0ec6d5b9df174f54d03158de8f30aac861f,LEAD-3,0.6859304904937744
dm-test-8bc8f134bc3ceaeec0df8f29e96e13d319717ab8,LEAD-3,0.7108128666877747
dm-test-6f027d030f9ca86446dc893f1d10ced4c9a3561f,LEAD-3,0.74122554063797
dm-test-e43eef75de38d246db9d80216ca9f5487215a78b,LEAD-3,0.757379949092865
dm-test-81bd721b16cad47dfd8d24baca5b30b006291db2,LEAD-3,0.7239012718200684
cnn-test-a02e362c5b8f049848ce718b37b96117485461cf,LEAD-3,0.7697822451591492
dm-test-dea0ed2e587495e516ac85056e21a2076a9a993c,LEAD-3,0.9997240900993347
dm-test-5be0a9584b051175d9f4842a143b76385335d96a,LEAD-3,0.7233092784881592
dm-test-d89de9c2a76f2665560becfe5d761a4fc62b9926,LEAD-3,0.5743888020515442
dm-test-8b59fa7715418c4bcc0d50e3caeb239129de453e,LEAD-3,0.791390597820282
dm-test-1747dcd6a007ee97954b6b10cde549bf82f6a4eb,LEAD-3,0.7211369872093201
cnn-test-e49792c337d3f4c13e22f710efa44cf6a4e59aba,LEAD-3,0.6970533132553101
dm-test-d296270ab4a4cf20f2d9c1aae7514687806f2b35,LEAD-3,0.9996401071548462
cnn-test-b8b6e729fff27c4eef87887e61d3448de9c063f6,LEAD-3,0.6859875917434692
dm-test-9beaaf73e4517d5bf1bc284f386485d571da96cf,LEAD-3,0.7001804709434509
dm-test-4a593dc4c7e0b4d09bfdc66bb315c47b54eb15df,LEAD-3,0.6843317151069641
dm-test-18243373494a1722ddcd162ec67b63dd749633ab,LEAD-3,0.7618693113327026
dm-test-998cb27197db1fd299aff3322ac041ba4bf1148f,LEAD-3,0.6878763437271118
dm-test-2feca9acf532e33f1ab7442c442c8e19787d8d7b,LEAD-3,0.6943225860595703
dm-test-8b51a10370a1219137e231192e65b9cd52238ea6,LEAD-3,0.6148326992988586
dm-test-31114653cd606fd3f4b1035f98dedd71f8282cd2,LEAD-3,0.6957138180732727
dm-test-0cdd7cdb5d99c36f25f1f4fa0e962d558f7ff07b,LEAD-3,0.7734599709510803
dm-test-f5fead94ee884800e84a212cc0edc78b11c4ba9f,LEAD-3,0.6767902374267578
dm-test-36352fd1c61fd0c593ee7b84cbe213aa9b444439,LEAD-3,0.6778807044029236
dm-test-a3b6201aca77b5bdaa5df02d6acee2be66233237,LEAD-3,0.651893675327301
cnn-test-c05bda9b387ec8ae43803170b6f59b4b82505db9,LEAD-3,0.6891937255859375
dm-test-6c1341bedf92a304318545fbf1aad88651de7909,LEAD-3,0.7165262699127197
dm-test-1749a22e2b6facaa057213cb9b33261b319bbd2b,LEAD-3,0.7441571354866028
dm-test-b255397ee863bd8faf9def57c0f76769153d905e,LEAD-3,0.7004152536392212
dm-test-e06ff0eb7c4fa4416fda84a9a239b15480c5a9d9,LEAD-3,0.6431290507316589
dm-test-d680ebcdcd59fd5ee9b602a06bcd5230c212835b,LEAD-3,0.6781510710716248
dm-test-155754e1f2bc83f6836af78703edd4d00f19f381,LEAD-3,0.6713840961456299
dm-test-23e8c1d71474d239aa9ae37b9a05031b0054b8ce,LEAD-3,0.7250558733940125
cnn-test-4761dc6d8bdf56b9ada97104113dd1bcf4aed3f1,LEAD-3,0.7443099021911621
dm-test-8847383b72167c3f3dd2161b5b091b580c8f4da7,LEAD-3,0.6864237189292908
dm-test-801763443e6c73e3857039f2223798b2b58bef19,LEAD-3,0.72214674949646
dm-test-c16c9fa34ccae7e2b9e29c3988ccb74974c4b3c0,LEAD-3,0.76423579454422
dm-test-096e418a953af86df0d1560bec95bc7bfee2e34b,LEAD-3,0.8102737665176392
dm-test-02c955067d00f38b6978b805d5a8701a787f78ac,LEAD-3,0.6841244697570801
dm-test-2cfc33d01364162579f46b2764914a03a29453ce,LEAD-3,0.7073087692260742
dm-test-808a439a5d83fc47baaea934c8779a7ebc62470d,LEAD-3,0.737113356590271
dm-test-9b5a04b9879fe716a2dcd66dd331f99534603c16,LEAD-3,0.7079963088035583
dm-test-d3c9ce137ba24a69253508b3416630465c050ae4,LEAD-3,0.7829177975654602
dm-test-26e4e19d945cedcb489f28808c730658139c9415,LEAD-3,0.7099490761756897
dm-test-4f3b35b540ba05f0f82d71a694ec23dde4dc3e01,LEAD-3,0.632002592086792
dm-test-2abe0f81f5b22c8a406165717e3bd7fce6fe47c6,LEAD-3,0.7636165022850037
cnn-test-5139ccfabee55ddb83e7937f5802c0a67aee8975,LEAD-3,0.9993340373039246
dm-test-051db270afc32571a08c15124330efe89d80fea8,LEAD-3,0.7559205889701843
dm-test-b1f6faac3f406edca1e0cad8cce1319c83e62605,LEAD-3,0.7251366972923279
dm-test-c6667409fcdea2c89ba9f0d3a72c50e3967b4b1b,LEAD-3,0.6848291158676147
cnn-test-bcdb32ae644040a721da880fff9c1d502048cd8b,LEAD-3,0.9997357726097107
dm-test-46609841ffd23e9c22d1507edf7b176ecc4d834f,LEAD-3,0.7584609389305115
dm-test-2a48112ddee712f2364f128076cb2db555a043b1,LEAD-3,0.6985167264938354
dm-test-fadabe346fe95d33eee71299e6596754768f5246,LEAD-3,0.693009614944458
dm-test-f468efac7b3c54f8c42c2c81dff108c52ebe0d7d,LEAD-3,0.6995708346366882
cnn-test-88c2481234e763c9bbc68d0ab1be1d2375c1349a,LEAD-3,0.7172988653182983
dm-test-6372eff07fd3d6f578f90d6115e01747edccc095,LEAD-3,0.6333528161048889
dm-test-e7d8b6617691ea00d4ddc5fe2b7cbd105ba9a57e,LEAD-3,0.9996805191040039
cnn-test-404f859482d47c127868964a9a39d1a7645dd2e9,LEAD-3,0.9996601343154907
dm-test-d83b82a9cd504218e604616be3f3c3928e3428b8,LEAD-3,0.7164638042449951
dm-test-0cd10ad50ceef529d96a255ed12ac9cd001ba9db,LEAD-3,0.7248050570487976
dm-test-632cfdb03aacd90a34a470f6a70b47eee62ec5f0,LEAD-3,0.734381377696991
dm-test-c50d33e9749e7bb484d9b69c4f5fca35a3a50cb5,LEAD-3,0.669241726398468
dm-test-2377095dda83df778e34304b7a09813808105d3b,LEAD-3,0.5651528835296631
dm-test-e880fda4c25289f8325574246f0f8ed4ff5eb26b,LEAD-3,0.9997881054878235
dm-test-8764fb95bfad8ee849274873a92fb8d6b400eee2,Pegasus,0.7698056697845459
dm-test-f26d8400ae49b90d109c165d0f44b8f6ca253c08,Pegasus,0.6767029166221619
dm-test-207df192edc1836250b69d1bc5b9e6a38206eb78,Pegasus,0.6897179484367371
dm-test-0f0789390d67698283cc87b2e046b5c5cd77edb7,Pegasus,0.5774793028831482
cnn-test-fbbafa743a8c2ecd2cedf65c6c61956b2db8ec5c,Pegasus,0.6494631767272949
dm-test-f37fd6e9b6cc18a7132568e307ef3b130931e809,Pegasus,0.6989280581474304
dm-test-14c813567696f4e63a39993c09d4edb454036179,Pegasus,0.7954248189926147
dm-test-e470f0a87d7513bf880412524332047020422c3f,Pegasus,0.31464651226997375
dm-test-2c37d44d03ce2e91310339d884d33ee5aabf9abc,Pegasus,0.8039652705192566
dm-test-e428e25bbf8e06643154ce31b7c6fab64c81e857,Pegasus,0.6172044277191162
dm-test-0783c68a744df6afa009d16e72709f2b4d90dea1,Pegasus,0.9996317625045776
dm-test-eeef09d26cf30c2124c0399b08eedc6321fe5d20,Pegasus,0.622085452079773
cnn-test-b1c3fc03a2b74cf4c79844c1fe2fdce70a8a436e,Pegasus,0.8254465460777283
dm-test-9afda3cde191a883d8c166ceb5765eb53205d8f4,Pegasus,0.5433205366134644
dm-test-4fb64a2298e18626db776fccf834be87388827e0,Pegasus,0.7074375748634338
dm-test-03e271b4305517e02c9ead82d57327d32b99102e,Pegasus,0.6750237941741943
dm-test-bd4684a0f5af5dd6ac88d2fb50f902bd7f10217b,Pegasus,0.6041316390037537
dm-test-9d0fcbd873927674d12aafce4ae7754fd591d4e2,Pegasus,0.07429799437522888
dm-test-9b1af0f993d78353ebd56a1b180e882e751527b3,Pegasus,0.7822398543357849
cnn-test-d75b043ebefc3098aea84d92bb8bec0f509b1563,Pegasus,0.7376729846000671
cnn-test-e2bccd4dec93c9bb7b327827dae004c2d494ec31,Pegasus,0.6949852108955383
dm-test-54b857a66cbd8473d6732e5da52d48612e636a37,Pegasus,0.6021369099617004
dm-test-2c6695b438980783754f7db28129ec2fbb3e6e21,Pegasus,0.7424477338790894
dm-test-2cf8c2d1d2ceb1980249f77e703f9039e63799d0,Pegasus,0.6990732550621033
dm-test-b5bc2ae78441e4ac08fb01823d5fc0f1627c3166,Pegasus,0.6371822953224182
dm-test-130ff8f2dfb6ab67861d5924b0ff5acd63c7d8ce,Pegasus,0.6214660406112671
dm-test-4001b252a072ac149c70840b22299cc6cfab3bae,Pegasus,0.5883693099021912
dm-test-cf4ba8f94f2dd5604eb8f8a4e655c10cf0996365,Pegasus,0.8457024693489075
dm-test-8e6c8aec6808f66ed0342e128a4e146f3ecd627d,Pegasus,0.7374094128608704
dm-test-b5925c1a02fa9a8f6b1d5ad764c19a732deac0df,Pegasus,0.6782671213150024
dm-test-3785743303ddb8b594be7c449a37458b99e83812,Pegasus,0.7156637907028198
dm-test-6721edf88c95f480a4db2c63649dbb03736aeadf,Pegasus,0.6311624050140381
dm-test-7cba80e83b222801fed8d6f96e8c0aa381c54b28,Pegasus,0.574079155921936
dm-test-97bbda7ec22a736cd174b51513c72a6372d13d35,Pegasus,0.41390299797058105
dm-test-3ba3bde4a1440134bb38ec22ba50db59986b544c,Pegasus,0.623968780040741
dm-test-4e0de0ec6d5b9df174f54d03158de8f30aac861f,Pegasus,0.6209312081336975
dm-test-8bc8f134bc3ceaeec0df8f29e96e13d319717ab8,Pegasus,0.6605787873268127
dm-test-6f027d030f9ca86446dc893f1d10ced4c9a3561f,Pegasus,0.7558519244194031
dm-test-e43eef75de38d246db9d80216ca9f5487215a78b,Pegasus,0.6285119652748108
dm-test-81bd721b16cad47dfd8d24baca5b30b006291db2,Pegasus,0.720703661441803
cnn-test-a02e362c5b8f049848ce718b37b96117485461cf,Pegasus,0.676253616809845
dm-test-dea0ed2e587495e516ac85056e21a2076a9a993c,Pegasus,0.9060148000717163
dm-test-5be0a9584b051175d9f4842a143b76385335d96a,Pegasus,0.76197350025177
dm-test-d89de9c2a76f2665560becfe5d761a4fc62b9926,Pegasus,0.5623838901519775
dm-test-8b59fa7715418c4bcc0d50e3caeb239129de453e,Pegasus,0.7254059910774231
dm-test-1747dcd6a007ee97954b6b10cde549bf82f6a4eb,Pegasus,0.565298318862915
cnn-test-e49792c337d3f4c13e22f710efa44cf6a4e59aba,Pegasus,0.6919847130775452
dm-test-d296270ab4a4cf20f2d9c1aae7514687806f2b35,Pegasus,0.7009091377258301
cnn-test-b8b6e729fff27c4eef87887e61d3448de9c063f6,Pegasus,0.5708500742912292
dm-test-9beaaf73e4517d5bf1bc284f386485d571da96cf,Pegasus,0.7103241086006165
dm-test-4a593dc4c7e0b4d09bfdc66bb315c47b54eb15df,Pegasus,0.728197455406189
dm-test-18243373494a1722ddcd162ec67b63dd749633ab,Pegasus,0.6456657648086548
dm-test-998cb27197db1fd299aff3322ac041ba4bf1148f,Pegasus,0.67197585105896
dm-test-2feca9acf532e33f1ab7442c442c8e19787d8d7b,Pegasus,0.6869058012962341
dm-test-8b51a10370a1219137e231192e65b9cd52238ea6,Pegasus,0.5425398945808411
dm-test-31114653cd606fd3f4b1035f98dedd71f8282cd2,Pegasus,0.601987898349762
dm-test-0cdd7cdb5d99c36f25f1f4fa0e962d558f7ff07b,Pegasus,0.8057151436805725
dm-test-f5fead94ee884800e84a212cc0edc78b11c4ba9f,Pegasus,0.6624862551689148
dm-test-36352fd1c61fd0c593ee7b84cbe213aa9b444439,Pegasus,0.662833034992218
dm-test-a3b6201aca77b5bdaa5df02d6acee2be66233237,Pegasus,0.4710477292537689
cnn-test-c05bda9b387ec8ae43803170b6f59b4b82505db9,Pegasus,0.6306798458099365
dm-test-6c1341bedf92a304318545fbf1aad88651de7909,Pegasus,0.8356108665466309
dm-test-1749a22e2b6facaa057213cb9b33261b319bbd2b,Pegasus,0.7651066780090332
dm-test-b255397ee863bd8faf9def57c0f76769153d905e,Pegasus,0.8189905881881714
dm-test-e06ff0eb7c4fa4416fda84a9a239b15480c5a9d9,Pegasus,0.3686459958553314
dm-test-d680ebcdcd59fd5ee9b602a06bcd5230c212835b,Pegasus,0.7095749378204346
dm-test-155754e1f2bc83f6836af78703edd4d00f19f381,Pegasus,0.9993935823440552
dm-test-23e8c1d71474d239aa9ae37b9a05031b0054b8ce,Pegasus,0.6786680221557617
cnn-test-4761dc6d8bdf56b9ada97104113dd1bcf4aed3f1,Pegasus,0.5959314107894897
dm-test-8847383b72167c3f3dd2161b5b091b580c8f4da7,Pegasus,0.7147037386894226
dm-test-801763443e6c73e3857039f2223798b2b58bef19,Pegasus,0.7214754223823547
dm-test-c16c9fa34ccae7e2b9e29c3988ccb74974c4b3c0,Pegasus,0.6902665495872498
dm-test-096e418a953af86df0d1560bec95bc7bfee2e34b,Pegasus,0.7152279019355774
dm-test-02c955067d00f38b6978b805d5a8701a787f78ac,Pegasus,0.9997193217277527
dm-test-2cfc33d01364162579f46b2764914a03a29453ce,Pegasus,0.6250168085098267
dm-test-808a439a5d83fc47baaea934c8779a7ebc62470d,Pegasus,0.6021694540977478
dm-test-9b5a04b9879fe716a2dcd66dd331f99534603c16,Pegasus,0.7112603783607483
dm-test-d3c9ce137ba24a69253508b3416630465c050ae4,Pegasus,0.7038997411727905
dm-test-26e4e19d945cedcb489f28808c730658139c9415,Pegasus,0.1831299513578415
dm-test-4f3b35b540ba05f0f82d71a694ec23dde4dc3e01,Pegasus,0.5195730924606323
dm-test-2abe0f81f5b22c8a406165717e3bd7fce6fe47c6,Pegasus,0.8798966407775879
cnn-test-5139ccfabee55ddb83e7937f5802c0a67aee8975,Pegasus,0.9993947744369507
dm-test-051db270afc32571a08c15124330efe89d80fea8,Pegasus,0.5880667567253113
dm-test-b1f6faac3f406edca1e0cad8cce1319c83e62605,Pegasus,0.784348726272583
dm-test-c6667409fcdea2c89ba9f0d3a72c50e3967b4b1b,Pegasus,0.7254348397254944
cnn-test-bcdb32ae644040a721da880fff9c1d502048cd8b,Pegasus,0.533062219619751
dm-test-46609841ffd23e9c22d1507edf7b176ecc4d834f,Pegasus,0.6267185807228088
dm-test-2a48112ddee712f2364f128076cb2db555a043b1,Pegasus,0.6509866118431091
dm-test-fadabe346fe95d33eee71299e6596754768f5246,Pegasus,0.621993362903595
dm-test-f468efac7b3c54f8c42c2c81dff108c52ebe0d7d,Pegasus,0.3822396695613861
cnn-test-88c2481234e763c9bbc68d0ab1be1d2375c1349a,Pegasus,0.6875922679901123
dm-test-6372eff07fd3d6f578f90d6115e01747edccc095,Pegasus,0.8183718919754028
dm-test-e7d8b6617691ea00d4ddc5fe2b7cbd105ba9a57e,Pegasus,0.5284728407859802
cnn-test-404f859482d47c127868964a9a39d1a7645dd2e9,Pegasus,0.9995236396789551
