doc,summarizer,score
dm-test-cf4ba8f94f2dd5604eb8f8a4e655c10cf0996365,BanditSum,0.020456726
dm-test-8e6c8aec6808f66ed0342e128a4e146f3ecd627d,BanditSum,0.0046575414
dm-test-b5925c1a02fa9a8f6b1d5ad764c19a732deac0df,BanditSum,-0.019076576
dm-test-3785743303ddb8b594be7c449a37458b99e83812,BanditSum,0.005224032
dm-test-6721edf88c95f480a4db2c63649dbb03736aeadf,BanditSum,-0.017596273
dm-test-7cba80e83b222801fed8d6f96e8c0aa381c54b28,BanditSum,0.01855711
dm-test-97bbda7ec22a736cd174b51513c72a6372d13d35,BanditSum,-0.01907858
dm-test-3ba3bde4a1440134bb38ec22ba50db59986b544c,BanditSum,0.0008648252
dm-test-4e0de0ec6d5b9df174f54d03158de8f30aac861f,BanditSum,-0.017724756
dm-test-8bc8f134bc3ceaeec0df8f29e96e13d319717ab8,BanditSum,0.005166749
dm-test-6f027d030f9ca86446dc893f1d10ced4c9a3561f,BanditSum,0.021206932
dm-test-e43eef75de38d246db9d80216ca9f5487215a78b,BanditSum,0.03597192
dm-test-81bd721b16cad47dfd8d24baca5b30b006291db2,BanditSum,-0.0019149319
cnn-test-a02e362c5b8f049848ce718b37b96117485461cf,BanditSum,0.021268014
dm-test-dea0ed2e587495e516ac85056e21a2076a9a993c,BanditSum,-0.011973882
dm-test-5be0a9584b051175d9f4842a143b76385335d96a,BanditSum,0.013951129
dm-test-d89de9c2a76f2665560becfe5d761a4fc62b9926,BanditSum,-0.0061853793
dm-test-8b59fa7715418c4bcc0d50e3caeb239129de453e,BanditSum,0.0010417616
dm-test-1747dcd6a007ee97954b6b10cde549bf82f6a4eb,BanditSum,-0.018921368
cnn-test-e49792c337d3f4c13e22f710efa44cf6a4e59aba,BanditSum,-0.0020603044
dm-test-d296270ab4a4cf20f2d9c1aae7514687806f2b35,BanditSum,-0.011541187
cnn-test-b8b6e729fff27c4eef87887e61d3448de9c063f6,BanditSum,-0.00011195196
dm-test-9beaaf73e4517d5bf1bc284f386485d571da96cf,BanditSum,-0.0067390827
dm-test-4a593dc4c7e0b4d09bfdc66bb315c47b54eb15df,BanditSum,0.013190916
dm-test-18243373494a1722ddcd162ec67b63dd749633ab,BanditSum,-0.022982344
dm-test-998cb27197db1fd299aff3322ac041ba4bf1148f,BanditSum,0.006157448
dm-test-2feca9acf532e33f1ab7442c442c8e19787d8d7b,BanditSum,0.010032311
dm-test-8b51a10370a1219137e231192e65b9cd52238ea6,BanditSum,0.0021721753
dm-test-31114653cd606fd3f4b1035f98dedd71f8282cd2,BanditSum,-0.002931381
dm-test-0cdd7cdb5d99c36f25f1f4fa0e962d558f7ff07b,BanditSum,-0.011923732
dm-test-f5fead94ee884800e84a212cc0edc78b11c4ba9f,BanditSum,0.0059635895
dm-test-36352fd1c61fd0c593ee7b84cbe213aa9b444439,BanditSum,0.028428681
dm-test-a3b6201aca77b5bdaa5df02d6acee2be66233237,BanditSum,-0.019929042
cnn-test-c05bda9b387ec8ae43803170b6f59b4b82505db9,BanditSum,-0.01785681
dm-test-6c1341bedf92a304318545fbf1aad88651de7909,BanditSum,0.0060660015
dm-test-1749a22e2b6facaa057213cb9b33261b319bbd2b,BanditSum,0.014166974
dm-test-b255397ee863bd8faf9def57c0f76769153d905e,BanditSum,0.0010966053
dm-test-e06ff0eb7c4fa4416fda84a9a239b15480c5a9d9,BanditSum,0.0021517617
dm-test-d680ebcdcd59fd5ee9b602a06bcd5230c212835b,BanditSum,-0.0066639846
dm-test-155754e1f2bc83f6836af78703edd4d00f19f381,BanditSum,0.005571385
dm-test-23e8c1d71474d239aa9ae37b9a05031b0054b8ce,BanditSum,-0.011529224
cnn-test-4761dc6d8bdf56b9ada97104113dd1bcf4aed3f1,BanditSum,-0.018077953
dm-test-8847383b72167c3f3dd2161b5b091b580c8f4da7,BanditSum,-0.025335474
dm-test-801763443e6c73e3857039f2223798b2b58bef19,BanditSum,-0.004968387
dm-test-c16c9fa34ccae7e2b9e29c3988ccb74974c4b3c0,BanditSum,0.029486269
dm-test-096e418a953af86df0d1560bec95bc7bfee2e34b,BanditSum,-0.0006009978
dm-test-02c955067d00f38b6978b805d5a8701a787f78ac,BanditSum,-0.012300466
dm-test-2cfc33d01364162579f46b2764914a03a29453ce,BanditSum,-0.018313268
dm-test-808a439a5d83fc47baaea934c8779a7ebc62470d,BanditSum,-0.015472075
dm-test-9b5a04b9879fe716a2dcd66dd331f99534603c16,BanditSum,0.002850351
dm-test-d3c9ce137ba24a69253508b3416630465c050ae4,BanditSum,0.0060761254
dm-test-26e4e19d945cedcb489f28808c730658139c9415,BanditSum,-0.0060354695
dm-test-4f3b35b540ba05f0f82d71a694ec23dde4dc3e01,BanditSum,-0.011747348
dm-test-2abe0f81f5b22c8a406165717e3bd7fce6fe47c6,BanditSum,-0.0052530356
cnn-test-5139ccfabee55ddb83e7937f5802c0a67aee8975,BanditSum,-0.0116597675
dm-test-051db270afc32571a08c15124330efe89d80fea8,BanditSum,-0.018617297
dm-test-b1f6faac3f406edca1e0cad8cce1319c83e62605,BanditSum,-0.017370952
dm-test-c6667409fcdea2c89ba9f0d3a72c50e3967b4b1b,BanditSum,-0.010331167
cnn-test-bcdb32ae644040a721da880fff9c1d502048cd8b,BanditSum,0.0018380024
dm-test-46609841ffd23e9c22d1507edf7b176ecc4d834f,BanditSum,0.0060608312
dm-test-2a48112ddee712f2364f128076cb2db555a043b1,BanditSum,0.0151028475
dm-test-fadabe346fe95d33eee71299e6596754768f5246,BanditSum,0.014731237
dm-test-f468efac7b3c54f8c42c2c81dff108c52ebe0d7d,BanditSum,0.01807193
cnn-test-88c2481234e763c9bbc68d0ab1be1d2375c1349a,BanditSum,0.0063407193
dm-test-6372eff07fd3d6f578f90d6115e01747edccc095,BanditSum,-0.0069158296
dm-test-e7d8b6617691ea00d4ddc5fe2b7cbd105ba9a57e,BanditSum,-0.0021357243
cnn-test-404f859482d47c127868964a9a39d1a7645dd2e9,BanditSum,0.0016425792
dm-test-d83b82a9cd504218e604616be3f3c3928e3428b8,BanditSum,0.013944294
dm-test-0cd10ad50ceef529d96a255ed12ac9cd001ba9db,BanditSum,-0.003018742
dm-test-632cfdb03aacd90a34a470f6a70b47eee62ec5f0,BanditSum,0.018398363
dm-test-c50d33e9749e7bb484d9b69c4f5fca35a3a50cb5,BanditSum,0.009849692
dm-test-2377095dda83df778e34304b7a09813808105d3b,BanditSum,-0.017435554
dm-test-e880fda4c25289f8325574246f0f8ed4ff5eb26b,BanditSum,-0.019117013
dm-test-8764fb95bfad8ee849274873a92fb8d6b400eee2,LEAD-3,0.01871906
dm-test-f26d8400ae49b90d109c165d0f44b8f6ca253c08,LEAD-3,-0.022818575
dm-test-207df192edc1836250b69d1bc5b9e6a38206eb78,LEAD-3,0.0021226304
dm-test-0f0789390d67698283cc87b2e046b5c5cd77edb7,LEAD-3,0.0008840966
cnn-test-fbbafa743a8c2ecd2cedf65c6c61956b2db8ec5c,LEAD-3,0.010567173
dm-test-f37fd6e9b6cc18a7132568e307ef3b130931e809,LEAD-3,0.006722973
dm-test-14c813567696f4e63a39993c09d4edb454036179,LEAD-3,-0.0024669636
dm-test-e470f0a87d7513bf880412524332047020422c3f,LEAD-3,-0.023905765
dm-test-2c37d44d03ce2e91310339d884d33ee5aabf9abc,LEAD-3,-0.011433089
dm-test-e428e25bbf8e06643154ce31b7c6fab64c81e857,LEAD-3,0.014319943
dm-test-0783c68a744df6afa009d16e72709f2b4d90dea1,LEAD-3,-0.0034628022
dm-test-eeef09d26cf30c2124c0399b08eedc6321fe5d20,LEAD-3,-0.0061695026
cnn-test-b1c3fc03a2b74cf4c79844c1fe2fdce70a8a436e,LEAD-3,-0.023508843
dm-test-9afda3cde191a883d8c166ceb5765eb53205d8f4,LEAD-3,-0.025267689
dm-test-4fb64a2298e18626db776fccf834be87388827e0,LEAD-3,-0.014984027
dm-test-03e271b4305517e02c9ead82d57327d32b99102e,LEAD-3,-0.011521289
dm-test-bd4684a0f5af5dd6ac88d2fb50f902bd7f10217b,LEAD-3,0.0057616127
dm-test-9d0fcbd873927674d12aafce4ae7754fd591d4e2,LEAD-3,-0.010503458
dm-test-9b1af0f993d78353ebd56a1b180e882e751527b3,LEAD-3,-0.006076896
cnn-test-d75b043ebefc3098aea84d92bb8bec0f509b1563,LEAD-3,-0.023355357
cnn-test-e2bccd4dec93c9bb7b327827dae004c2d494ec31,LEAD-3,-0.01935217
dm-test-54b857a66cbd8473d6732e5da52d48612e636a37,LEAD-3,-0.005740759
dm-test-2c6695b438980783754f7db28129ec2fbb3e6e21,LEAD-3,-0.02082825
dm-test-2cf8c2d1d2ceb1980249f77e703f9039e63799d0,LEAD-3,0.014260905
dm-test-b5bc2ae78441e4ac08fb01823d5fc0f1627c3166,LEAD-3,-0.018998517
dm-test-130ff8f2dfb6ab67861d5924b0ff5acd63c7d8ce,LEAD-3,-0.025093913
dm-test-4001b252a072ac149c70840b22299cc6cfab3bae,LEAD-3,-0.019102912
dm-test-cf4ba8f94f2dd5604eb8f8a4e655c10cf0996365,LEAD-3,0.021789346
dm-test-8e6c8aec6808f66ed0342e128a4e146f3ecd627d,LEAD-3,-0.00992788
dm-test-b5925c1a02fa9a8f6b1d5ad764c19a732deac0df,LEAD-3,-0.018939935
dm-test-3785743303ddb8b594be7c449a37458b99e83812,LEAD-3,-0.010297989
dm-test-6721edf88c95f480a4db2c63649dbb03736aeadf,LEAD-3,-0.015331851
dm-test-7cba80e83b222801fed8d6f96e8c0aa381c54b28,LEAD-3,-0.00970999
dm-test-97bbda7ec22a736cd174b51513c72a6372d13d35,LEAD-3,-0.015609907
dm-test-3ba3bde4a1440134bb38ec22ba50db59986b544c,LEAD-3,-0.012041062
dm-test-4e0de0ec6d5b9df174f54d03158de8f30aac861f,LEAD-3,-0.022361683
dm-test-8bc8f134bc3ceaeec0df8f29e96e13d319717ab8,LEAD-3,-0.008873569
dm-test-6f027d030f9ca86446dc893f1d10ced4c9a3561f,LEAD-3,-0.011416661
dm-test-e43eef75de38d246db9d80216ca9f5487215a78b,LEAD-3,0.010341597
dm-test-81bd721b16cad47dfd8d24baca5b30b006291db2,LEAD-3,-0.009143169
cnn-test-a02e362c5b8f049848ce718b37b96117485461cf,LEAD-3,0.009666325
dm-test-dea0ed2e587495e516ac85056e21a2076a9a993c,LEAD-3,-0.011973882
dm-test-5be0a9584b051175d9f4842a143b76385335d96a,LEAD-3,-0.02489669
dm-test-d89de9c2a76f2665560becfe5d761a4fc62b9926,LEAD-3,0.010312166
dm-test-8b59fa7715418c4bcc0d50e3caeb239129de453e,LEAD-3,-0.01789919
dm-test-1747dcd6a007ee97954b6b10cde549bf82f6a4eb,LEAD-3,-0.019731062
cnn-test-e49792c337d3f4c13e22f710efa44cf6a4e59aba,LEAD-3,-0.0052545937
dm-test-d296270ab4a4cf20f2d9c1aae7514687806f2b35,LEAD-3,-0.011541187
cnn-test-b8b6e729fff27c4eef87887e61d3448de9c063f6,LEAD-3,-0.01566859
dm-test-9beaaf73e4517d5bf1bc284f386485d571da96cf,LEAD-3,-0.0067390827
dm-test-4a593dc4c7e0b4d09bfdc66bb315c47b54eb15df,LEAD-3,-0.02358445
dm-test-18243373494a1722ddcd162ec67b63dd749633ab,LEAD-3,-0.017485432
dm-test-998cb27197db1fd299aff3322ac041ba4bf1148f,LEAD-3,0.01040848
dm-test-2feca9acf532e33f1ab7442c442c8e19787d8d7b,LEAD-3,-0.005957951
dm-test-8b51a10370a1219137e231192e65b9cd52238ea6,LEAD-3,0.021243194
dm-test-31114653cd606fd3f4b1035f98dedd71f8282cd2,LEAD-3,-0.019619443
dm-test-0cdd7cdb5d99c36f25f1f4fa0e962d558f7ff07b,LEAD-3,-0.023479642
dm-test-f5fead94ee884800e84a212cc0edc78b11c4ba9f,LEAD-3,-0.010061596
dm-test-36352fd1c61fd0c593ee7b84cbe213aa9b444439,LEAD-3,-0.0062941755
dm-test-a3b6201aca77b5bdaa5df02d6acee2be66233237,LEAD-3,-0.019929042
cnn-test-c05bda9b387ec8ae43803170b6f59b4b82505db9,LEAD-3,-0.01867532
dm-test-6c1341bedf92a304318545fbf1aad88651de7909,LEAD-3,0.0055440227
dm-test-1749a22e2b6facaa057213cb9b33261b319bbd2b,LEAD-3,-0.0060471846
dm-test-b255397ee863bd8faf9def57c0f76769153d905e,LEAD-3,0.0010966053
dm-test-e06ff0eb7c4fa4416fda84a9a239b15480c5a9d9,LEAD-3,0.014548992
dm-test-d680ebcdcd59fd5ee9b602a06bcd5230c212835b,LEAD-3,-0.0066639846
dm-test-155754e1f2bc83f6836af78703edd4d00f19f381,LEAD-3,-0.018815072
dm-test-23e8c1d71474d239aa9ae37b9a05031b0054b8ce,LEAD-3,-0.011529224
cnn-test-4761dc6d8bdf56b9ada97104113dd1bcf4aed3f1,LEAD-3,-0.023153394
dm-test-8847383b72167c3f3dd2161b5b091b580c8f4da7,LEAD-3,-0.025335474
dm-test-801763443e6c73e3857039f2223798b2b58bef19,LEAD-3,-0.004968387
dm-test-c16c9fa34ccae7e2b9e29c3988ccb74974c4b3c0,LEAD-3,-0.009815941
dm-test-096e418a953af86df0d1560bec95bc7bfee2e34b,LEAD-3,-0.022956543
dm-test-02c955067d00f38b6978b805d5a8701a787f78ac,LEAD-3,-0.012300466
dm-test-2cfc33d01364162579f46b2764914a03a29453ce,LEAD-3,-0.024720594
dm-test-808a439a5d83fc47baaea934c8779a7ebc62470d,LEAD-3,-0.01506667
dm-test-9b5a04b9879fe716a2dcd66dd331f99534603c16,LEAD-3,0.002850351
dm-test-d3c9ce137ba24a69253508b3416630465c050ae4,LEAD-3,0.005763812
dm-test-26e4e19d945cedcb489f28808c730658139c9415,LEAD-3,-0.009414039
dm-test-4f3b35b540ba05f0f82d71a694ec23dde4dc3e01,LEAD-3,-0.011747348
dm-test-2abe0f81f5b22c8a406165717e3bd7fce6fe47c6,LEAD-3,-0.0052530356
cnn-test-5139ccfabee55ddb83e7937f5802c0a67aee8975,LEAD-3,-0.0116597675
dm-test-051db270afc32571a08c15124330efe89d80fea8,LEAD-3,-0.018617297
dm-test-b1f6faac3f406edca1e0cad8cce1319c83e62605,LEAD-3,-0.024193965
dm-test-c6667409fcdea2c89ba9f0d3a72c50e3967b4b1b,LEAD-3,-0.02092623
cnn-test-bcdb32ae644040a721da880fff9c1d502048cd8b,LEAD-3,-0.0021477877
dm-test-46609841ffd23e9c22d1507edf7b176ecc4d834f,LEAD-3,0.00026383577
dm-test-2a48112ddee712f2364f128076cb2db555a043b1,LEAD-3,0.0003293613
dm-test-fadabe346fe95d33eee71299e6596754768f5246,LEAD-3,-0.0029473756
dm-test-f468efac7b3c54f8c42c2c81dff108c52ebe0d7d,LEAD-3,-0.026826201
cnn-test-88c2481234e763c9bbc68d0ab1be1d2375c1349a,LEAD-3,-0.012017499
dm-test-6372eff07fd3d6f578f90d6115e01747edccc095,LEAD-3,0.010367892
dm-test-e7d8b6617691ea00d4ddc5fe2b7cbd105ba9a57e,LEAD-3,-0.0023004524
cnn-test-404f859482d47c127868964a9a39d1a7645dd2e9,LEAD-3,0.009531874
dm-test-d83b82a9cd504218e604616be3f3c3928e3428b8,LEAD-3,-0.01836088
dm-test-0cd10ad50ceef529d96a255ed12ac9cd001ba9db,LEAD-3,-0.003018742
dm-test-632cfdb03aacd90a34a470f6a70b47eee62ec5f0,LEAD-3,-0.006422638
dm-test-c50d33e9749e7bb484d9b69c4f5fca35a3a50cb5,LEAD-3,0.009829064
dm-test-2377095dda83df778e34304b7a09813808105d3b,LEAD-3,-0.015224487
dm-test-e880fda4c25289f8325574246f0f8ed4ff5eb26b,LEAD-3,-0.019117013
dm-test-8764fb95bfad8ee849274873a92fb8d6b400eee2,Pegasus,0.018950054
dm-test-f26d8400ae49b90d109c165d0f44b8f6ca253c08,Pegasus,-0.011305917
dm-test-207df192edc1836250b69d1bc5b9e6a38206eb78,Pegasus,0.018108726
dm-test-0f0789390d67698283cc87b2e046b5c5cd77edb7,Pegasus,0.006617262
cnn-test-fbbafa743a8c2ecd2cedf65c6c61956b2db8ec5c,Pegasus,0.022068305
dm-test-f37fd6e9b6cc18a7132568e307ef3b130931e809,Pegasus,-0.015398379
dm-test-14c813567696f4e63a39993c09d4edb454036179,Pegasus,-0.0014326642
dm-test-e470f0a87d7513bf880412524332047020422c3f,Pegasus,0.016282476
dm-test-2c37d44d03ce2e91310339d884d33ee5aabf9abc,Pegasus,0.022305405
dm-test-e428e25bbf8e06643154ce31b7c6fab64c81e857,Pegasus,0.043525778
dm-test-0783c68a744df6afa009d16e72709f2b4d90dea1,Pegasus,0.006405399
dm-test-eeef09d26cf30c2124c0399b08eedc6321fe5d20,Pegasus,0.010338887
cnn-test-b1c3fc03a2b74cf4c79844c1fe2fdce70a8a436e,Pegasus,0.022419384
dm-test-9afda3cde191a883d8c166ceb5765eb53205d8f4,Pegasus,0.0017918521
dm-test-4fb64a2298e18626db776fccf834be87388827e0,Pegasus,-0.0024049012
dm-test-03e271b4305517e02c9ead82d57327d32b99102e,Pegasus,0.023149606
dm-test-bd4684a0f5af5dd6ac88d2fb50f902bd7f10217b,Pegasus,0.01776762
dm-test-9d0fcbd873927674d12aafce4ae7754fd591d4e2,Pegasus,0.031290673
dm-test-9b1af0f993d78353ebd56a1b180e882e751527b3,Pegasus,-0.0084410785
cnn-test-d75b043ebefc3098aea84d92bb8bec0f509b1563,Pegasus,0.018688742
cnn-test-e2bccd4dec93c9bb7b327827dae004c2d494ec31,Pegasus,-0.0057848324
dm-test-54b857a66cbd8473d6732e5da52d48612e636a37,Pegasus,0.03148756
dm-test-2c6695b438980783754f7db28129ec2fbb3e6e21,Pegasus,-0.010791693
dm-test-2cf8c2d1d2ceb1980249f77e703f9039e63799d0,Pegasus,0.008256793
dm-test-b5bc2ae78441e4ac08fb01823d5fc0f1627c3166,Pegasus,0.018781874
dm-test-130ff8f2dfb6ab67861d5924b0ff5acd63c7d8ce,Pegasus,0.011571359
dm-test-4001b252a072ac149c70840b22299cc6cfab3bae,Pegasus,0.02707976
dm-test-cf4ba8f94f2dd5604eb8f8a4e655c10cf0996365,Pegasus,0.02240598
dm-test-8e6c8aec6808f66ed0342e128a4e146f3ecd627d,Pegasus,0.003653075
dm-test-b5925c1a02fa9a8f6b1d5ad764c19a732deac0df,Pegasus,-0.012269391
dm-test-3785743303ddb8b594be7c449a37458b99e83812,Pegasus,0.02119225
dm-test-6721edf88c95f480a4db2c63649dbb03736aeadf,Pegasus,0.012451274
dm-test-7cba80e83b222801fed8d6f96e8c0aa381c54b28,Pegasus,0.018681869
dm-test-97bbda7ec22a736cd174b51513c72a6372d13d35,Pegasus,0.027310777
dm-test-3ba3bde4a1440134bb38ec22ba50db59986b544c,Pegasus,-0.0025610034
dm-test-4e0de0ec6d5b9df174f54d03158de8f30aac861f,Pegasus,0.0071941772
dm-test-8bc8f134bc3ceaeec0df8f29e96e13d319717ab8,Pegasus,0.013770627
dm-test-6f027d030f9ca86446dc893f1d10ced4c9a3561f,Pegasus,0.022617932
dm-test-e43eef75de38d246db9d80216ca9f5487215a78b,Pegasus,0.027227445
dm-test-81bd721b16cad47dfd8d24baca5b30b006291db2,Pegasus,0.014750777
cnn-test-a02e362c5b8f049848ce718b37b96117485461cf,Pegasus,0.03486609
dm-test-dea0ed2e587495e516ac85056e21a2076a9a993c,Pegasus,-0.014966696
dm-test-5be0a9584b051175d9f4842a143b76385335d96a,Pegasus,-0.015169986
dm-test-d89de9c2a76f2665560becfe5d761a4fc62b9926,Pegasus,0.022342518
dm-test-8b59fa7715418c4bcc0d50e3caeb239129de453e,Pegasus,0.022454452
dm-test-1747dcd6a007ee97954b6b10cde549bf82f6a4eb,Pegasus,0.044061475
cnn-test-e49792c337d3f4c13e22f710efa44cf6a4e59aba,Pegasus,0.018324642
dm-test-d296270ab4a4cf20f2d9c1aae7514687806f2b35,Pegasus,-0.0059406185
cnn-test-b8b6e729fff27c4eef87887e61d3448de9c063f6,Pegasus,0.031689107
dm-test-9beaaf73e4517d5bf1bc284f386485d571da96cf,Pegasus,0.019600179
dm-test-4a593dc4c7e0b4d09bfdc66bb315c47b54eb15df,Pegasus,0.018194087
dm-test-18243373494a1722ddcd162ec67b63dd749633ab,Pegasus,0.010434951
dm-test-998cb27197db1fd299aff3322ac041ba4bf1148f,Pegasus,0.020888206
dm-test-2feca9acf532e33f1ab7442c442c8e19787d8d7b,Pegasus,0.022355018
dm-test-8b51a10370a1219137e231192e65b9cd52238ea6,Pegasus,0.027782073
dm-test-31114653cd606fd3f4b1035f98dedd71f8282cd2,Pegasus,0.014429207
dm-test-0cdd7cdb5d99c36f25f1f4fa0e962d558f7ff07b,Pegasus,-0.002199999
dm-test-f5fead94ee884800e84a212cc0edc78b11c4ba9f,Pegasus,0.022270128
dm-test-36352fd1c61fd0c593ee7b84cbe213aa9b444439,Pegasus,0.004437405
dm-test-a3b6201aca77b5bdaa5df02d6acee2be66233237,Pegasus,0.028841645
cnn-test-c05bda9b387ec8ae43803170b6f59b4b82505db9,Pegasus,0.014467636
dm-test-6c1341bedf92a304318545fbf1aad88651de7909,Pegasus,-0.014310339
dm-test-1749a22e2b6facaa057213cb9b33261b319bbd2b,Pegasus,-0.018404897
dm-test-b255397ee863bd8faf9def57c0f76769153d905e,Pegasus,-0.01349486
dm-test-e06ff0eb7c4fa4416fda84a9a239b15480c5a9d9,Pegasus,0.011883415
dm-test-d680ebcdcd59fd5ee9b602a06bcd5230c212835b,Pegasus,-0.017929282
dm-test-155754e1f2bc83f6836af78703edd4d00f19f381,Pegasus,-0.018789453
dm-test-23e8c1d71474d239aa9ae37b9a05031b0054b8ce,Pegasus,0.0102459425
cnn-test-4761dc6d8bdf56b9ada97104113dd1bcf4aed3f1,Pegasus,0.022576362
dm-test-8847383b72167c3f3dd2161b5b091b580c8f4da7,Pegasus,-0.009060538
dm-test-801763443e6c73e3857039f2223798b2b58bef19,Pegasus,0.01036777
dm-test-c16c9fa34ccae7e2b9e29c3988ccb74974c4b3c0,Pegasus,0.02237267
dm-test-096e418a953af86df0d1560bec95bc7bfee2e34b,Pegasus,-0.0152445575
dm-test-02c955067d00f38b6978b805d5a8701a787f78ac,Pegasus,-0.011205972
dm-test-2cfc33d01364162579f46b2764914a03a29453ce,Pegasus,0.008573163
dm-test-808a439a5d83fc47baaea934c8779a7ebc62470d,Pegasus,0.0072162035
dm-test-9b5a04b9879fe716a2dcd66dd331f99534603c16,Pegasus,-0.0033487275
dm-test-d3c9ce137ba24a69253508b3416630465c050ae4,Pegasus,0.013490451
dm-test-26e4e19d945cedcb489f28808c730658139c9415,Pegasus,0.014011659
dm-test-4f3b35b540ba05f0f82d71a694ec23dde4dc3e01,Pegasus,0.00814453
dm-test-2abe0f81f5b22c8a406165717e3bd7fce6fe47c6,Pegasus,0.013842279
cnn-test-5139ccfabee55ddb83e7937f5802c0a67aee8975,Pegasus,0.03502296
dm-test-051db270afc32571a08c15124330efe89d80fea8,Pegasus,-0.015467338
dm-test-b1f6faac3f406edca1e0cad8cce1319c83e62605,Pegasus,-0.019776912
dm-test-c6667409fcdea2c89ba9f0d3a72c50e3967b4b1b,Pegasus,0.004214421
cnn-test-bcdb32ae644040a721da880fff9c1d502048cd8b,Pegasus,0.014515627
dm-test-46609841ffd23e9c22d1507edf7b176ecc4d834f,Pegasus,0.006893961
dm-test-2a48112ddee712f2364f128076cb2db555a043b1,Pegasus,0.018400392
dm-test-fadabe346fe95d33eee71299e6596754768f5246,Pegasus,0.022693757
dm-test-f468efac7b3c54f8c42c2c81dff108c52ebe0d7d,Pegasus,0.029173953
cnn-test-88c2481234e763c9bbc68d0ab1be1d2375c1349a,Pegasus,0.010243701
dm-test-6372eff07fd3d6f578f90d6115e01747edccc095,Pegasus,0.0042011417
dm-test-e7d8b6617691ea00d4ddc5fe2b7cbd105ba9a57e,Pegasus,0.013602864
cnn-test-404f859482d47c127868964a9a39d1a7645dd2e9,Pegasus,0.010351906
dm-test-d83b82a9cd504218e604616be3f3c3928e3428b8,Pegasus,0.0065566944
dm-test-0cd10ad50ceef529d96a255ed12ac9cd001ba9db,Pegasus,-0.003018742
dm-test-632cfdb03aacd90a34a470f6a70b47eee62ec5f0,Pegasus,0.022898925
dm-test-c50d33e9749e7bb484d9b69c4f5fca35a3a50cb5,Pegasus,-0.009479166
dm-test-2377095dda83df778e34304b7a09813808105d3b,Pegasus,0.010447919
dm-test-e880fda4c25289f8325574246f0f8ed4ff5eb26b,Pegasus,0.014602762
dm-test-8764fb95bfad8ee849274873a92fb8d6b400eee2,BART,0.012926689
dm-test-f26d8400ae49b90d109c165d0f44b8f6ca253c08,BART,-0.009374496
dm-test-207df192edc1836250b69d1bc5b9e6a38206eb78,BART,0.014045116
dm-test-0f0789390d67698283cc87b2e046b5c5cd77edb7,BART,0.014283506
cnn-test-fbbafa743a8c2ecd2cedf65c6c61956b2db8ec5c,BART,0.014705559
dm-test-f37fd6e9b6cc18a7132568e307ef3b130931e809,BART,0.018064812
dm-test-14c813567696f4e63a39993c09d4edb454036179,BART,0.016253378
dm-test-e470f0a87d7513bf880412524332047020422c3f,BART,0.0005005477
dm-test-2c37d44d03ce2e91310339d884d33ee5aabf9abc,BART,0.0130902
