doc,summarizer,random_score
cnn-test-b1c3fc03a2b74cf4c79844c1fe2fdce70a8a436e,abssentrw,-0.08218785621383269
cnn-test-b1c3fc03a2b74cf4c79844c1fe2fdce70a8a436e,neusum,0.9748358328094191
cnn-test-b1c3fc03a2b74cf4c79844c1fe2fdce70a8a436e,PG,0.19001438470796433
cnn-test-b8b6e729fff27c4eef87887e61d3448de9c063f6,BART,0.5215948007452486
cnn-test-b8b6e729fff27c4eef87887e61d3448de9c063f6,BanditSum,-1.0842850710922254
cnn-test-b8b6e729fff27c4eef87887e61d3448de9c063f6,Bottom-Up,-0.757620736487442
cnn-test-b8b6e729fff27c4eef87887e61d3448de9c063f6,Closed book decoder,2.0025344695406173
cnn-test-b8b6e729fff27c4eef87887e61d3448de9c063f6,GPT-2 (zero shot),0.30321584845091276
cnn-test-b8b6e729fff27c4eef87887e61d3448de9c063f6,Improve-abs,0.02077136093532529
cnn-test-b8b6e729fff27c4eef87887e61d3448de9c063f6,LEAD-3,1.0180395885327604
cnn-test-b8b6e729fff27c4eef87887e61d3448de9c063f6,ROUGESal,1.5427020726715563
cnn-test-b8b6e729fff27c4eef87887e61d3448de9c063f6,Multi-task (Ent + QG),1.8273893178616445
cnn-test-b8b6e729fff27c4eef87887e61d3448de9c063f6,Pegasus,-0.8509853949095468
cnn-test-b8b6e729fff27c4eef87887e61d3448de9c063f6,Pegasus (dynamic mix),-0.39548706346548385
cnn-test-b8b6e729fff27c4eef87887e61d3448de9c063f6,RNES,-1.6985127812987377
cnn-test-b8b6e729fff27c4eef87887e61d3448de9c063f6,T5,-1.4188400179339578
cnn-test-b8b6e729fff27c4eef87887e61d3448de9c063f6,Unified-ext-abs,2.024961203300048
cnn-test-b8b6e729fff27c4eef87887e61d3448de9c063f6,abssentrw,1.2042323373250037
cnn-test-b8b6e729fff27c4eef87887e61d3448de9c063f6,neusum,0.7329328159774696
cnn-test-b8b6e729fff27c4eef87887e61d3448de9c063f6,PG,0.4662224820681918
cnn-test-bcdb32ae644040a721da880fff9c1d502048cd8b,BART,0.08139045458531227
cnn-test-bcdb32ae644040a721da880fff9c1d502048cd8b,BanditSum,-0.254805266209995
cnn-test-bcdb32ae644040a721da880fff9c1d502048cd8b,Bottom-Up,-0.09009457709816143
cnn-test-bcdb32ae644040a721da880fff9c1d502048cd8b,Closed book decoder,-0.19418661573051976
cnn-test-bcdb32ae644040a721da880fff9c1d502048cd8b,GPT-2 (zero shot),1.7511384644416574
cnn-test-bcdb32ae644040a721da880fff9c1d502048cd8b,Improve-abs,0.9869640635958353
cnn-test-bcdb32ae644040a721da880fff9c1d502048cd8b,LEAD-3,-0.043310565414199774
cnn-test-bcdb32ae644040a721da880fff9c1d502048cd8b,ROUGESal,1.0329168631560584
cnn-test-bcdb32ae644040a721da880fff9c1d502048cd8b,Multi-task (Ent + QG),1.3838925001609486
cnn-test-bcdb32ae644040a721da880fff9c1d502048cd8b,Pegasus,-1.0949179278848602
cnn-test-bcdb32ae644040a721da880fff9c1d502048cd8b,Pegasus (dynamic mix),0.1281194894089405
cnn-test-bcdb32ae644040a721da880fff9c1d502048cd8b,RNES,-0.15441325987935453
cnn-test-bcdb32ae644040a721da880fff9c1d502048cd8b,T5,0.49748611270002063
cnn-test-bcdb32ae644040a721da880fff9c1d502048cd8b,Unified-ext-abs,-2.5023488533760445
cnn-test-bcdb32ae644040a721da880fff9c1d502048cd8b,abssentrw,1.514049575098719
cnn-test-bcdb32ae644040a721da880fff9c1d502048cd8b,neusum,-1.3626347728821542
cnn-test-bcdb32ae644040a721da880fff9c1d502048cd8b,PG,-0.20546603572292038
cnn-test-c05bda9b387ec8ae43803170b6f59b4b82505db9,BART,1.4926222377008749
cnn-test-c05bda9b387ec8ae43803170b6f59b4b82505db9,BanditSum,-0.39914133816871034
cnn-test-c05bda9b387ec8ae43803170b6f59b4b82505db9,Bottom-Up,0.11024209251872102
cnn-test-c05bda9b387ec8ae43803170b6f59b4b82505db9,Closed book decoder,-0.32980145957418183
cnn-test-c05bda9b387ec8ae43803170b6f59b4b82505db9,GPT-2 (zero shot),-2.0005516020547147
cnn-test-c05bda9b387ec8ae43803170b6f59b4b82505db9,Improve-abs,-0.13209247112535896
cnn-test-c05bda9b387ec8ae43803170b6f59b4b82505db9,LEAD-3,-0.2821370456006536
cnn-test-c05bda9b387ec8ae43803170b6f59b4b82505db9,ROUGESal,-0.14499626562171306
cnn-test-c05bda9b387ec8ae43803170b6f59b4b82505db9,Multi-task (Ent + QG),-0.3988816100728704
cnn-test-c05bda9b387ec8ae43803170b6f59b4b82505db9,Pegasus,0.8918177542339769
cnn-test-c05bda9b387ec8ae43803170b6f59b4b82505db9,Pegasus (dynamic mix),0.7387495091794242
cnn-test-c05bda9b387ec8ae43803170b6f59b4b82505db9,RNES,-0.7548684699223484
cnn-test-c05bda9b387ec8ae43803170b6f59b4b82505db9,T5,0.37273084667327105
cnn-test-c05bda9b387ec8ae43803170b6f59b4b82505db9,Unified-ext-abs,-0.5372518729050273
cnn-test-c05bda9b387ec8ae43803170b6f59b4b82505db9,abssentrw,-0.13762538812817088
cnn-test-c05bda9b387ec8ae43803170b6f59b4b82505db9,neusum,2.2871982676212457
cnn-test-c05bda9b387ec8ae43803170b6f59b4b82505db9,PG,1.4036314383650594
cnn-test-d75b043ebefc3098aea84d92bb8bec0f509b1563,BART,-0.5600415680893013
cnn-test-d75b043ebefc3098aea84d92bb8bec0f509b1563,BanditSum,-0.07409846829881049
cnn-test-d75b043ebefc3098aea84d92bb8bec0f509b1563,Bottom-Up,1.7813939081200716
cnn-test-d75b043ebefc3098aea84d92bb8bec0f509b1563,Closed book decoder,-0.13591959935765013
cnn-test-d75b043ebefc3098aea84d92bb8bec0f509b1563,GPT-2 (zero shot),-1.2814701070535663
cnn-test-d75b043ebefc3098aea84d92bb8bec0f509b1563,Improve-abs,-2.2745183708103642
cnn-test-d75b043ebefc3098aea84d92bb8bec0f509b1563,LEAD-3,0.18752268028895228
cnn-test-d75b043ebefc3098aea84d92bb8bec0f509b1563,ROUGESal,0.4749966729192596
cnn-test-d75b043ebefc3098aea84d92bb8bec0f509b1563,Multi-task (Ent + QG),-2.2017353855679884
cnn-test-d75b043ebefc3098aea84d92bb8bec0f509b1563,Pegasus,-0.17449975731572473
cnn-test-d75b043ebefc3098aea84d92bb8bec0f509b1563,Pegasus (dynamic mix),1.7214838062880933
cnn-test-d75b043ebefc3098aea84d92bb8bec0f509b1563,RNES,-0.5911335340942472
cnn-test-d75b043ebefc3098aea84d92bb8bec0f509b1563,T5,1.6119291326668574
cnn-test-d75b043ebefc3098aea84d92bb8bec0f509b1563,Unified-ext-abs,-0.7120575860779804
cnn-test-d75b043ebefc3098aea84d92bb8bec0f509b1563,abssentrw,0.5798785097940038
cnn-test-d75b043ebefc3098aea84d92bb8bec0f509b1563,neusum,-0.5444395134865924
cnn-test-d75b043ebefc3098aea84d92bb8bec0f509b1563,PG,-0.888208797433043
cnn-test-e2bccd4dec93c9bb7b327827dae004c2d494ec31,BART,-0.03144761071371232
cnn-test-e2bccd4dec93c9bb7b327827dae004c2d494ec31,BanditSum,-1.6391180382636066
cnn-test-e2bccd4dec93c9bb7b327827dae004c2d494ec31,Bottom-Up,-0.56420250461051
cnn-test-e2bccd4dec93c9bb7b327827dae004c2d494ec31,Closed book decoder,2.166003555363948
cnn-test-e2bccd4dec93c9bb7b327827dae004c2d494ec31,GPT-2 (zero shot),-0.0258834852112707
cnn-test-e2bccd4dec93c9bb7b327827dae004c2d494ec31,Improve-abs,0.4538927168590515
cnn-test-e2bccd4dec93c9bb7b327827dae004c2d494ec31,LEAD-3,-0.08795819368963292
cnn-test-e2bccd4dec93c9bb7b327827dae004c2d494ec31,ROUGESal,-1.1824512586918958
cnn-test-e2bccd4dec93c9bb7b327827dae004c2d494ec31,Multi-task (Ent + QG),-0.2389733503435721
cnn-test-e2bccd4dec93c9bb7b327827dae004c2d494ec31,Pegasus,-0.9273511893504096
cnn-test-e2bccd4dec93c9bb7b327827dae004c2d494ec31,Pegasus (dynamic mix),-1.4990991622566148
cnn-test-e2bccd4dec93c9bb7b327827dae004c2d494ec31,RNES,0.33060821140896995
cnn-test-e2bccd4dec93c9bb7b327827dae004c2d494ec31,T5,0.7428730142249678
cnn-test-e2bccd4dec93c9bb7b327827dae004c2d494ec31,Unified-ext-abs,0.6002384446802213
cnn-test-e2bccd4dec93c9bb7b327827dae004c2d494ec31,abssentrw,1.2765484004238599
cnn-test-e2bccd4dec93c9bb7b327827dae004c2d494ec31,neusum,-1.791325241043211
cnn-test-e2bccd4dec93c9bb7b327827dae004c2d494ec31,PG,1.1134608050322066
cnn-test-e49792c337d3f4c13e22f710efa44cf6a4e59aba,BART,0.36059785411058537
cnn-test-e49792c337d3f4c13e22f710efa44cf6a4e59aba,BanditSum,0.6458603870447078
cnn-test-e49792c337d3f4c13e22f710efa44cf6a4e59aba,Bottom-Up,0.1183557567399582
cnn-test-e49792c337d3f4c13e22f710efa44cf6a4e59aba,Closed book decoder,0.44097171149327985
cnn-test-e49792c337d3f4c13e22f710efa44cf6a4e59aba,GPT-2 (zero shot),-0.37352246394351296
cnn-test-e49792c337d3f4c13e22f710efa44cf6a4e59aba,Improve-abs,-0.10620779090784292
cnn-test-e49792c337d3f4c13e22f710efa44cf6a4e59aba,LEAD-3,0.5857881955191275
cnn-test-e49792c337d3f4c13e22f710efa44cf6a4e59aba,ROUGESal,-1.9882472105358764
cnn-test-e49792c337d3f4c13e22f710efa44cf6a4e59aba,Multi-task (Ent + QG),-1.1118671861643032
cnn-test-e49792c337d3f4c13e22f710efa44cf6a4e59aba,Pegasus,-1.1616153942772942
cnn-test-e49792c337d3f4c13e22f710efa44cf6a4e59aba,Pegasus (dynamic mix),-1.4999235297946374
cnn-test-e49792c337d3f4c13e22f710efa44cf6a4e59aba,RNES,1.724173573254963
cnn-test-e49792c337d3f4c13e22f710efa44cf6a4e59aba,T5,-0.1318774947123702
cnn-test-e49792c337d3f4c13e22f710efa44cf6a4e59aba,Unified-ext-abs,-0.707139818070245
cnn-test-e49792c337d3f4c13e22f710efa44cf6a4e59aba,abssentrw,0.8318910438075086
cnn-test-e49792c337d3f4c13e22f710efa44cf6a4e59aba,neusum,0.4988780599748315
cnn-test-e49792c337d3f4c13e22f710efa44cf6a4e59aba,PG,-0.9267321055076968
cnn-test-fbbafa743a8c2ecd2cedf65c6c61956b2db8ec5c,BART,-0.10270991356308533
cnn-test-fbbafa743a8c2ecd2cedf65c6c61956b2db8ec5c,BanditSum,-0.6228182887635492
cnn-test-fbbafa743a8c2ecd2cedf65c6c61956b2db8ec5c,Bottom-Up,0.769910260414437
cnn-test-fbbafa743a8c2ecd2cedf65c6c61956b2db8ec5c,Closed book decoder,0.5072844653136078
cnn-test-fbbafa743a8c2ecd2cedf65c6c61956b2db8ec5c,GPT-2 (zero shot),0.3603182562494501
cnn-test-fbbafa743a8c2ecd2cedf65c6c61956b2db8ec5c,Improve-abs,1.466530773821022
cnn-test-fbbafa743a8c2ecd2cedf65c6c61956b2db8ec5c,LEAD-3,-0.713740730568643
cnn-test-fbbafa743a8c2ecd2cedf65c6c61956b2db8ec5c,ROUGESal,0.053727867965438214
cnn-test-fbbafa743a8c2ecd2cedf65c6c61956b2db8ec5c,Multi-task (Ent + QG),0.37797566914792724
cnn-test-fbbafa743a8c2ecd2cedf65c6c61956b2db8ec5c,Pegasus,0.6368951682267595
cnn-test-fbbafa743a8c2ecd2cedf65c6c61956b2db8ec5c,Pegasus (dynamic mix),-0.565221203907106
cnn-test-fbbafa743a8c2ecd2cedf65c6c61956b2db8ec5c,RNES,-0.37673712012060795
cnn-test-fbbafa743a8c2ecd2cedf65c6c61956b2db8ec5c,T5,-1.3164649851336763
cnn-test-fbbafa743a8c2ecd2cedf65c6c61956b2db8ec5c,Unified-ext-abs,-0.06463428979149684
cnn-test-fbbafa743a8c2ecd2cedf65c6c61956b2db8ec5c,abssentrw,0.4407737544454097
cnn-test-fbbafa743a8c2ecd2cedf65c6c61956b2db8ec5c,neusum,-0.6808306451361911
cnn-test-fbbafa743a8c2ecd2cedf65c6c61956b2db8ec5c,PG,-1.6809751194316036
dm-test-02c955067d00f38b6978b805d5a8701a787f78ac,BART,0.4369989079460351
dm-test-02c955067d00f38b6978b805d5a8701a787f78ac,BanditSum,-2.117055017360853
dm-test-02c955067d00f38b6978b805d5a8701a787f78ac,Bottom-Up,-0.487163869251488
dm-test-02c955067d00f38b6978b805d5a8701a787f78ac,Closed book decoder,-0.8518861584088879
dm-test-02c955067d00f38b6978b805d5a8701a787f78ac,GPT-2 (zero shot),0.8808524384281928
dm-test-02c955067d00f38b6978b805d5a8701a787f78ac,Improve-abs,0.7700818081985155
dm-test-02c955067d00f38b6978b805d5a8701a787f78ac,LEAD-3,-0.9177123634217791
dm-test-02c955067d00f38b6978b805d5a8701a787f78ac,ROUGESal,-0.8842314760157906
dm-test-02c955067d00f38b6978b805d5a8701a787f78ac,Multi-task (Ent + QG),-0.3391888242384722
dm-test-02c955067d00f38b6978b805d5a8701a787f78ac,Pegasus,-0.17184889042810628
dm-test-02c955067d00f38b6978b805d5a8701a787f78ac,Pegasus (dynamic mix),-0.04363731419928171
dm-test-02c955067d00f38b6978b805d5a8701a787f78ac,RNES,0.17101168972518208
dm-test-02c955067d00f38b6978b805d5a8701a787f78ac,T5,-1.0375133889684738
dm-test-02c955067d00f38b6978b805d5a8701a787f78ac,Unified-ext-abs,0.24155189561478133
dm-test-02c955067d00f38b6978b805d5a8701a787f78ac,abssentrw,-0.795820856251005
dm-test-02c955067d00f38b6978b805d5a8701a787f78ac,neusum,-0.21185440829420293
dm-test-02c955067d00f38b6978b805d5a8701a787f78ac,PG,0.613220274498283
dm-test-03e271b4305517e02c9ead82d57327d32b99102e,BART,-0.49634567907784327
dm-test-03e271b4305517e02c9ead82d57327d32b99102e,BanditSum,1.4149468464026345
dm-test-03e271b4305517e02c9ead82d57327d32b99102e,Bottom-Up,-1.9364237812994243
dm-test-03e271b4305517e02c9ead82d57327d32b99102e,Closed book decoder,1.7852773075410648
dm-test-03e271b4305517e02c9ead82d57327d32b99102e,GPT-2 (zero shot),1.6560096788211611
dm-test-03e271b4305517e02c9ead82d57327d32b99102e,Improve-abs,0.6371223805556099
dm-test-03e271b4305517e02c9ead82d57327d32b99102e,LEAD-3,2.0067831446131317
dm-test-03e271b4305517e02c9ead82d57327d32b99102e,ROUGESal,-0.07681344831107131
dm-test-03e271b4305517e02c9ead82d57327d32b99102e,Multi-task (Ent + QG),-0.47500513589584803
dm-test-03e271b4305517e02c9ead82d57327d32b99102e,Pegasus,-0.39325771337954973
dm-test-03e271b4305517e02c9ead82d57327d32b99102e,Pegasus (dynamic mix),-0.30471219843224107
dm-test-03e271b4305517e02c9ead82d57327d32b99102e,RNES,0.02733789627666641
dm-test-03e271b4305517e02c9ead82d57327d32b99102e,T5,0.6404715132736231
dm-test-03e271b4305517e02c9ead82d57327d32b99102e,Unified-ext-abs,0.4701765669817021
dm-test-03e271b4305517e02c9ead82d57327d32b99102e,abssentrw,0.14930104771092578
dm-test-03e271b4305517e02c9ead82d57327d32b99102e,neusum,-0.16617869027092255
dm-test-03e271b4305517e02c9ead82d57327d32b99102e,PG,-0.22049838329250432
dm-test-051db270afc32571a08c15124330efe89d80fea8,BART,-0.0060333529970954475
dm-test-051db270afc32571a08c15124330efe89d80fea8,BanditSum,-0.9512947801711333
dm-test-051db270afc32571a08c15124330efe89d80fea8,Bottom-Up,-0.9020987853368637
dm-test-051db270afc32571a08c15124330efe89d80fea8,Closed book decoder,-0.21940457649995962
dm-test-051db270afc32571a08c15124330efe89d80fea8,GPT-2 (zero shot),-0.33139605868616323
dm-test-051db270afc32571a08c15124330efe89d80fea8,Improve-abs,0.08147714327104577
dm-test-051db270afc32571a08c15124330efe89d80fea8,LEAD-3,1.0087009379036271
dm-test-051db270afc32571a08c15124330efe89d80fea8,ROUGESal,-0.6709285801682328
dm-test-051db270afc32571a08c15124330efe89d80fea8,Multi-task (Ent + QG),0.721686747349716
dm-test-051db270afc32571a08c15124330efe89d80fea8,Pegasus,-0.17566137412198843
dm-test-051db270afc32571a08c15124330efe89d80fea8,Pegasus (dynamic mix),0.299879091111548
dm-test-051db270afc32571a08c15124330efe89d80fea8,RNES,1.1376520522362585
dm-test-051db270afc32571a08c15124330efe89d80fea8,T5,1.034945160720329
dm-test-051db270afc32571a08c15124330efe89d80fea8,Unified-ext-abs,-1.631769115820098
dm-test-051db270afc32571a08c15124330efe89d80fea8,abssentrw,-0.8479973246603335
dm-test-051db270afc32571a08c15124330efe89d80fea8,neusum,-0.5697292182761561
dm-test-051db270afc32571a08c15124330efe89d80fea8,PG,0.7720359373313322
dm-test-0783c68a744df6afa009d16e72709f2b4d90dea1,BART,0.011906381694732095
dm-test-0783c68a744df6afa009d16e72709f2b4d90dea1,BanditSum,0.3708918700993056
dm-test-0783c68a744df6afa009d16e72709f2b4d90dea1,Bottom-Up,-0.3275933432562448
dm-test-0783c68a744df6afa009d16e72709f2b4d90dea1,Closed book decoder,-0.3371575521019074
dm-test-0783c68a744df6afa009d16e72709f2b4d90dea1,GPT-2 (zero shot),0.20769452083321505
dm-test-0783c68a744df6afa009d16e72709f2b4d90dea1,Improve-abs,0.26909201298217417
dm-test-0783c68a744df6afa009d16e72709f2b4d90dea1,LEAD-3,-0.27715199544273716
dm-test-0783c68a744df6afa009d16e72709f2b4d90dea1,ROUGESal,-1.4313743716233012
dm-test-0783c68a744df6afa009d16e72709f2b4d90dea1,Multi-task (Ent + QG),0.32905193686730017
dm-test-0783c68a744df6afa009d16e72709f2b4d90dea1,Pegasus,-0.7144603151636353
dm-test-0783c68a744df6afa009d16e72709f2b4d90dea1,Pegasus (dynamic mix),-0.4317318392237003
