doc,summarizer,simple_coherence_score
dm-test-a3b6201aca77b5bdaa5df02d6acee2be66233237,BanditSum,0.9998589754104614
cnn-test-c05bda9b387ec8ae43803170b6f59b4b82505db9,BanditSum,0.9911318421363831
dm-test-6c1341bedf92a304318545fbf1aad88651de7909,BanditSum,0.9225841164588928
dm-test-1749a22e2b6facaa057213cb9b33261b319bbd2b,BanditSum,0.20448406040668488
dm-test-b255397ee863bd8faf9def57c0f76769153d905e,BanditSum,0.9931782484054565
dm-test-e06ff0eb7c4fa4416fda84a9a239b15480c5a9d9,BanditSum,0.49455755949020386
dm-test-d680ebcdcd59fd5ee9b602a06bcd5230c212835b,BanditSum,0.9994041919708252
dm-test-155754e1f2bc83f6836af78703edd4d00f19f381,BanditSum,0.9782478213310242
dm-test-23e8c1d71474d239aa9ae37b9a05031b0054b8ce,BanditSum,0.9997418522834778
cnn-test-4761dc6d8bdf56b9ada97104113dd1bcf4aed3f1,BanditSum,0.4640970826148987
dm-test-8847383b72167c3f3dd2161b5b091b580c8f4da7,BanditSum,0.9999196529388428
dm-test-801763443e6c73e3857039f2223798b2b58bef19,BanditSum,0.999817430973053
dm-test-c16c9fa34ccae7e2b9e29c3988ccb74974c4b3c0,BanditSum,0.990291178226471
dm-test-096e418a953af86df0d1560bec95bc7bfee2e34b,BanditSum,0.10764206200838089
dm-test-02c955067d00f38b6978b805d5a8701a787f78ac,BanditSum,0.999922513961792
dm-test-2cfc33d01364162579f46b2764914a03a29453ce,BanditSum,0.9615122675895691
dm-test-808a439a5d83fc47baaea934c8779a7ebc62470d,BanditSum,0.9996065497398376
dm-test-9b5a04b9879fe716a2dcd66dd331f99534603c16,BanditSum,0.9982636570930481
dm-test-d3c9ce137ba24a69253508b3416630465c050ae4,BanditSum,0.8515285849571228
dm-test-26e4e19d945cedcb489f28808c730658139c9415,BanditSum,0.8675880432128906
dm-test-4f3b35b540ba05f0f82d71a694ec23dde4dc3e01,BanditSum,0.9996582269668579
dm-test-2abe0f81f5b22c8a406165717e3bd7fce6fe47c6,BanditSum,0.9997554421424866
cnn-test-5139ccfabee55ddb83e7937f5802c0a67aee8975,BanditSum,0.9684745669364929
dm-test-051db270afc32571a08c15124330efe89d80fea8,BanditSum,0.9772895574569702
dm-test-b1f6faac3f406edca1e0cad8cce1319c83e62605,BanditSum,0.970553457736969
dm-test-c6667409fcdea2c89ba9f0d3a72c50e3967b4b1b,BanditSum,0.9997881054878235
cnn-test-bcdb32ae644040a721da880fff9c1d502048cd8b,BanditSum,0.9810507893562317
dm-test-46609841ffd23e9c22d1507edf7b176ecc4d834f,BanditSum,0.9993589520454407
dm-test-2a48112ddee712f2364f128076cb2db555a043b1,BanditSum,0.9161889553070068
dm-test-fadabe346fe95d33eee71299e6596754768f5246,BanditSum,0.9989418387413025
dm-test-f468efac7b3c54f8c42c2c81dff108c52ebe0d7d,BanditSum,0.9899970293045044
cnn-test-88c2481234e763c9bbc68d0ab1be1d2375c1349a,BanditSum,0.987774670124054
dm-test-6372eff07fd3d6f578f90d6115e01747edccc095,BanditSum,0.0003898132126778364
dm-test-e7d8b6617691ea00d4ddc5fe2b7cbd105ba9a57e,BanditSum,0.001513058552518487
cnn-test-404f859482d47c127868964a9a39d1a7645dd2e9,BanditSum,0.9989383816719055
dm-test-d83b82a9cd504218e604616be3f3c3928e3428b8,BanditSum,0.11179748177528381
dm-test-0cd10ad50ceef529d96a255ed12ac9cd001ba9db,BanditSum,0.9998925924301147
dm-test-632cfdb03aacd90a34a470f6a70b47eee62ec5f0,BanditSum,0.9950965046882629
dm-test-c50d33e9749e7bb484d9b69c4f5fca35a3a50cb5,BanditSum,0.9933620691299438
dm-test-2377095dda83df778e34304b7a09813808105d3b,BanditSum,0.0007910436834208667
dm-test-e880fda4c25289f8325574246f0f8ed4ff5eb26b,BanditSum,0.9971724152565002
dm-test-8764fb95bfad8ee849274873a92fb8d6b400eee2,LEAD-3,0.9998698234558105
dm-test-f26d8400ae49b90d109c165d0f44b8f6ca253c08,LEAD-3,0.9999102354049683
dm-test-207df192edc1836250b69d1bc5b9e6a38206eb78,LEAD-3,0.9983748197555542
dm-test-0f0789390d67698283cc87b2e046b5c5cd77edb7,LEAD-3,0.005151498597115278
cnn-test-fbbafa743a8c2ecd2cedf65c6c61956b2db8ec5c,LEAD-3,0.9990934133529663
dm-test-f37fd6e9b6cc18a7132568e307ef3b130931e809,LEAD-3,0.9996447563171387
dm-test-14c813567696f4e63a39993c09d4edb454036179,LEAD-3,0.9974103569984436
dm-test-e470f0a87d7513bf880412524332047020422c3f,LEAD-3,0.9985458850860596
dm-test-2c37d44d03ce2e91310339d884d33ee5aabf9abc,LEAD-3,0.9998772144317627
dm-test-e428e25bbf8e06643154ce31b7c6fab64c81e857,LEAD-3,0.9947450160980225
dm-test-0783c68a744df6afa009d16e72709f2b4d90dea1,LEAD-3,0.9998862743377686
dm-test-eeef09d26cf30c2124c0399b08eedc6321fe5d20,LEAD-3,0.9997431635856628
cnn-test-b1c3fc03a2b74cf4c79844c1fe2fdce70a8a436e,LEAD-3,0.9805046916007996
dm-test-9afda3cde191a883d8c166ceb5765eb53205d8f4,LEAD-3,0.9998960494995117
dm-test-4fb64a2298e18626db776fccf834be87388827e0,LEAD-3,0.9990690350532532
dm-test-03e271b4305517e02c9ead82d57327d32b99102e,LEAD-3,0.9998619556427002
dm-test-bd4684a0f5af5dd6ac88d2fb50f902bd7f10217b,LEAD-3,0.9991011619567871
dm-test-9d0fcbd873927674d12aafce4ae7754fd591d4e2,LEAD-3,0.5129739046096802
dm-test-9b1af0f993d78353ebd56a1b180e882e751527b3,LEAD-3,0.999815046787262
cnn-test-d75b043ebefc3098aea84d92bb8bec0f509b1563,LEAD-3,0.9998071789741516
cnn-test-e2bccd4dec93c9bb7b327827dae004c2d494ec31,LEAD-3,0.9994879961013794
dm-test-54b857a66cbd8473d6732e5da52d48612e636a37,LEAD-3,0.9998503923416138
dm-test-2c6695b438980783754f7db28129ec2fbb3e6e21,LEAD-3,0.029827335849404335
dm-test-2cf8c2d1d2ceb1980249f77e703f9039e63799d0,LEAD-3,0.9991554021835327
dm-test-b5bc2ae78441e4ac08fb01823d5fc0f1627c3166,LEAD-3,0.999778687953949
dm-test-130ff8f2dfb6ab67861d5924b0ff5acd63c7d8ce,LEAD-3,0.9998620748519897
dm-test-4001b252a072ac149c70840b22299cc6cfab3bae,LEAD-3,0.9999098777770996
dm-test-cf4ba8f94f2dd5604eb8f8a4e655c10cf0996365,LEAD-3,0.9998549222946167
dm-test-8e6c8aec6808f66ed0342e128a4e146f3ecd627d,LEAD-3,0.05494270846247673
dm-test-b5925c1a02fa9a8f6b1d5ad764c19a732deac0df,LEAD-3,0.9998546838760376
dm-test-3785743303ddb8b594be7c449a37458b99e83812,LEAD-3,0.9997873902320862
dm-test-6721edf88c95f480a4db2c63649dbb03736aeadf,LEAD-3,0.9944508075714111
dm-test-7cba80e83b222801fed8d6f96e8c0aa381c54b28,LEAD-3,0.9992764592170715
dm-test-97bbda7ec22a736cd174b51513c72a6372d13d35,LEAD-3,0.9998218417167664
dm-test-3ba3bde4a1440134bb38ec22ba50db59986b544c,LEAD-3,0.9998231530189514
dm-test-4e0de0ec6d5b9df174f54d03158de8f30aac861f,LEAD-3,0.9814428687095642
dm-test-8bc8f134bc3ceaeec0df8f29e96e13d319717ab8,LEAD-3,0.9994557499885559
dm-test-6f027d030f9ca86446dc893f1d10ced4c9a3561f,LEAD-3,0.9999289512634277
dm-test-e43eef75de38d246db9d80216ca9f5487215a78b,LEAD-3,0.9999066591262817
dm-test-81bd721b16cad47dfd8d24baca5b30b006291db2,LEAD-3,0.9999082088470459
cnn-test-a02e362c5b8f049848ce718b37b96117485461cf,LEAD-3,0.9979931116104126
dm-test-dea0ed2e587495e516ac85056e21a2076a9a993c,LEAD-3,0.9991291165351868
dm-test-5be0a9584b051175d9f4842a143b76385335d96a,LEAD-3,0.9997151494026184
dm-test-d89de9c2a76f2665560becfe5d761a4fc62b9926,LEAD-3,0.19841094315052032
dm-test-8b59fa7715418c4bcc0d50e3caeb239129de453e,LEAD-3,0.9998753070831299
dm-test-1747dcd6a007ee97954b6b10cde549bf82f6a4eb,LEAD-3,0.9998775720596313
cnn-test-e49792c337d3f4c13e22f710efa44cf6a4e59aba,LEAD-3,0.9963269829750061
dm-test-d296270ab4a4cf20f2d9c1aae7514687806f2b35,LEAD-3,0.9997772574424744
cnn-test-b8b6e729fff27c4eef87887e61d3448de9c063f6,LEAD-3,0.998432457447052
dm-test-9beaaf73e4517d5bf1bc284f386485d571da96cf,LEAD-3,0.9998005032539368
dm-test-4a593dc4c7e0b4d09bfdc66bb315c47b54eb15df,LEAD-3,0.9960404634475708
dm-test-18243373494a1722ddcd162ec67b63dd749633ab,LEAD-3,0.9999041557312012
dm-test-998cb27197db1fd299aff3322ac041ba4bf1148f,LEAD-3,0.9998841285705566
dm-test-2feca9acf532e33f1ab7442c442c8e19787d8d7b,LEAD-3,0.5072974562644958
dm-test-8b51a10370a1219137e231192e65b9cd52238ea6,LEAD-3,0.01523455698043108
dm-test-31114653cd606fd3f4b1035f98dedd71f8282cd2,LEAD-3,0.9997608065605164
dm-test-0cdd7cdb5d99c36f25f1f4fa0e962d558f7ff07b,LEAD-3,0.9998908042907715
dm-test-f5fead94ee884800e84a212cc0edc78b11c4ba9f,LEAD-3,0.9996086955070496
dm-test-36352fd1c61fd0c593ee7b84cbe213aa9b444439,LEAD-3,0.9993765950202942
dm-test-a3b6201aca77b5bdaa5df02d6acee2be66233237,LEAD-3,0.9998589754104614
cnn-test-c05bda9b387ec8ae43803170b6f59b4b82505db9,LEAD-3,0.9996705055236816
dm-test-6c1341bedf92a304318545fbf1aad88651de7909,LEAD-3,0.9995875954627991
dm-test-1749a22e2b6facaa057213cb9b33261b319bbd2b,LEAD-3,0.9993487000465393
dm-test-b255397ee863bd8faf9def57c0f76769153d905e,LEAD-3,0.9931782484054565
dm-test-e06ff0eb7c4fa4416fda84a9a239b15480c5a9d9,LEAD-3,0.9968388080596924
dm-test-d680ebcdcd59fd5ee9b602a06bcd5230c212835b,LEAD-3,0.9994041919708252
dm-test-155754e1f2bc83f6836af78703edd4d00f19f381,LEAD-3,0.9979313611984253
dm-test-23e8c1d71474d239aa9ae37b9a05031b0054b8ce,LEAD-3,0.9997418522834778
cnn-test-4761dc6d8bdf56b9ada97104113dd1bcf4aed3f1,LEAD-3,0.9996601343154907
dm-test-8847383b72167c3f3dd2161b5b091b580c8f4da7,LEAD-3,0.9999196529388428
dm-test-801763443e6c73e3857039f2223798b2b58bef19,LEAD-3,0.999817430973053
dm-test-c16c9fa34ccae7e2b9e29c3988ccb74974c4b3c0,LEAD-3,0.9998807907104492
dm-test-096e418a953af86df0d1560bec95bc7bfee2e34b,LEAD-3,0.9998890161514282
dm-test-02c955067d00f38b6978b805d5a8701a787f78ac,LEAD-3,0.999922513961792
dm-test-2cfc33d01364162579f46b2764914a03a29453ce,LEAD-3,0.9992949962615967
dm-test-808a439a5d83fc47baaea934c8779a7ebc62470d,LEAD-3,0.9996871948242188
dm-test-9b5a04b9879fe716a2dcd66dd331f99534603c16,LEAD-3,0.9982636570930481
dm-test-d3c9ce137ba24a69253508b3416630465c050ae4,LEAD-3,0.9902695417404175
dm-test-26e4e19d945cedcb489f28808c730658139c9415,LEAD-3,0.9997406601905823
dm-test-4f3b35b540ba05f0f82d71a694ec23dde4dc3e01,LEAD-3,0.9996582269668579
dm-test-2abe0f81f5b22c8a406165717e3bd7fce6fe47c6,LEAD-3,0.9997554421424866
cnn-test-5139ccfabee55ddb83e7937f5802c0a67aee8975,LEAD-3,0.9684745669364929
dm-test-051db270afc32571a08c15124330efe89d80fea8,LEAD-3,0.9772895574569702
dm-test-b1f6faac3f406edca1e0cad8cce1319c83e62605,LEAD-3,0.9998084902763367
dm-test-c6667409fcdea2c89ba9f0d3a72c50e3967b4b1b,LEAD-3,0.9999151229858398
cnn-test-bcdb32ae644040a721da880fff9c1d502048cd8b,LEAD-3,0.9935585856437683
dm-test-46609841ffd23e9c22d1507edf7b176ecc4d834f,LEAD-3,0.9999103546142578
dm-test-2a48112ddee712f2364f128076cb2db555a043b1,LEAD-3,0.9999101161956787
dm-test-fadabe346fe95d33eee71299e6596754768f5246,LEAD-3,0.9997962117195129
dm-test-f468efac7b3c54f8c42c2c81dff108c52ebe0d7d,LEAD-3,0.9995607733726501
cnn-test-88c2481234e763c9bbc68d0ab1be1d2375c1349a,LEAD-3,0.7478916049003601
dm-test-6372eff07fd3d6f578f90d6115e01747edccc095,LEAD-3,0.9998611211776733
dm-test-e7d8b6617691ea00d4ddc5fe2b7cbd105ba9a57e,LEAD-3,0.9937838315963745
cnn-test-404f859482d47c127868964a9a39d1a7645dd2e9,LEAD-3,0.9997870326042175
dm-test-d83b82a9cd504218e604616be3f3c3928e3428b8,LEAD-3,0.9999184608459473
dm-test-0cd10ad50ceef529d96a255ed12ac9cd001ba9db,LEAD-3,0.9998925924301147
dm-test-632cfdb03aacd90a34a470f6a70b47eee62ec5f0,LEAD-3,0.9991207718849182
dm-test-c50d33e9749e7bb484d9b69c4f5fca35a3a50cb5,LEAD-3,0.5072824358940125
dm-test-2377095dda83df778e34304b7a09813808105d3b,LEAD-3,0.051663029938936234
dm-test-e880fda4c25289f8325574246f0f8ed4ff5eb26b,LEAD-3,0.9971724152565002
dm-test-8764fb95bfad8ee849274873a92fb8d6b400eee2,Pegasus,0.9995452761650085
dm-test-f26d8400ae49b90d109c165d0f44b8f6ca253c08,Pegasus,0.9920753240585327
dm-test-207df192edc1836250b69d1bc5b9e6a38206eb78,Pegasus,0.07766365259885788
dm-test-0f0789390d67698283cc87b2e046b5c5cd77edb7,Pegasus,0.9971357583999634
cnn-test-fbbafa743a8c2ecd2cedf65c6c61956b2db8ec5c,Pegasus,0.9998918771743774
dm-test-f37fd6e9b6cc18a7132568e307ef3b130931e809,Pegasus,0.9999288320541382
dm-test-14c813567696f4e63a39993c09d4edb454036179,Pegasus,0.9999139308929443
dm-test-e470f0a87d7513bf880412524332047020422c3f,Pegasus,0.9998113512992859
dm-test-2c37d44d03ce2e91310339d884d33ee5aabf9abc,Pegasus,0.9999275207519531
dm-test-e428e25bbf8e06643154ce31b7c6fab64c81e857,Pegasus,0.07318847626447678
dm-test-0783c68a744df6afa009d16e72709f2b4d90dea1,Pegasus,0.9998993873596191
dm-test-eeef09d26cf30c2124c0399b08eedc6321fe5d20,Pegasus,0.9991317391395569
cnn-test-b1c3fc03a2b74cf4c79844c1fe2fdce70a8a436e,Pegasus,0.9996918439865112
dm-test-9afda3cde191a883d8c166ceb5765eb53205d8f4,Pegasus,0.9984068274497986
dm-test-4fb64a2298e18626db776fccf834be87388827e0,Pegasus,0.9961405396461487
dm-test-03e271b4305517e02c9ead82d57327d32b99102e,Pegasus,0.9998822212219238
dm-test-bd4684a0f5af5dd6ac88d2fb50f902bd7f10217b,Pegasus,0.9999009370803833
dm-test-9d0fcbd873927674d12aafce4ae7754fd591d4e2,Pegasus,0.9995586276054382
dm-test-9b1af0f993d78353ebd56a1b180e882e751527b3,Pegasus,0.9999266862869263
cnn-test-d75b043ebefc3098aea84d92bb8bec0f509b1563,Pegasus,0.9980864524841309
cnn-test-e2bccd4dec93c9bb7b327827dae004c2d494ec31,Pegasus,0.9995239973068237
dm-test-54b857a66cbd8473d6732e5da52d48612e636a37,Pegasus,0.9998533725738525
dm-test-2c6695b438980783754f7db28129ec2fbb3e6e21,Pegasus,0.9999140501022339
dm-test-2cf8c2d1d2ceb1980249f77e703f9039e63799d0,Pegasus,0.9999265670776367
dm-test-b5bc2ae78441e4ac08fb01823d5fc0f1627c3166,Pegasus,0.9998984336853027
dm-test-130ff8f2dfb6ab67861d5924b0ff5acd63c7d8ce,Pegasus,0.9999014139175415
dm-test-4001b252a072ac149c70840b22299cc6cfab3bae,Pegasus,0.9999099969863892
dm-test-cf4ba8f94f2dd5604eb8f8a4e655c10cf0996365,Pegasus,0.999894380569458
dm-test-8e6c8aec6808f66ed0342e128a4e146f3ecd627d,Pegasus,0.9999198913574219
dm-test-b5925c1a02fa9a8f6b1d5ad764c19a732deac0df,Pegasus,0.9996254444122314
dm-test-3785743303ddb8b594be7c449a37458b99e83812,Pegasus,0.9998270869255066
dm-test-6721edf88c95f480a4db2c63649dbb03736aeadf,Pegasus,0.9999264478683472
dm-test-7cba80e83b222801fed8d6f96e8c0aa381c54b28,Pegasus,0.9998064637184143
dm-test-97bbda7ec22a736cd174b51513c72a6372d13d35,Pegasus,0.9846422076225281
dm-test-3ba3bde4a1440134bb38ec22ba50db59986b544c,Pegasus,0.9983614087104797
dm-test-4e0de0ec6d5b9df174f54d03158de8f30aac861f,Pegasus,0.999825656414032
dm-test-8bc8f134bc3ceaeec0df8f29e96e13d319717ab8,Pegasus,0.9998643398284912
dm-test-6f027d030f9ca86446dc893f1d10ced4c9a3561f,Pegasus,0.9999282360076904
dm-test-e43eef75de38d246db9d80216ca9f5487215a78b,Pegasus,0.9932509064674377
dm-test-81bd721b16cad47dfd8d24baca5b30b006291db2,Pegasus,0.9999147653579712
cnn-test-a02e362c5b8f049848ce718b37b96117485461cf,Pegasus,0.9998536109924316
dm-test-dea0ed2e587495e516ac85056e21a2076a9a993c,Pegasus,0.9998410940170288
dm-test-5be0a9584b051175d9f4842a143b76385335d96a,Pegasus,0.9966024160385132
dm-test-d89de9c2a76f2665560becfe5d761a4fc62b9926,Pegasus,0.9799522757530212
dm-test-8b59fa7715418c4bcc0d50e3caeb239129de453e,Pegasus,0.9984116554260254
dm-test-1747dcd6a007ee97954b6b10cde549bf82f6a4eb,Pegasus,0.1493360996246338
cnn-test-e49792c337d3f4c13e22f710efa44cf6a4e59aba,Pegasus,0.999914288520813
dm-test-d296270ab4a4cf20f2d9c1aae7514687806f2b35,Pegasus,0.9998530149459839
cnn-test-b8b6e729fff27c4eef87887e61d3448de9c063f6,Pegasus,0.9996199607849121
dm-test-9beaaf73e4517d5bf1bc284f386485d571da96cf,Pegasus,0.9978969097137451
dm-test-4a593dc4c7e0b4d09bfdc66bb315c47b54eb15df,Pegasus,0.9998936653137207
dm-test-18243373494a1722ddcd162ec67b63dd749633ab,Pegasus,0.9998989105224609
dm-test-998cb27197db1fd299aff3322ac041ba4bf1148f,Pegasus,0.9997575879096985
dm-test-2feca9acf532e33f1ab7442c442c8e19787d8d7b,Pegasus,0.9999264478683472
dm-test-8b51a10370a1219137e231192e65b9cd52238ea6,Pegasus,0.9981945157051086
dm-test-31114653cd606fd3f4b1035f98dedd71f8282cd2,Pegasus,0.9998577833175659
dm-test-0cdd7cdb5d99c36f25f1f4fa0e962d558f7ff07b,Pegasus,0.999927282333374
dm-test-f5fead94ee884800e84a212cc0edc78b11c4ba9f,Pegasus,0.9952300786972046
dm-test-36352fd1c61fd0c593ee7b84cbe213aa9b444439,Pegasus,0.9999293088912964
dm-test-a3b6201aca77b5bdaa5df02d6acee2be66233237,Pegasus,0.9999287128448486
cnn-test-c05bda9b387ec8ae43803170b6f59b4b82505db9,Pegasus,0.9996283054351807
dm-test-6c1341bedf92a304318545fbf1aad88651de7909,Pegasus,0.9998996257781982
dm-test-1749a22e2b6facaa057213cb9b33261b319bbd2b,Pegasus,0.9995670914649963
dm-test-b255397ee863bd8faf9def57c0f76769153d905e,Pegasus,0.9999313354492188
dm-test-e06ff0eb7c4fa4416fda84a9a239b15480c5a9d9,Pegasus,0.062114156782627106
dm-test-d680ebcdcd59fd5ee9b602a06bcd5230c212835b,Pegasus,0.998540997505188
dm-test-155754e1f2bc83f6836af78703edd4d00f19f381,Pegasus,0.9998607635498047
dm-test-23e8c1d71474d239aa9ae37b9a05031b0054b8ce,Pegasus,0.996762752532959
cnn-test-4761dc6d8bdf56b9ada97104113dd1bcf4aed3f1,Pegasus,0.9797775149345398
dm-test-8847383b72167c3f3dd2161b5b091b580c8f4da7,Pegasus,0.9922218918800354
dm-test-801763443e6c73e3857039f2223798b2b58bef19,Pegasus,0.9978200197219849
dm-test-c16c9fa34ccae7e2b9e29c3988ccb74974c4b3c0,Pegasus,0.9999099969863892
dm-test-096e418a953af86df0d1560bec95bc7bfee2e34b,Pegasus,0.9990220069885254
dm-test-02c955067d00f38b6978b805d5a8701a787f78ac,Pegasus,0.9998764991760254
dm-test-2cfc33d01364162579f46b2764914a03a29453ce,Pegasus,0.9997207522392273
dm-test-808a439a5d83fc47baaea934c8779a7ebc62470d,Pegasus,0.999861478805542
dm-test-9b5a04b9879fe716a2dcd66dd331f99534603c16,Pegasus,0.9999022483825684
dm-test-d3c9ce137ba24a69253508b3416630465c050ae4,Pegasus,0.9931833148002625
dm-test-26e4e19d945cedcb489f28808c730658139c9415,Pegasus,0.9836602210998535
dm-test-4f3b35b540ba05f0f82d71a694ec23dde4dc3e01,Pegasus,0.909422755241394
dm-test-2abe0f81f5b22c8a406165717e3bd7fce6fe47c6,Pegasus,0.9998161196708679
cnn-test-5139ccfabee55ddb83e7937f5802c0a67aee8975,Pegasus,0.9998878240585327
dm-test-051db270afc32571a08c15124330efe89d80fea8,Pegasus,0.9851979613304138
dm-test-b1f6faac3f406edca1e0cad8cce1319c83e62605,Pegasus,0.9999189376831055
dm-test-c6667409fcdea2c89ba9f0d3a72c50e3967b4b1b,Pegasus,0.9997507929801941
cnn-test-bcdb32ae644040a721da880fff9c1d502048cd8b,Pegasus,0.9880825281143188
dm-test-46609841ffd23e9c22d1507edf7b176ecc4d834f,Pegasus,0.9980022311210632
dm-test-2a48112ddee712f2364f128076cb2db555a043b1,Pegasus,0.9998418092727661
dm-test-fadabe346fe95d33eee71299e6596754768f5246,Pegasus,0.9998940229415894
dm-test-f468efac7b3c54f8c42c2c81dff108c52ebe0d7d,Pegasus,0.9779154062271118
cnn-test-88c2481234e763c9bbc68d0ab1be1d2375c1349a,Pegasus,0.999806821346283
dm-test-6372eff07fd3d6f578f90d6115e01747edccc095,Pegasus,0.9999192953109741
dm-test-e7d8b6617691ea00d4ddc5fe2b7cbd105ba9a57e,Pegasus,0.9997580647468567
